x_um,y_um,dx_from_center_um,dy_from_center_um,r_um,theta_rad,cell_area_um2,inside_node,I2_nM,S2_free_nM,Th2_nM,S2_I2_nM,S2_Th2_nM,S2_total_nM
2357.1286304053106,2466.0806316028306,7.12863040531056,-33.919368397169364,34.660365317151665,-1.363647057184074,1.8831100708816848,True,0.0,14.609307309184771,0.0,0.0,0.0,14.609307309184771
2372.482662232534,2478.205990708558,22.48266223253404,-21.794009291441853,31.312121327972434,-0.7698460138083346,2.1602952110320075,True,0.0,15.433625658989342,0.0,0.0,0.0,15.433625658989342
2365.432111069888,2505.842217537502,15.432111069887924,5.842217537502165,16.500956270133415,0.36190157224948266,6.145119419754792,True,0.0,18.386951010322388,0.0,0.0,0.0,18.386951010322388
2351.7883692873347,2496.9781544209322,1.7883692873347172,-3.021845579067758,3.511383689033917,-1.0364179893377354,2.095369675676011,True,0.0,19.464815654426964,0.0,0.0,0.0,19.464815654426964
2357.8628828864607,2467.9943115360306,7.8628828864607385,-32.00568846396936,32.95738189448395,-1.329895753592623,2.1389304732911114,True,0.0,15.074354491362296,0.0,0.0,0.0,15.074354491362296
2349.4323906890186,2531.1833416747672,-0.5676093109814246,31.183341674767235,31.188507151436212,1.5889966416204335,2.295940556165988,True,0.0,15.556864364898601,0.0,0.0,0.0,15.556864364898601
2315.1281257959977,2501.672913355311,-34.871874204002324,1.6729133553108113,34.91197859752638,3.093656263514537,2.0268548813842244,True,0.0,14.559506233285523,0.0,0.0,0.0,14.559506233285523
2372.2394444328634,2473.7402098894636,22.239444432863365,-26.259790110536414,34.411763473147424,-0.868104102560192,2.2016531764784304,True,0.0,14.582299531292938,0.0,0.0,0.0,14.582299531292938
2351.715946204485,2503.8504095785356,1.7159462044851352,3.8504095785356185,4.215462643550027,1.1515633251798292,2.252975593143674,True,0.0,19.44025160521393,0.0,0.0,0.0,19.44025160521393
2348.3670979534927,2494.002096340383,-1.6329020465072972,-5.997903659616895,6.216206029688323,-1.8365998655370197,2.2471187271594317,True,0.0,19.36031989158292,0.0,0.0,0.0,19.36031989158292
2321.7898777992764,2519.5749695728687,-28.210122200723617,19.574969572868667,34.33643004679569,2.534973210782165,2.4158094666545367,True,0.0,14.763132957438815,0.0,0.0,0.0,14.763132957438815
2347.905607806319,2468.7976999628204,-2.09439219368096,-31.20230003717961,31.272511991701762,-1.6378187975844645,3.0452796391109587,True,0.0,15.508543604237325,0.0,0.0,0.0,15.508543604237325
2322.1072489928742,2514.389744622858,-27.892751007125753,14.389744622857961,31.385829749372316,2.665309662592125,3.06630911211505,True,0.0,15.5733090386418,0.0,0.0,0.0,15.5733090386418
2350.540188127549,2468.116808909272,0.5401881275488449,-31.883191090727905,31.88776689172536,-1.5538552230375582,3.020460669543354,True,0.0,15.372576654618515,0.0,0.0,0.0,15.372576654618515
2318.294530962669,2495.0098949939215,-31.705469037331113,-4.9901050060784655,32.095761633724344,-2.9854838518912183,3.204781648581047,True,0.0,15.351553271490374,0.0,0.0,0.0,15.351553271490374
2372.2547199280616,2492.351124399222,22.254719928061604,-7.648875600777956,23.532485143576285,-0.33104848091982003,6.770548964691443,True,0.0,17.248970970540746,0.0,0.0,0.0,17.248970970540746
2368.8690933987687,2525.4388562087856,18.869093398768655,25.438856208785637,31.67298676952848,0.9326006789550247,2.7405386398804694,True,0.0,15.402828897084806,0.0,0.0,0.0,15.402828897084806
2381.0052883450367,2501.8987429271083,31.00528834503666,1.8987429271082874,31.06337280563896,0.061162942356183005,3.1356938894855375,True,0.0,15.575116379049485,0.0,0.0,0.0,15.575116379049485
2315.604999703572,2502.59038050838,-34.39500029642795,2.5903805083798943,34.492406650877136,3.066421857337642,1.3827258989795155,True,0.0,14.664765115330546,0.0,0.0,0.0,14.664765115330546
2337.768560585564,2469.7271749164966,-12.231439414435954,-30.27282508350345,32.650452503532215,-1.954780806954004,2.417729995073387,True,0.0,15.184722684327289,0.0,0.0,0.0,15.184722684327289
2349.3596479634584,2469.2236886202036,-0.6403520365415716,-30.776311379796425,30.78297245031561,-1.5915999782217143,3.867940654997483,True,0.0,15.659112139077305,0.0,0.0,0.0,15.659112139077305
2335.911452153711,2529.821754189181,-14.088547846289202,29.821754189180865,32.982180087694424,2.0121417528062917,2.009614779172807,True,0.0,15.103068869306302,0.0,0.0,0.0,15.103068869306302
2380.359393257548,2515.814157944152,30.359393257548163,15.814157944152157,34.23127737098123,0.48022617374351834,1.4125553220528673,True,0.0,14.66242335574624,0.0,0.0,0.0,14.66242335574624
2318.894163913818,2485.6343675452877,-31.10583608618208,-14.36563245471234,34.262872536381295,-2.7089439226553362,1.9752662791665898,True,0.0,14.763171093546747,0.0,0.0,0.0,14.763171093546747
2329.6874970967942,2474.8056945231588,-20.31250290320577,-25.194305476841237,32.36279967266638,-2.2493268791778345,2.210606376218493,True,0.0,15.31214674457554,0.0,0.0,0.0,15.31214674457554
2370.5446315438094,2472.4349745472086,20.544631543809373,-27.56502545279136,34.37895451411987,-0.9303002597073279,1.955194052225579,True,0.0,14.586968994566215,0.0,0.0,0.0,14.586968994566215
2368.073357506175,2485.246474028931,18.073357506174943,-14.753525971068939,23.330511784464047,-0.6846093528423802,6.565823819182697,True,0.0,17.26894341814136,0.0,0.0,0.0,17.26894341814136
2337.547290304022,2519.452171723577,-12.452709695977774,19.452171723577067,23.096687284886332,2.1402305814307057,6.19265122878096,True,0.0,17.353469677564927,0.0,0.0,0.0,17.353469677564927
2322.658763871034,2482.459599850698,-27.341236128966102,-17.54040014930206,32.483978057767445,-2.5711902175467007,2.788086156909685,True,0.0,15.296860675511434,0.0,0.0,0.0,15.296860675511434
2342.4307309951996,2530.7913811242033,-7.56926900480039,30.791381124203326,31.708090210591,1.811841052841056,2.5921639887819765,True,0.0,15.407574518143662,0.0,0.0,0.0,15.407574518143662
2337.4662060373207,2532.371840490467,-12.533793962679283,32.37184049046709,34.713571522376384,1.9402041022797134,1.6535644344025968,True,0.0,14.613793574995205,0.0,0.0,0.0,14.613793574995205
2379.8388000395767,2502.985178756588,29.838800039576654,2.985178756588084,29.987752166686725,0.09971174699058853,3.6489069528033724,True,0.0,15.805954434320633,0.0,0.0,0.0,15.805954434320633
2325.2973195637005,2475.5713719444484,-24.702680436299488,-24.4286280555516,34.741621859297474,-2.361772390455124,2.1351175551040456,True,0.0,14.657788882972989,0.0,0.0,0.0,14.657788882972989
2325.9322748930063,2476.4241698306764,-24.06772510699375,-23.57583016932358,33.69087650980018,-2.366518603456068,2.191318901325758,True,0.0,14.913875961412652,0.0,0.0,0.0,14.913875961412652
2347.620103464825,2467.4403070084713,-2.379896535174794,-32.559692991528664,32.64655441575324,-1.6437599067577637,2.077994951920118,True,0.0,15.14292334031814,0.0,0.0,0.0,15.14292334031814
2352.967676454846,2467.402319056621,2.967676454845787,-32.597680943379146,32.7324900737324,-1.480007104584425,2.515881650323081,True,0.0,15.149466132107577,0.0,0.0,0.0,15.149466132107577
2350.1595599577445,2466.77638696786,0.1595599577444773,-33.22361303213984,33.22399618181846,-1.5659937566814315,2.3867232480038183,True,0.0,15.00488515190055,0.0,0.0,0.0,15.00488515190055
2380.2085626647677,2504.2989345854094,30.20856266476767,4.29893458540937,30.512916885162323,0.1413593221161425,3.3954588097385567,True,0.0,15.704176228798373,0.0,0.0,0.0,15.704176228798373
2371.7154817447285,2472.562002745105,21.71548174472855,-27.43799725489498,34.99151098145468,-0.9012977836146308,1.9438796567142163,True,0.0,14.42239842951369,0.0,0.0,0.0,14.42239842951369
2383.662157765744,2507.2586285705215,33.662157765743814,7.258628570521523,34.43586145532907,0.2123798789377501,2.2205889643244063,True,0.0,14.596297275611816,0.0,0.0,0.0,14.596297275611816
2352.7604732375257,2503.09927227636,2.76047323752573,3.0992722763598977,4.15038566137038,0.8431519116947065,2.6912586249609376,True,0.0,19.445945189565187,0.0,0.0,0.0,19.445945189565187
2334.6466926116586,2527.341200391184,-15.353307388341364,27.341200391183975,31.357061191887485,2.08245983689454,2.8320999022807882,True,0.0,15.5175960838936,0.0,0.0,0.0,15.5175960838936
2318.61325673592,2504.9861063151366,-31.386743264079996,4.986106315136567,31.780322668455018,2.9840488758089383,2.7759427281716853,True,0.0,15.441323323754256,0.0,0.0,0.0,15.441323323754256
2381.5348339720636,2499.393392243402,31.534833972063552,-0.6066077565978958,31.54066782133787,-0.019233744914715523,2.5023116521770135,True,0.0,15.403240942138703,0.0,0.0,0.0,15.403240942138703
2383.090748613315,2506.17308820425,33.0907486133151,6.17308820424978,33.6616200110313,0.18443032076284185,1.856528772841557,True,0.0,14.868807556342043,0.0,0.0,0.0,14.868807556342043
2329.268193273109,2524.3141590675214,-20.731806726891136,24.31415906752136,31.95287375686105,2.2768349152440464,3.2475997967503645,True,0.0,15.36380933325945,0.0,0.0,0.0,15.36380933325945
2320.497066573451,2487.3182373874665,-29.502933426549134,-12.681762612533475,32.11308430736671,-2.735623292751904,3.2777626750057607,True,0.0,15.38450174341993,0.0,0.0,0.0,15.38450174341993
2321.588171302474,2484.8198736867575,-28.411828697525834,-15.180126313242454,32.21285837710694,-2.650891625128695,3.229184218925184,True,0.0,15.37852998273954,0.0,0.0,0.0,15.37852998273954
2357.15202056011,2469.1122490193943,7.1520205601100315,-30.887750980605688,31.704961105986936,-1.3432574867022948,2.3913693215768035,True,0.0,15.410473331122494,0.0,0.0,0.0,15.410473331122494
2348.8810773642585,2514.2540210538236,-1.1189226357414555,14.254021053823635,14.297870613053611,1.6491344185709447,7.7055072003877285,True,0.0,18.674546918469172,0.0,0.0,0.0,18.674546918469172
2352.400123335147,2512.6245815180782,2.4001233351468727,12.62458151807823,12.85070622691683,1.3829233115110595,7.140504644284192,True,0.0,18.834860601716155,0.0,0.0,0.0,18.834860601716155
2377.041095907351,2489.3503863207798,27.041095907351064,-10.649613679220238,29.062607236571072,-0.37517672577264516,4.7568761574830205,True,0.0,16.01556336693808,0.0,0.0,0.0,16.01556336693808
2337.5158516052597,2531.276286670139,-12.48414839474026,31.276286670139143,33.675808364679526,1.9505757585555754,1.8019836220755678,True,0.0,14.902126202128635,0.0,0.0,0.0,14.902126202128635
2375.6009744154458,2490.322533431834,25.600974415445762,-9.677466568165983,27.369019898386547,-0.3614084027117596,4.763309181272575,True,0.0,16.404760497670143,0.0,0.0,0.0,16.404760497670143
