Time_hours,I2_norm_nM,I2_fast_nM,I2_diff_nM,I2_percent_diff,S2_free_norm_nM,S2_free_fast_nM,S2_free_diff_nM,S2_free_percent_diff,S2_total_norm_nM,S2_total_fast_nM,S2_total_diff_nM,S2_total_percent_diff
2.0166666666666666,63.44293090475932,63.43937410758493,-0.0035567971743901694,-0.005606293914336401,4.09912518316254,4.1024016454515655,0.003276462289025339,0.07993076919152531,413.4664337279379,413.3296513205767,-0.1367824073611814,-0.03308186498427697
2.033333333333333,63.32212072320474,63.31980060539781,-0.002320117806931421,-0.00366399258337095,4.101873862092772,4.1051777934856775,0.0033039313929057457,0.08054687940160313,413.61212103322913,413.4713812435416,-0.14073978968752954,-0.03402699837131288
2.05,63.20439942061967,63.20324789090808,-0.0011515297115920475,-0.001821913857497038,4.104558536436622,4.107881078928339,0.003322542491717151,0.0809476210954862,413.7542013785784,413.6094676440876,-0.14473373449078508,-0.034980607812210726
2.066666666666667,63.08968870933947,63.08964185349294,-4.685584652719399e-05,-7.426862849658933e-05,4.10718004613084,4.110513688309008,0.003333642178168006,0.08116620505371942,413.89274649704697,413.7440055895941,-0.1487409074528614,-0.03593706551074401
2.083333333333333,62.97791234366775,62.97891004042673,0.0009976967589864216,0.0015842010664660231,4.109739351479967,4.113077729113641,0.00333837763367395,0.08123088469033346,414.02782940392615,413.8750875892535,-0.1527418146726518,-0.03689167824601391
2.1,62.86899604336576,62.87098163022932,0.0019855868635616503,0.0031582926219977056,4.112237505030484,4.11557523350322,0.003337728472736501,0.08116575145899212,414.1595239426839,414.002803673034,-0.15672026964989527,-0.03784055673957748
2.1166666666666667,62.76286742455856,62.76578740567436,0.0029199811158022726,0.004652402344924906,4.114675629201272,4.118008161793069,0.0033325325917976656,0.08099138041762399,414.2879043900752,414.12724146687873,-0.1606629231964689,-0.03878050058762898
2.1333333333333333,62.65945593671292,62.663259726536346,0.0038037898234293266,0.006070575887654079,4.117054898173819,4.12037840571349,0.0033235075396707003,0.08072536368521321,414.4130451170173,414.2484862644695,-0.16455885254782743,-0.03970889779817649
2.15,62.55869280467709,62.56333250214848,0.004639697471390036,0.007416551183184502,4.119376523091387,4.1226877914696125,0.003311268378225485,0.0803827559744537,414.5350203002225,414.3666210958423,-0.16839920438025047,-0.04062363760202676
2.1666666666666665,62.46051097499048,62.46594116383629,0.005430188845814143,0.008693795105180008,4.121641739905636,4.124938082617012,0.0032963427113763544,0.07997644917706563,414.6539036791144,414.4817267931084,-0.17217688600601377,-0.04152303510911963
2.183333333333333,62.36484506582679,62.3710226372857,0.006177571458906073,0.009905534844808123,4.12385179938062,4.127130982767596,0.0032791833869767473,0.0795174886611896,414.7697683526334,414.59388205350535,-0.1758862991280239,-0.042405766415089106
2.2,62.271631320050666,62.27851531489832,0.006883994847655117,0.011054784822119409,4.126007958874029,4.129268138139199,0.0032601792651707484,0.07901534116430639,414.88268661087415,414.7031634999757,-0.17952311089845807,-0.04327081285675244
2.216666666666667,62.18080756095917,62.18835902818218,0.007551467223009922,0.012144369813156279,4.128111475592565,4.131351139960658,0.003239664368092754,0.0784781221933383,414.99272979693257,414.8096457394495,-0.18308405748308587,-0.044117413230991775
2.2333333333333334,62.09231315035233,62.10049502022073,0.008181869868394642,0.013176944863662589,4.130163601074757,4.133381526743681,0.003217925668923982,0.07791278941315083,415.0999681948183,414.9134014189872,-0.1865667758311247,-0.04494502291639867
2.25,62.00608894863675,62.01486591825891,0.008776969622161346,0.0141550124689074,4.132165576698688,4.1353607864306685,0.0031952097319809525,0.07732530734002442,415.20447093975656,415.0145012799226,-0.18996965983393466,-0.04575327895770612
2.2666666666666666,61.92207727671428,61.9314157064416,0.00933842972731469,0.015080937426539459,4.13411863004651,4.137290358428122,0.003171728381611949,0.07672078780129893,415.3063059476455,415.113014210131,-0.193291737514528,-0.046541970287081263
2.283333333333333,61.84022187944885,61.85008969873518,0.009867819286334623,0.01595695970426969,4.136023971985791,4.139171635533292,0.003147663547500734,0.07610360986349592,415.4055398608452,415.2090072945337,-0.19653256631147542,-0.04731101236091145
2.3,61.76046789053747,61.77083451206096,0.010366621523488107,0.01678520561382666,4.137882794350743,4.141005965761763,0.0031231714110200315,0.0754775223523477,415.5022380078413,415.30254586394136,-0.19969214389993795,-0.048060425584559516
2.316666666666667,61.68276179863941,61.6935980396649,0.01083624102548697,0.017567697537379065,4.1396962681251885,4.142794654082383,0.0030983859571946937,0.07484573158305428,415.5964643746574,415.39369354232485,-0.2027708323325328,-0.04879031698155552
2.333333333333333,61.60705141464074,61.61832942474664,0.011278010105897351,0.018306362416197642,4.14146554204516,4.144538964066356,0.003073422021196315,0.07421097652495695,415.6882815861828,415.4825122925981,-0.20576929358475127,-0.04950086463817961
2.35,61.53328583995056,61.54497903436721,0.011693194416650954,0.01900303917958357,4.1431917415519806,4.146240119455271,0.0030483779032906,0.07357559324900376,415.7777508958359,415.5690624609862,-0.20868843484970512,-0.05019230451847518
2.3666666666666667,61.46141543574176,61.47349843365327,0.0120829979115058,0.019659485265416055,4.144875968037671,4.147899305654118,0.0030233376164465753,0.07294157026073639,415.8649321822122,415.65340282004746,-0.21152936216475382,-0.05086491930319138
2.3833333333333333,61.39139179306191,61.40384036031324,0.012448567251325926,0.020277382362151933,4.1465192983336445,4.149517671153411,0.0029983728197668924,0.0723105960455036,415.9498839515565,415.7355906104121,-0.2142933411444119,-0.0515190289533461
2.4,61.32316770375237,61.33595869947908,0.012790995726710719,0.020858341481156128,4.148122784401948,4.151096328885165,0.002973544483217516,0.07168409995959714,416.0326633450703,415.8156815812927,-0.21698176377759637,-0.05215498274413733
2.4166666666666665,61.2566971321215,61.269808458885386,0.013111326763883824,0.021403907454567227,4.149687453193729,4.152636357516564,0.002948904322835233,0.07106328744266424,416.113326150211,415.89373002982177,-0.2195961203892125,-0.05277315254977954
2.433333333333333,61.191935187327246,61.20534574439595,0.013410557068702644,0.021915562937581273,4.151214306646309,4.154138802685184,0.002924496038875013,0.07044917035944744,416.1919268152649,415.9697888392616,-0.222137976003296,-0.05337392719342592
2.45,61.12883809642992,61.14252773588682,0.013689639456906377,0.02239473198445414,4.152704321793919,4.155604678179042,0.002900356385123537,0.06984259317240814,416.2685184665836,416.0439095161332,-0.22460895045037432,-0.05395770770217519
2.466666666666667,61.06736317808179,61.08131266349305,0.013949485411259843,0.022842783256550647,4.1541584509713605,4.157034967064737,0.00287651609337658,0.06924425554119075,416.3431529279666,416.1161422263061,-0.22701070166050386,-0.05452490333131045
2.4833333333333334,61.00746881682503,61.02165978422516,0.014190967400125487,0.02326103291177983,4.155577622093386,4.158430622766763,0.0028530006733769042,0.06865473185264906,416.4158807417528,416.18653583008535,-0.22934491166745374,-0.05507592824244035
2.5,60.94911443797252,60.96352935896068,0.014414920988158997,0.02365074721935289,4.156962738994866,4.159792570100349,0.0028298311054824055,0.0680744881097165,416.48675119124863,416.2551379163346,-0.23161327491402517,-0.05561119873598801
2.5166666666666666,60.89226048305036,60.90688262981457,0.014622146764210697,0.02401314493535815,4.158314681819427,4.161121706260734,0.002807024441306538,0.06750389655643747,416.5558123241827,416.3219948356673,-0.23381748851539896,-0.05613113095477145
2.533333333333333,60.83686838578231,60.85168179789148,0.014813412109170088,0.024349399471442896,4.159634307446253,4.16241890177107,0.0027845943248170357,0.06694324834835294,416.6231109769213,416.3871517327384,-0.2359592441828795,-0.05663613898652646
2.55,60.78290054859973,60.79789000142223,0.014989452822504745,0.024660640882907096,4.1609224499464,4.1636850013911495,0.0027625514447491284,0.06639276453673668,416.6886927992241,416.4506525776653,-0.23804022155877647,-0.057126633304991785
2.566666666666667,60.73032031966159,60.7454712942857,0.01515097462411319,0.02494795769948874,4.16217992106092,4.164920824988988,0.002740903928067695,0.06585260560694482,416.752602279356,416.5125401966097,-0.2400620827463058,-0.05760301949725759
2.583333333333333,60.67909197037122,60.694390624917055,0.015298654545837564,0.025212398618798863,4.163407510695244,4.166127168377153,0.002719657681908849,0.0653228797546819,416.81488276939615,416.5728563015413,-0.24202646785482784,-0.058065697233927606
2.6,60.62918067337727,60.64461381560197,0.015433142224701157,0.02545497407897179,4.164605987424263,4.167304804115875,0.0026988166916117606,0.06480365008745838,416.8755765106177,416.6316415192151,-0.24393499140256836,-0.058515059443967066
2.6166666666666667,60.58055248104769,60.59610754215646,0.015555061108770474,0.02567665772549168,4.165776099003929,4.168454482284124,0.00267838328019554,0.0642949408835478,416.9347246588291,416.68893541938,-0.24578923944909548,-0.058951491663406255
2.6333333333333333,60.53317430440645,60.54883931399132,0.015665009584871825,0.025878387784682072,4.1669185728861775,4.169576931220649,0.0026583583344717,0.06379674303619551,416.9923673095877,416.7447765422484,-0.24759076733926122,-0.059375371529388786
2.65,60.48701389252303,60.50277745455915,0.015763562036120504,0.026061068354490353,4.1680341167336,4.170672858236253,0.002638741502653197,0.063309018802397,417.048543523211,416.7992024252415,-0.24934109796947723,-0.05978706839809406
2.6666666666666665,60.442039812346,60.45789108218213,0.01585126983612639,0.02622557062160662,4.16912341893201,4.171742950298721,0.002619531366710781,0.06283170593644401,417.1032913495279,416.8522496290373,-0.2510417204906048,-0.06018694306591665
2.683333333333333,60.39822142897161,60.41415009125818,0.015928662286569306,0.026372734013867336,4.170187149098753,4.172787874691659,0.002600725592905917,0.06236472129237598,417.15664785231706,416.90395376293714,-0.2526940893799292,-0.060575347577677505
2.7,60.355528886339535,60.37152513384227,0.015996247502734207,0.02650336729358806,4.171225958585074,4.173808279648473,0.002582321063398396,0.0619079639664102,417.2086491333963,416.9543495095728,-0.25429962382349913,-0.060952625107776846
2.716666666666667,60.31393308834782,60.329987601599896,0.016054513252079516,0.02661824959841845,4.172240480971226,4.174804794962677,0.0025643139914510726,0.06146131804114379,417.25933035632863,417.0034706489706,-0.2558597073580131,-0.061319109902111854
