Time (hours),I2 (nM),S2_free (nM),S2_total (nM),I1O2_active
0.016666666666666666,99.98611392112352,0.04712663863582484,1.1689758276340902,1
0.03333333333333333,99.95722181534117,0.0989160285430295,3.5422497534332478,1
0.05,99.91590582077137,0.14288580084230154,6.880002755789607,1
0.06666666666666667,99.86443057719298,0.1799622993428508,10.980521746364566,1
0.08333333333333333,99.80424125449795,0.21279318105136935,15.709795446788611,1
0.1,99.73617236216668,0.24336806194625235,20.98175874716197,1
0.11666666666666667,99.66066308265182,0.2729841776153087,26.740250368597298,1
0.13333333333333333,99.57789684355464,0.3024905078520494,32.94745626767924,1
0.15,99.48788543786962,0.33246754539346945,39.576850798018654,1
0.16666666666666666,99.39052017296464,0.3633341647783889,46.60878767299732,1
0.18333333333333332,99.28560404162353,0.3954090314284662,54.0276226763373,1
0.2,99.17287284445801,0.4289462745671336,61.819740949096726,1
0.21666666666666667,99.05200973777944,0.4641566624454514,69.97213858342427,1
0.23333333333333334,98.92265578926882,0.5012204230274226,78.47136032108587,1
0.25,98.78441807900165,0.5402950941895306,87.30267987315885,1
0.26666666666666666,98.63687629231552,0.5815203110883436,96.44945786331353,1
0.2833333333333333,98.47958840710088,0.6250206350096649,105.89264092967382,1
0.3,98.31209587239086,0.6709070791333068,115.61038266285122,1
0.31666666666666665,98.13392854890756,0.7192777284012024,125.5777774002885,1
0.3333333333333333,97.94460960292653,0.7702176978937828,135.76670395740447,1
0.35,97.74366044832898,0.8237985877510892,146.14578190842096,1
0.36666666666666664,97.53060606498772,0.8800775009952185,156.68043024600584,1
0.38333333333333336,97.30498034334865,0.939095740395964,167.33305252644087,1
0.4,97.06633194232435,1.000877175736151,178.06332514085386,1
0.4166666666666667,96.8142305023314,1.0654263395427124,188.82859705474942,1
0.43333333333333335,96.54827328561579,1.1327262842296364,199.58439257993163,1
0.45,96.26809225623762,1.2027362471451672,210.28500731318496,1
0.4666666666666667,95.973361588027,1.2753891880400108,220.8841834527941,1
0.48333333333333334,95.66380555847117,1.3505892885474693,231.33584678396323,1
0.5,95.33920674876086,1.428209534412209,241.59488397052272,1
0.5166666666666667,94.99941442480393,1.5080895363223477,251.6179356731678,1
0.5333333333333333,94.64435292172269,1.5900337808330975,261.36417870074195,1
0.55,94.27402979749752,1.6738105340026521,270.79606914063186,1
0.5666666666666667,93.88854346408664,1.7591516405009453,279.8800184233742,1
0.5833333333333334,93.4880899524869,1.8457534626511012,288.5869757178093,1
0.6,93.0729684293607,1.9332791797650946,296.8928930133886,1
0.6166666666666667,92.64358506549604,2.021362612538025,304.77905371263125,1
0.6333333333333333,92.20045486866823,2.1096136480006935,312.23225139443014,1
0.65,91.7442011417379,2.197625220739815,319.244812345862,1
0.6666666666666666,91.27555231377453,2.28498166532942,325.81446308523795,1
0.6833333333333333,90.79533601532658,2.3712681089553036,331.9440518807049,1
0.7,90.30447042058458,2.4560804422259754,337.64114059779223,1
0.7166666666666667,89.8039530456173,2.53903531128388,342.9174894661011,1
0.7333333333333333,89.29484742960025,2.6197795213772572,347.78846095992066,1
0.75,88.77826782176656,2.697998336496776,352.27237802777745,1
0.7666666666666667,88.25536323118209,2.773422068474536,356.3898556581171,1
