param_value,I2_final_nM,S2_free_final_nM,S2_total_final_nM,half_time_hr
5.9999999999999995e-05,13.32033534131688,7.935634482350808,492.6611410555559,1.4037946476396514
7.5e-05,17.254365253319676,7.286663033523773,486.95912442207066,1.4105771613339377
9.999999999999999e-05,23.996168423041706,6.389967724594693,477.1331168998176,1.4170719989956795
0.00015,37.36974301997693,5.045558370594532,456.8197912283634,1.417012570044732
0.0003,69.36913120075354,2.645352751102649,392.8020712584024,1.3599341179994782
