time_s,I2_M,Th2_M,S2_M,S2_I2_M,S2_Th2_M
0.0,1.0000000000000001e-07,4.9999999999999996e-06,0.0,0.0,0.0
600.0,9.968412117399429e-08,4.847477445607627e-06,1.5252634844830374e-10,3.139321495636438e-10,1.5247351055759873e-07
1200.0,9.763761412146394e-08,4.0247645817960095e-06,6.419018524853116e-10,2.36098054619377e-09,9.751040576319844e-07
1800.0,9.15262606638121e-08,2.631818608437183e-06,2.124917103437077e-09,8.474477724955929e-09,2.3680886163877124e-06
2400.0,7.574620769557536e-08,1.1591721000657406e-06,6.5236888533132706e-09,2.425615488167768e-08,3.840645993389883e-06
3000.0,4.503502014942631e-08,1.3237397950913961e-07,2.0036479869046462e-08,5.496880628141251e-08,4.867349998329493e-06
3600.0,1.458246000988581e-08,4.163178494449614e-08,3.6391717137147464e-08,8.541920185010402e-08,4.957878601648452e-06
4200.0,7.410100884806645e-09,3.372393229793447e-08,4.4593864552056276e-08,9.258744904024968e-08,4.965698036392182e-06
4800.0,5.860841737246467e-09,2.9502082143170116e-08,5.08539324336559e-08,9.413459011646991e-08,4.969625113842716e-06
5400.0,5.243653512601833e-09,2.683873497816662e-08,5.58366370933464e-08,9.475060930419044e-08,4.972024655175094e-06
6000.0,4.864708995211703e-09,2.5015763097948383e-08,5.986755287395214e-08,9.51288966631859e-08,4.973675116253595e-06
6600.0,4.599651222890256e-09,2.3705581400978468e-08,6.315167965069325e-08,9.538603570937209e-08,4.974867173080677e-06
7200.0,4.404945339955531e-09,2.273029888595433e-08,6.584463181806601e-08,9.557507399953484e-08,4.975760183642669e-06
7800.0,4.257679499784611e-09,2.1986866084128325e-08,6.805909785582364e-08,9.571802892393976e-08,4.976442106375783e-06
8400.0,4.144007658344724e-09,2.140970616430078e-08,6.988450131149225e-08,9.582836127357195e-08,4.976978871728654e-06
9000.0,4.054866397920403e-09,2.0953911621820447e-08,7.139296179930174e-08,9.591487569524403e-08,4.976978871728654e-06
9600.0,3.984117817601768e-09,2.059100032881167e-08,7.264135240900816e-08,9.598353490885024e-08,4.976978871728654e-06
10200.0,3.927447785431026e-09,2.029971523240204e-08,7.36758353961084e-08,9.603852921590488e-08,4.976978871728654e-06
10800.0,3.881712545146023e-09,2.006426488418253e-08,7.453410052554459e-08,9.608291078361754e-08,4.976978871728654e-06
11400.0,3.844576742479405e-09,1.9872849321300816e-08,7.524691918331762e-08,9.611894664601965e-08,4.976978871728654e-06
12000.0,3.814368088298862e-09,1.97164981430256e-08,7.583948453515374e-08,9.614843098940069e-08,4.976978871728654e-06
12600.0,3.789547161769474e-09,1.958828976063131e-08,7.633248513621178e-08,9.617281303903668e-08,4.976978871728654e-06
13200.0,3.769128483714265e-09,1.9482818928396363e-08,7.674294182176186e-08,9.619287067956246e-08,4.976978871728654e-06
13800.0,3.752294662003546e-09,1.9395820483150147e-08,7.708488660096151e-08,9.620940685020171e-08,4.976978871728654e-06
14400.0,3.738460258069368e-09,1.932487538512285e-08,7.736600838445908e-08,9.622299663795632e-08,4.976978871728654e-06
15000.0,3.726973251527842e-09,1.926533340508819e-08,7.760357499098629e-08,9.623428053436256e-08,4.976978871728654e-06
15600.0,3.7173159412411293e-09,1.9215866571293973e-08,7.780206206632428e-08,9.623824048109694e-08,4.976978871728654e-06
16200.0,3.7090741712028956e-09,1.9174739395367558e-08,7.796786793549084e-08,9.623824048109694e-08,4.976978871728654e-06
16800.0,3.7022086219612335e-09,1.9140518031834196e-08,7.810637774077883e-08,9.623824048109694e-08,4.976978871728654e-06
17400.0,3.6964927275263704e-09,1.9112019963923397e-08,7.822210273608026e-08,9.623824048109694e-08,4.976978871728654e-06
18000.0,3.6917305161240648e-09,1.9088270822136692e-08,7.831880835941865e-08,9.623824048109694e-08,4.976978871728654e-06
