time_s,I2_M,Th2_M,S2_M,S2_I2_M,S2_Th2_M
0.0,1.0000000000000001e-07,4.9999999999999996e-06,0.0,0.0,0.0
600.0,9.997441151443846e-08,4.9871455454057495e-06,1.5781491831429136e-11,2.5712572011255995e-11,1.2823737151289782e-08
1200.0,9.96412609725785e-08,4.82758324554463e-06,1.0863114231603241e-10,3.5537856338217827e-10,1.7236503035998183e-07
1800.0,9.863011737455077e-08,4.388958577614599e-06,2.817439347685209e-10,1.3654752538351847e-09,6.108533699616967e-07
2400.0,9.657294005468399e-08,3.6880568383802363e-06,5.842080095964113e-10,3.4228217932454955e-09,1.3117372590978472e-06
3000.0,9.272271769068961e-08,2.827283466755264e-06,1.1989706944925066e-09,7.275369320424164e-09,2.172477621315197e-06
3600.0,8.576103176034995e-08,1.940402541777305e-06,2.4076423074717207e-09,1.4237872479560892e-08,3.0592935364896523e-06
4200.0,7.494357310939364e-08,1.1318434191891513e-06,4.322533665994204e-09,2.5057637269903887e-08,3.8677596549684916e-06
4800.0,6.018940186408369e-08,4.719525028279336e-07,7.502883357238523e-09,3.981426888309539e-08,4.527624361619455e-06
5400.0,3.979791129410353e-08,1.2107168110737492e-07,1.4581508632620359e-08,6.020610005794414e-08,4.8783193162828155e-06
6000.0,2.23683807978806e-08,7.601331631954943e-08,1.9943260932296755e-08,7.763370248842574e-08,4.923152913049872e-06
6600.0,1.4705019680540078e-08,6.496892480418643e-08,2.3123329413832472e-08,8.529416766405353e-08,4.934004916430058e-06
7200.0,1.1699056758565674e-08,5.853379019843987e-08,2.5586890796899e-08,8.82958127795601e-08,4.94033810209898e-06
7800.0,1.0374926607673801e-08,5.4230799862832543e-08,2.7574456190044735e-08,8.961738252944011e-08,4.944548440578922e-06
8400.0,9.647523177223117e-09,5.1148531267629406e-08,2.920821035526616e-08,9.034304771549691e-08,4.947225250963741e-06
9000.0,9.167367101999668e-09,4.8849676495204684e-08,3.0563942099906566e-08,9.082194284821692e-08,4.949228235542091e-06
9600.0,8.817775658384015e-09,4.709231323939397e-08,3.169134483388765e-08,9.116796993103999e-08,4.9507752690806495e-06
10200.0,8.5497717539635e-09,4.571472591064373e-08,3.263682296220023e-08,9.142864330550826e-08,4.9519946207181736e-06
10800.0,8.339469651039628e-09,4.4622022893979247e-08,3.342887009062095e-08,9.163312203147706e-08,4.952963062260916e-06
11400.0,8.172093356363267e-09,4.374616773538192e-08,3.409267575793067e-08,9.179582364202214e-08,4.953740138888002e-06
12000.0,8.037506258580288e-09,4.303835968883032e-08,3.464909821310362e-08,9.192662791289715e-08,4.954368669195547e-06
12600.0,7.928439533722292e-09,4.246232315591065e-08,3.511551995359826e-08,9.203261657956363e-08,4.954895598349646e-06
13200.0,7.83947475889344e-09,4.1989051374469176e-08,3.550689301167275e-08,9.211905945762848e-08,4.954995501093186e-06
13800.0,7.766549974733305e-09,4.1598708954285444e-08,3.5835397275506506e-08,9.218997690164988e-08,4.954995501093186e-06
14400.0,7.706741793366057e-09,4.1277081434332445e-08,3.611078436298108e-08,9.224872757096942e-08,4.954995501093186e-06
15000.0,7.657187408518081e-09,4.101136719668787e-08,3.634158620517812e-08,9.22974057486197e-08,4.954995501093186e-06
15600.0,7.616172365837938e-09,4.079136508330087e-08,3.65349786495865e-08,9.233769557443519e-08,4.954995501093186e-06
16200.0,7.582210789262637e-09,4.0611136274057407e-08,3.669447173374895e-08,9.237105665162115e-08,4.954995501093186e-06
16800.0,7.554291736116699e-09,4.046174533690351e-08,3.6828675643687135e-08,9.239848204763882e-08,4.954995501093186e-06
17400.0,7.530946775198827e-09,4.0335668577897676e-08,3.694231986391308e-08,9.242141422928702e-08,4.954995501093186e-06
18000.0,7.511443852686046e-09,4.0230420943513373e-08,3.703773087926675e-08,9.244057230641161e-08,4.954995501093186e-06
