Time (hours),I_1 (nM),S_1_free (nM),S_1_total (nM),I_2 (nM),S_2_free (nM),S_2_total (nM),I_3 (nM),S_3_free (nM),S_3_total (nM)
5.133333333333334,100.0,,,69.43279175549307,2.6530137682334387,392.57968467920034,82.09262331880102,1.283537195543501,343.5491199477468
5.15,100.0,,,69.43043469630473,2.653059617713238,392.58279744059945,82.09876809443762,1.283321525360593,343.5298989911086
5.166666666666667,100.0,,,69.42812814620896,2.6531045889492737,392.58584512450307,82.10483247550648,1.283109962525485,343.51100109267975
5.183333333333334,100.0,,,69.42587100255764,2.6531486993693694,392.58882912536734,82.11081721711433,1.2829024291694293,343.49242114563276
5.2,100.0,,,69.4236621871021,2.6531919660391856,392.59175080711594,82.11672307629094,1.282698848863985,343.47415411250756
5.216666666666667,100.0,,,69.42150064544927,2.6532344056701476,392.5946115038181,82.1225508116194,1.282499146595998,343.4561950246765
5.233333333333333,100.0,,,69.4193853465301,2.653276034627246,392.59741252035275,82.12830118288,1.2823032487429589,343.43853898179634
5.25,100.0,,,69.41731528207977,2.653316868936564,392.600155133057,82.13397495070699,1.2821110830487124,343.42118115124964
5.266666666666667,100.0,,,69.4152894661293,2.6533569242927495,392.60284059036104,82.13957287625827,1.2819225785995656,343.404116767575
5.283333333333333,100.0,,,69.41330693450885,2.6533962160661573,392.6054701134082,82.14509572089742,1.2817376658007562,343.3873411318878
5.3,100.0,,,69.41136674436183,2.653434759309989,392.6080448966617,82.15054424588764,1.2815562763532509,343.3708496112921
5.316666666666666,100.0,,,69.40946797366983,2.653472568767228,392.6105661084975,82.15591921209769,1.2813783432308952,343.3546376382841
5.333333333333333,100.0,,,69.4076097207883,2.653509658877291,392.61303489178476,82.16122137971882,1.2812038006580075,343.3387007101475
5.35,100.0,,,69.40579110399246,2.6535460437827028,392.61545236445227,82.16645150799323,1.2810325840871621,343.3230343883439
5.366666666666666,100.0,,,69.4040112610334,2.6535817373354624,392.61781962004244,82.17161035495285,1.2808646301774844,343.3076342978942
5.383333333333334,100.0,,,69.40226934870407,2.65361675310348,392.6201377282538,82.17669867716883,1.280699876773164,343.2924961267568
5.4,100.0,,,69.40056454241487,2.653651104376542,392.62240773546995,82.18171722951112,1.2805382628823825,343.27761562519953
5.416666666666667,100.0,,,69.3988960357789,2.6536848041724657,392.62463066527783,82.18666676491794,1.2803797286565248,343.2629886051673
5.433333333333334,100.0,,,69.3972630402063,2.6537178652429234,392.6268075189734,82.1915480341747,1.280224215369734,343.24861093964614
5.45,100.0,,,69.39566478450767,2.6537503000791585,392.62893927605705,82.19636178570244,1.2800716653988193,343.2344785620238
5.466666666666667,100.0,,,69.39410051450645,2.6537821209176307,392.6310268947172,82.20110876535506,1.2799220222034504,343.22058746544735
5.483333333333333,100.0,,,69.39256949265985,2.653813339745451,392.63307131230243,82.20578971622558,1.2797752303066934,343.2069337021784
5.5,100.0,,,69.39107099768823,2.6538439683057984,392.6350734457845,82.21040537846073,1.2796312352758465,343.19351338294643
5.516666666666667,100.0,,,69.38960432421297,2.653874018103099,392.6370341922098,82.21495648908382,1.2794899837036062,343.18032267630105
5.533333333333333,100.0,,,69.38816878240212,2.653903500408168,392.63895442914134,82.21944378182573,1.279351423189509,343.1673578079623
5.55,100.0,,,69.3867636976241,2.65393242626318,392.64083501509003,82.22386798696364,1.2792155023217247,343.15461506017095
5.566666666666666,100.0,,,69.38538841010939,2.653960806486586,392.6426767899373,82.22822983116725,1.2790821706590982,343.1420907710388
5.583333333333333,100.0,,,69.38404227461925,2.653988651677898,392.6444805753471,82.23253003735239,1.27895137871352,343.12978133389794
5.6,100.0,,,69.38272466012242,2.6540159722222403,392.6462471751693,82.23676932454174,1.2788230779325795,343.117683196652
5.616666666666666,100.0,,,69.3814349494786,2.654042778295101,392.6479773758346,82.24094840773238,1.2786972206825051,343.1057928611269
5.633333333333334,100.0,,,69.38017253912923,2.654069079866634,392.649671946739,82.24506799777008,1.2785737602313954,343.09410688242286
5.65,100.0,,,69.37893683879523,2.6540948867060417,392.65133164062087,82.24912880123009,1.2784526507327172,343.0826218682688
5.666666666666667,100.0,,,69.37772727118124,2.654120208385918,392.6529571939294,82.25313152030401,1.2783338472091004,343.07133447837737
5.683333333333334,100.0,,,69.37654327168687,2.654145054286298,392.65454932718416,82.25707685269306,1.2782173055363852,343.06024142380227
5.7,100.0,,,69.37538428812393,2.654169433598807,392.65610874532734,82.26096549150691,1.2781029824279708,343.04933946629797
5.716666666666667,100.0,,,69.37424978044045,2.6541933553306034,392.65763613806763,82.26479812516843,1.2779908354193765,343.03862541768194
5.733333333333333,100.0,,,69.37313922045058,2.654216828308256,392.6591321802164,82.26857543732395,1.2778808228531262,343.02809613919896
5.75,100.0,,,69.37205209157062,2.6542398611815963,392.6605975320162,82.27229810675877,1.2777729038638437,343.0177485408894
