time_s,I2_M,Th2_M,S2_M,S2_I2_M,S2_Th2_M
0.0,9.99998900002185e-08,4.999994500010924e-06,0.0,0.0,0.0
600.0,9.99998900002185e-08,4.999572850103494e-06,6.081627483324896e-13,9.16430971632742e-13,4.5817502368954256e-10
1200.0,9.998489186243915e-08,4.991503237214826e-06,5.492819386369454e-12,1.6795497402231337e-11,8.385103205089995e-09
1800.0,9.99311178473473e-08,4.965160298973967e-06,1.4194236897163092e-11,6.966755076293065e-11,3.462854255153876e-08
2400.0,9.983360064427803e-08,4.918110664460798e-06,2.4065156569716384e-11,1.6562962230703388e-10,8.167665829671662e-08
3000.0,9.969829659922479e-08,4.854040154592956e-06,3.369151365747936e-11,2.9888438011508194e-10,1.4574414198184358e-07
3600.0,9.953496895256472e-08,4.77864232450698e-06,4.255526679512357e-11,4.5985787404853917e-10,2.2113736803832413e-07
4200.0,9.935322490690793e-08,4.697320792658133e-06,5.0534200203305013e-11,6.390973108793978e-10,3.024529357886472e-07
4800.0,9.916119942042429e-08,4.6144297146562915e-06,5.7651227577840355e-11,8.285774613721005e-10,3.8533704901409984e-07
5400.0,9.896534616941158e-08,4.533167224289974e-06,6.397218730986243e-11,1.0219170424093689e-09,4.665919647159987e-07
6000.0,9.877060755972307e-08,4.455713423942777e-06,6.956907562442478e-11,1.214218975379122e-09,5.440379390028298e-07
6600.0,9.858067312504638e-08,4.383433592387484e-06,7.450917105994697e-11,1.401820817527727e-09,6.163099898165502e-07
7200.0,9.839822476181911e-08,4.31707582262122e-06,7.885342088418703e-11,1.5820560542260304e-09,6.826602506665136e-07
7800.0,9.822514172539031e-08,4.256939404639045e-06,8.265751854702555e-11,1.7530535463923524e-09,7.427895910333686e-07
8400.0,9.806266494892917e-08,4.203009510656554e-06,8.597326987375923e-11,1.913576046650593e-09,7.967129399535791e-07
9000.0,9.791152794147776e-08,4.155060954169279e-06,8.884952334070631e-11,2.0628909977953776e-09,8.446555378246703e-07
9600.0,9.777206219974646e-08,4.11273598307791e-06,9.133258393098027e-11,2.2006660689221494e-09,8.869751541713235e-07
10200.0,9.76442835407845e-08,4.075601246432052e-06,9.346624510266141e-11,2.3268833176797034e-09,9.241051307520813e-07
10800.0,9.752794131903035e-08,4.042883476294152e-06,9.530063930252515e-11,2.441789837122079e-09,9.565108440446842e-07
11400.0,9.742259349808868e-08,4.014423341270266e-06,9.686624222587597e-11,2.545823075004608e-09,9.846691162143765e-07
12000.0,9.732771018609333e-08,3.989788775714486e-06,9.819557972159816e-11,2.639508298254254e-09,1.0090429427670698e-06
12600.0,9.724266910049199e-08,3.9685366846813676e-06,9.93204589392257e-11,2.7234624453480868e-09,1.0300702195235644e-06
13200.0,9.716678985537191e-08,3.950256326096912e-06,1.0026944407983502e-10,2.7983599540191947e-09,1.0481570574648516e-06
13800.0,9.709936265928265e-08,3.934571649113649e-06,1.0106794535814267e-10,2.864875399309159e-09,1.0636330840046231e-06
14400.0,9.703964415195924e-08,3.921132622200034e-06,1.0173875684169203e-10,2.9235379801768857e-09,1.0768344856879378e-06
15000.0,9.698691595361519e-08,3.909638359769073e-06,1.0230129939523193e-10,2.975333852813457e-09,1.088125509686916e-06
15600.0,9.694050825082035e-08,3.899825639305238e-06,1.0277222799402138e-10,3.020920987189495e-09,1.0977647242879298e-06
16200.0,9.689978329168422e-08,3.891462357050104e-06,1.031658707753428e-10,3.0609258586394664e-09,1.1059801292536784e-06
16800.0,9.686414188677127e-08,3.88434504118288e-06,1.0349448691432273e-10,3.09593706189379e-09,1.112971598671381e-06
17400.0,9.683302733834875e-08,3.878296203087563e-06,1.0376851549287392e-10,3.1265014513068614e-09,1.1189134828514566e-06
18000.0,9.680592733202066e-08,3.8731616777102865e-06,1.0399680928929669e-10,3.15312228267038e-09,1.1239572209430818e-06
18600.0,9.678237425458582e-08,3.868808051768684e-06,1.0418684944870327e-10,3.176258900975686e-09,1.1282338672511395e-06
19200.0,9.676196302090497e-08,3.865126528064883e-06,1.0434467543165764e-10,3.196309228756442e-09,1.1318502952509432e-06
19800.0,9.674428771050168e-08,3.8620095433497535e-06,1.0447594105281282e-10,3.213672009113252e-09,1.1349121662874133e-06
20400.0,9.672905012730195e-08,3.85938724562457e-06,1.045668421813446e-10,3.2286401654980363e-09,1.1374880972551774e-06
21000.0,9.671594194968858e-08,3.857184563613233e-06,1.0465212828102968e-10,3.2415165678687237e-09,1.139651832040379e-06
21600.0,9.670466897911654e-08,3.8553309061324915e-06,1.0472400450851121e-10,3.2525902128313476e-09,1.1414727136521067e-06
22200.0,9.669500236250383e-08,3.853776959804213e-06,1.0478727781949134e-10,3.262085906949881e-09,1.142999183522713e-06
22800.0,9.668906387707639e-08,3.852469737086294e-06,1.0483064944233969e-10,3.270236573619381e-09,1.1442832922829456e-06
23400.0,9.668906387707639e-08,3.85137552128473e-06,1.0486276600083063e-10,3.2772574484418646e-09,1.1453581604573698e-06
24000.0,9.668906387707639e-08,3.850457812528086e-06,1.0489094062128224e-10,3.2833155019034964e-09,1.1462596425365861e-06
24600.0,9.668906387707639e-08,3.849686329849225e-06,1.0492034296820691e-10,3.2885417696087743e-09,1.1470174840678834e-06
25200.0,9.668906387707639e-08,3.849038740114352e-06,1.0494909098393184e-10,3.293042532106157e-09,1.1476536232966356e-06
25800.0,9.668906387707639e-08,3.848497376100582e-06,1.0496311023694399e-10,3.2969085350886495e-09,1.148185415058688e-06
