time_s,I2_M,Th2_M,S2_M,S2_I2_M,S2_Th2_M
0.0,9.978718380676538e-08,4.989359190338267e-06,0.0,0.0,0.0
600.0,9.962318923901682e-08,4.909635014566385e-06,5.991623735911936e-11,1.6171258139785634e-10,7.968011674038195e-08
1200.0,9.912445051017232e-08,4.67884236667742e-06,1.2387668759977785e-10,6.558786017178407e-10,3.1043279373987976e-07
1800.0,9.839432121625488e-08,4.372170590391428e-06,1.8147900166871203e-10,1.3825058577327784e-09,6.170322220826109e-07
2400.0,9.749951165414477e-08,4.0438799530359015e-06,2.378947101722445e-10,2.276083019359284e-09,9.452230759996763e-07
3000.0,9.647600516858272e-08,3.7252711378424725e-06,2.9593778141367167e-10,3.3006296596997373e-09,1.2637165269434622e-06
3600.0,9.534665180835127e-08,3.432544682712275e-06,3.562204562387983e-10,4.4325275255503806e-09,1.5563230264310099e-06
4200.0,9.413350731085597e-08,3.1725795733952127e-06,4.1750140932737925e-10,5.648479734994899e-09,1.8161723875685503e-06
4800.0,9.286455700932267e-08,2.946725105488469e-06,4.773773532636993e-10,6.9192064599954365e-09,2.04192129386666e-06
5400.0,9.157417644920496e-08,2.7532602202385203e-06,5.333091889265286e-10,8.209429369192984e-09,2.2352938751793397e-06
6000.0,9.029877133924657e-08,2.5889878392829803e-06,5.834776728713491e-10,9.482451076997315e-09,2.3994878867412046e-06
6600.0,8.907112316114861e-08,2.4502230079037405e-06,6.270819348288332e-10,1.0705723259946718e-08,2.5381874211646667e-06
7200.0,8.791649809590933e-08,2.333343297209602e-06,6.64159874373998e-10,1.185449385417392e-08,2.65501331468137e-06
7800.0,8.68571664920828e-08,2.235047225525696e-06,6.952438210440462e-10,1.2912986712284822e-08,2.7532652738230747e-06
8400.0,8.58966282670785e-08,2.152442331013217e-06,7.210749438536112e-10,1.3873345263053236e-08,2.8358340886478595e-06
9000.0,8.50340696132603e-08,2.083047196654199e-06,7.424288051606646e-10,1.4733656787238543e-08,2.905199719852207e-06
9600.0,8.426460627604998e-08,2.0247568214573445e-06,7.600293408551212e-10,1.549618623646044e-08,2.963465949236603e-06
10200.0,8.358790211689803e-08,1.9757967668764463e-06,7.744946390712673e-10,1.616638721235222e-08,3.012406216052335e-06
10800.0,8.299683027889705e-08,1.934674618386853e-06,7.864090000608502e-10,1.6751482594256687e-08,3.053512123336205e-06
11400.0,8.248342004425583e-08,1.9001356063219005e-06,7.962072860628769e-10,1.72594844882631e-08,3.0880377838112978e-06
12000.0,8.203950586800771e-08,1.8711463174766046e-06,8.042578375037675e-10,1.769856249671374e-08,3.1170375890951056e-06
12600.0,8.165735845893818e-08,1.8468603830630421e-06,8.108085340402261e-10,1.807643501243543e-08,3.141406357252299e-06
