time_hours,I2_center_nM,S2_free_center_nM,S2_total_center_nM,I1O2_active
0.0,100.0,0.0,0.0,1
0.016666666666666666,99.98588333020469,0.047074311601576706,1.1875036061760265,1
0.03333333333333333,99.9562639076885,0.09881211694786654,3.6188476116718706,1
0.05,99.91347517746362,0.14282685566900766,7.07308740510472,1
0.06666666666666667,99.859546643794,0.18013518919176694,11.365355292316563,1
0.08333333333333333,99.79568865462181,0.21347125467980554,16.377340680115278,1
0.1,99.72248953998049,0.24491460421127198,22.03822835914406,1
0.11666666666666667,99.64012148910588,0.27586143378301164,28.307093904211733,1
0.13333333333333333,99.54847194693555,0.307272958305164,35.16159581542478,1
0.15,99.44722012464771,0.3398585990084115,42.59102300074991,1
0.16666666666666666,99.3358806955816,0.37418576640763185,50.591870237147816,1
0.18333333333333332,99.21382844504942,0.4107439082456688,59.16482910651457,1
0.2,99.08031168593065,0.4499826763414999,68.31256500530645,1
0.21666666666666667,98.9344588684004,0.4923354986534767,78.03792416550294,1
0.23333333333333334,98.77528097740762,0.5382346872443718,88.34236606729755,1
0.25,98.60167131969423,0.5881214077949316,99.22450327319173,1
0.26666666666666666,98.41240376643593,0.642452318497114,110.67868367673485,1
0.2833333333333333,98.20613019190205,0.701703843338835,122.69358832997156,1
0.3,97.98137797674718,0.7663745090303707,135.25083037642358,1
0.31666666666666665,97.73654778414875,0.8369855187275667,148.32359979344267,1
0.3333333333333333,97.46991266373001,0.9140793969300623,161.87537266356304,1
0.35,97.17961904235378,0.9982163892472209,175.85875903502438,1
0.36666666666666664,96.86369053658026,1.08996806811888,190.2145691977729,1
0.38333333333333336,96.52003568029302,1.1899073802127804,204.87119784859033,1
0.4,96.14646090074956,1.2985941475759022,219.74443912529478,1
0.4166666666666667,95.74069034527773,1.4165548294004386,234.73785250291198,1
0.43333333333333335,95.3003944265023,1.544255219969997,249.74379679473103,1
0.45,94.82322915441289,1.6820648007090933,264.6452332143023,1
0.4666666666666667,94.30688835459392,1.8302118352005927,279.31836468515917,1
0.48333333333333334,93.74917057783495,1.9887292031692074,293.636123824674,1
0.5,93.14806168430353,2.157392637664432,307.4724442527546,1
0.5166666666666667,92.50183251950078,2.3356556078868462,320.70715020533476,1
0.5333333333333333,91.80914864126049,2.5225884833127896,333.2311844340472,1
0.55,91.06918576122672,2.716833265914247,344.951778571789,1
0.5666666666666667,90.28174084593653,2.916587904957905,355.797077444163,1
0.5833333333333334,89.44732555839066,3.1196343027378384,365.7196905805867,1
0.6,88.56722721967479,3.32341989554496,374.6986911702637,1
0.6166666666666667,87.64352347764014,3.525193595206821,382.73973715737225,1
0.6333333333333333,86.67904281286198,3.7221841574239405,389.8732238220815,1
0.65,85.67726957958767,3.9117969148419154,396.1506823052083,1
0.6666666666666666,84.64220248130111,4.091797488709887,401.63989386178474,1
0.6833333333333333,83.57818262225577,4.260452440725497,406.41936482322154,1
0.7,82.48971145093444,4.416606628219987,410.57283713001345,1
0.7166666666666667,81.38127856737721,4.559691739064178,414.1844048776894,1
0.7333333333333333,80.2572146047729,4.689674835453065,417.33461504112864,1
0.75,79.12157931677484,4.806965244182552,420.0977070786546,1
0.7666666666666667,77.97808652557109,4.912301351620464,422.5399623236125,1
0.7833333333333333,76.83006393694349,5.006636371134776,424.7190002679052,1
0.8,75.6804418351742,5.091036632018017,426.6837995354983,1
0.8166666666666667,74.53176345408275,5.166599682541092,428.4752135167988,1
0.8333333333333334,73.38620992758902,5.234394280385149,430.1267782432173,1
0.85,72.24563370598818,5.295420635469967,431.66565366734255,1
0.8666666666666667,71.11159568341269,5.3505876148130005,433.1135859234026,1
0.8833333333333333,69.98540270474619,5.400702772777667,434.4878185255275,1
0.9,68.86814296181105,5.446471422716608,435.80191291966014,1
0.9166666666666666,67.76071866649119,5.488501535415036,437.0664603974864,1
0.9333333333333333,66.66387473399193,5.527311982459237,438.2896839694241,1
0.95,65.57822373651113,5.563342351484216,439.477936329929,1
0.9666666666666667,64.50426720746032,5.596963134795295,440.63610519600996,1
0.9833333333333333,63.442413616777245,5.628485545768608,441.7679389118456,1
1.0,62.392993407330735,5.658170542227561,442.8763051947463,1
1.0166666666666666,61.35627149675501,5.686236858570094,443.96339492019194,1
1.0333333333333334,60.332457630737146,5.712867992509082,445.0308814181919,1
1.05,59.32171493820705,5.738218179573515,446.08004419666946,1
1.0666666666666667,58.3241669960487,5.762417436611623,447.1118645016966,1
1.0833333333333333,57.33990366700129,5.785575777780623,448.1270987622616,1
1.1,56.36898593284416,5.8077867125126765,449.1263347866951,1
1.1166666666666667,55.41144990751924,5.829130131362323,450.1100345844068,1
1.1333333333333333,54.46731018221319,5.849674676900161,451.0785668682664,1
1.15,53.536562626632175,5.869479685764975,452.03223162972876,1
1.1666666666666667,52.619186747430675,5.8885967763636655,452.9712786479674,1
1.1833333333333333,51.71514768551477,5.907071145528127,453.8959213736461,1
1.2,50.82439791818526,5.924942627224711,454.8063472973482,1
1.2166666666666666,49.94687871927879,5.942246557396908,455.7027256545541,1
