fine_dx,n_cells,I2_center_final_nM,I2_avg_final_nM,S2_total_center_final_nM,S2_total_avg_final_nM,half_time_center_hr,half_time_avg_hr,wall_time_s,reused
4.0,9122,38.29992763848233,26.193761372528904,4801.871573081995,4929.744105076293,3.5392863904334195,2.156703018048789,,True
2.0,36092,39.79387384137996,26.88178833267744,4781.334357413519,4922.065874935192,3.6069420831012575,2.1639956160969804,,True
1.0,142516,39.58919541875888,26.887491488085814,4783.941029748894,4922.27351592684,3.5937571149563423,2.1664316412665063,,True
