time_hours,I2_center_nM,S2_free_center_nM,S2_total_center_nM,I2_avg_nM,S2_free_avg_nM,S2_total_avg_nM
0.0,100.0,0.0,0.0,100.0,0.0,0.0
0.016666666666666666,100.00000000000001,2.9532358656937565e-09,2.9532358656937565e-09,100.0,3.1492393037032574e-06,3.1492393037032574e-06
0.03333333333333333,99.99999999822806,2.13855484327825e-08,8.934314239018821e-07,99.9999981104566,2.2778534480506695e-05,0.0009527012601123327
0.05,99.99999998542806,8.366583031067602e-08,7.2551213639319665e-06,99.99998447675546,8.903914261804454e-05,0.007728670343031494
0.06666666666666667,99.9999998452681,2.3550767796735156e-07,7.682007475359496e-05,99.99983540816761,0.00025047804839842047,0.08171381650066967
0.08333333333333333,99.99999952902785,5.357767228040331e-07,0.00023396095884445502,99.9994992153513,0.0005695844117496156,0.24875158161635952
0.1,99.99999891373399,1.0488699624516614e-06,0.000540010033776458,99.99884530550881,0.001114705292892122,0.5739139308697573
0.11666666666666667,99.99999784213732,1.8368338691883112e-06,0.0010734828560764048,99.99770673508861,0.0019516500427033518,1.1403707091656206
0.13333333333333333,99.99999612838698,2.9533949099676064e-06,0.0019272620958988977,99.99588631160742,0.0031372725063960644,2.04621070222272
0.15,99.99999356553539,4.440694754627128e-06,0.0032048527512380824,99.99316472694156,0.004715870809461338,3.4001437499154084
0.16666666666666666,99.99998993338066,6.328485511767942e-06,0.005016457907226875,99.98930915971002,0.006718165785144256,5.316861665107263
0.18333333333333332,99.99998500559659,8.635077853520684e-06,0.007475403833421595,99.98408123741555,0.00916213462531702,7.912624836137775
0.2,99.99997855556657,1.1369285702531195e-05,0.010695209928161684,99.97724372766403,0.012054919724945408,11.301413291875026
0.21666666666666667,99.99997036070769,1.4532763374956601e-05,0.01478741319610792,99.96856570990617,0.015395184763081188,15.591795704592327
0.23333333333333334,99.99996020531587,1.812233303694011e-05,0.019860133468921067,99.95782623525042,0.01917549480278465,20.88454254816116
0.25,99.999947882099,2.213207657631138e-05,0.0260172965809014,99.9448166280759,0.02338447706901762,27.270933662566872
0.26666666666666666,99.9999331926236,2.6555093097297848e-05,0.033358403152326896,99.92934164957182,0.028008649812664727,34.83167220148846
0.2833333333333333,99.99991594690829,3.138490358746797e-05,0.04197872610334205,99.91121975864628,0.033033890341509387,43.63630330081234
0.3,99.99989596237846,3.661652905444565e-05,0.051969829461727415,99.89028269186035,0.038446560939627145,53.743036773107335
0.31666666666666665,99.99987289110804,4.229837194342399e-05,0.06353206966686238,99.86626489135222,0.04427219792713917,65.26613582370751
0.3333333333333333,99.99984666950236,4.8341914502691175e-05,0.07667234820959505,99.83908744969428,0.0504339250719744,78.19359696605406
0.35,99.99981711545152,5.478937226428487e-05,0.09148182206022559,99.80860742142423,0.05695294026179065,92.55412142265506
0.36666666666666664,99.9997840446652,6.164946014768706e-05,0.10805269263979327,99.77468899994355,0.06382444543086446,108.36699404832783
0.38333333333333336,99.99974726921708,6.89337683842121e-05,0.12647897272913486,99.73720239577425,0.07104585605591432,125.64257154169483
0.4,99.99970659527618,7.665785679325475e-05,0.14685762347382214,99.69602235935587,0.0786172397251015,144.38296345026168
0.4166666666666667,99.99966182078296,8.484141232647946e-05,0.16928971794593037,99.6510267390778,0.08654131889349065,164.58273819365868
0.43333333333333335,99.99961273310444,9.350835365224749e-05,0.19388161490245368,99.60209512101513,0.09482340009397815,186.22962653525795
0.45,99.99955910667242,0.00010268692999241167,0.22074614090492248,99.54910757153532,0.10347126847402655,209.30520763475738
