k_d_ds,0,1e-05,3.33333e-05,5e-05,6.66667e-05,0.0001,0.000133333,0.000166667,0.0002,0.000233333,0.000266667,0.0003
0,1.067812193350336,,1.0826793916604123,,1.097716275899663,1.11289692478917,1.1282128672035747,1.1436552638998758,1.1592149968421372,1.1748827285309789,1.190648985194224,1.206504222965582
1e-05,,1.3604535949738612,,1.39036434132297,,,,,,,,
3.33333e-05,1.0792778495549444,,1.0881324724734573,,1.0980110320071261,1.108815180683839,1.1202875543563195,1.132286050497918,1.144723051775577,1.1574535640219215,1.1704138475919166,1.1835567867275092
5e-05,,1.3807426607033106,,1.3978295966842844,,,,,,,,
6.66667e-05,1.091121702636924,,1.0937465708586427,,1.0984712559053378,1.1049888340568241,1.1128109647127629,1.1216154282962045,1.1311177889660893,1.1411832496975371,1.1516127071058566,1.162390488541941
0.0001,1.1033813082089268,,1.0995552677328213,,1.0991546695673335,1.1014861504591649,1.1058512688762745,1.1116463765710358,1.1184772990001748,1.1261145780532744,1.1342812222902818,1.142942159041805
0.000133333,1.1161213526273035,,1.1056909302926343,,1.1001013489932816,1.0983758004351805,1.0993969042740768,1.1024012296536285,1.1068104261841067,1.112214144257628,1.1183666940527746,1.1251324350000689
0.000166667,1.1294382190332983,,1.1120904264108746,,1.101348930278894,1.095663125450324,1.0935331924633591,1.0938930225467853,1.0960107529059595,1.0993872727450111,1.1037458005540777,1.1088081193470223
0.0002,1.1433206619182048,,1.1187928036822221,,1.102882635381526,1.093309310032664,1.0881306212658068,1.0859981673222772,1.0860121155530553,1.08756358820814,1.0902397527239127,1.0937562382180646
0.000233333,1.1578115536426339,,1.125846476995114,,1.104682765564767,1.0912758334938912,1.0831315021178445,1.0786724534276018,1.0767023315648114,1.0765133645031053,1.0776283638132989,1.0797200102125692
0.000266667,1.1729475977600556,,1.1331468710528907,,1.1067103444885737,1.0895004436184046,1.0785237927417615,1.0717566414715682,1.0678567518036792,1.0660148245059158,1.0656638279352526,1.0664144200369707
0.0003,1.1887574800978975,,1.140804524778945,,1.1089075315941783,1.0878982949285223,1.0741094707144039,1.0650876583890887,1.0593803652025817,1.0559389032640432,1.054150460844288,1.0535979325619553
