time_hours,I2_center_nM,S2_free_center_nM,S2_total_center_nM,I2_edge_nM,S2_free_edge_nM,S2_total_edge_nM
0.0,100.0,0.0,0.0,100.0,0.0,0.0
0.016666666666666666,99.98601367723457,0.04746689440473608,1.1773935371190838,99.8776613198512,0.41564441625725845,10.102750709621091
0.03333333333333333,99.95686100368653,0.09980697785666752,3.5719961789335417,99.64552923356543,0.7978700962652271,28.0914518312909
0.05,99.91508904850151,0.14445717771579578,6.946267902935946,99.33571777530885,1.0797343083399946,50.55590409082161
0.06666666666666667,99.86293285320653,0.18232794067084157,11.100172846724666,98.97075174508433,1.291602166652853,75.17399566695374
0.08333333333333333,99.80180580015666,0.21607676808105178,15.901339693882122,98.56438224706511,1.4616863411968735,100.51284285456391
0.1,99.73250618950166,0.24771096827458758,21.265428639024993,98.12511499884394,1.6068437955432897,125.68066105849701
0.11666666666666667,99.65543197469721,0.27854794922726184,27.138079256964673,97.65848110569623,1.7366003370577316,150.1108410896491
0.13333333333333333,99.57072004246109,0.3094583846540061,33.4833146443876,97.16828563612316,1.856457405370928,173.44133038573668
0.15,99.47833001152914,0.34104614778249376,40.27643816298381,96.65729284493796,1.9697135694789616,195.44580467507942
0.16666666666666666,99.3780949967304,0.37375547059159075,47.49957664315146,96.12761604547293,2.078416730318451,215.99222315344937
0.18333333333333332,99.26975336189108,0.4079325532374317,55.138749711224854,95.5809490690037,2.1838728556652804,235.01630583676368
0.2,99.15296942358545,0.4438613374780902,63.18183631555936,95.01870906937532,2.286929496212316,252.50352315297076
0.21666666666666667,99.02734760546385,0.48178470509144766,71.61708765605523,94.44212738277461,2.3881412639244637,268.47619087891405
0.23333333333333334,98.89244264620216,0.5219172599899213,80.43198889355962,93.85230859758563,2.4878708302221066,282.98379257014244
0.25,98.74776741760142,0.5644530828080256,89.61235766773501,93.25026939852052,2.5863531494050154,296.09545925371293
0.26666666666666666,98.59279931887457,0.6095703622021462,99.14161677179489,92.63696411401146,2.6837377972359255,307.893977877565
0.2833333333333333,98.42698583341019,0.6574340030222453,109.00020986419968,92.01330126085591,2.7801177341788477,318.4709489422718
0.3,98.24974985336047,0.7081968305524923,119.16513380371974,91.38015408416015,2.8755492647143757,327.9228514164909
0.31666666666666665,98.06049471405288,0.7619998145177614,129.60960467712857,90.73836664594612,2.9700660997298045,336.3478649475854
0.3333333333333333,97.8586095091163,0.8189714975540834,140.30283839985682,90.08875715014973,3.0636892436595136,343.84333095119666
0.35,97.6434746947725,0.8792267757756406,151.2099619594617,89.43211929909407,3.156433848328765,350.50377098325157
0.36666666666666664,97.41446816386524,0.9428650997837758,162.29206010735308,88.76922243395084,3.2483137717574397,356.41939001449094
0.38333333333333336,97.17097191732005,1.0099681326481158,173.50636374501426,88.10081100181063,3.3393443491100903,361.67500044646437
0.4,96.91237944495785,1.0805968843997151,184.8065840657392,87.42760376332576,3.429543737337213,366.3493070245654
