x,phi
0.125,1.0822485313596258e-97
0.375,1.3837384333581771e-97
0.625,2.070095777434969e-97
0.875,3.3309638371488045e-97
1.125,5.514264124773754e-97
1.375,9.221491650731635e-97
1.625,1.5472198544479653e-96
1.875,2.5982307590005037e-96
2.125,4.363165677419578e-96
2.375,7.324720726858583e-96
2.625,1.2291330642999998e-95
2.875,2.0616197420793974e-95
3.125,3.456321115325451e-95
3.375,5.79179573548389e-95
3.625,9.700745583307832e-95
3.875,1.6240121558148702e-94
4.125,2.717474265557911e-94
4.375,4.544994746221508e-94
4.625,7.597888394703593e-94
4.875,1.2695324840664484e-93
5.125,2.120244358262889e-93
5.375,3.539313339852636e-93
5.625,5.905312922353745e-93
5.875,9.848212989394873e-93
6.125,1.6415812049129936e-92
6.375,2.7350013102747836e-92
6.625,4.554521358259967e-92
6.875,7.580848040026499e-92
7.125,1.2611957259595262e-91
7.375,2.097184538978042e-91
7.625,3.485620241809895e-91
7.875,5.790453280680628e-91
8.125,9.614660034838949e-91
8.375,1.5956733336634074e-90
8.625,2.6469304631750643e-90
8.875,4.3886340998044415e-90
9.125,7.272844738662462e-90
9.375,1.2046674253685206e-89
9.625,1.9944250988876875e-89
9.875,3.3003181922508005e-89
10.125,5.45859935489235e-89
10.375,9.023889207140747e-89
10.625,1.491053488620381e-88
10.875,2.4625180941373523e-88
11.125,4.064921662032876e-88
11.375,6.706737028675024e-88
11.625,1.1060035660627986e-87
11.875,1.8230044650976322e-87
12.125,3.003341362464919e-87
12.375,4.945466061601905e-87
12.625,8.139451162054539e-87
12.875,1.3389618041328575e-86
13.125,2.2015382178993658e-86
13.375,3.618004037364813e-86
13.625,5.9428729483865026e-86
13.875,9.75681852886662e-86
14.125,1.601047420637999e-85
14.375,2.6259360881336235e-85
14.625,4.3047496485582354e-85
14.875,7.053346837636708e-85
15.125,1.1551170028635764e-84
15.375,1.8907752571088613e-84
15.625,3.0934054310693974e-84
15.875,5.0584397078176975e-84
16.125,8.267589685906077e-84
16.375,1.350590391185255e-83
16.625,2.2052132923341665e-83
16.875,3.5988152647803886e-83
17.125,5.870165065022514e-83
17.375,9.570236739839223e-83
17.625,1.5594679635899435e-82
17.875,2.539869734077501e-82
18.125,4.134542285483348e-82
18.375,6.727043605057533e-82
18.625,1.0939605413438594e-81
18.875,1.7781135107113758e-81
19.125,2.888667237621078e-81
19.375,4.6904613199837755e-81
19.625,7.612256445485471e-81
19.875,1.2347836499257976e-80
20.125,2.0019246957271263e-80
20.375,3.2440221438443647e-80
20.625,5.254106700144171e-80
20.875,8.505361365893751e-80
21.125,1.3761483526450118e-79
21.375,2.2254412820924018e-79
21.625,3.597039646732473e-79
21.875,5.811019152204072e-79
22.125,9.382902089172856e-79
22.375,1.5142572287348339e-78
22.625,2.442527813738159e-78
22.875,3.937826424449914e-78
23.125,6.345277300703281e-78
23.375,1.0219306560306328e-77
23.625,1.6450110867044183e-77
23.875,2.6466262099032046e-77
24.125,4.255911257949957e-77
24.375,6.840195113681507e-77
24.625,1.0988038805402993e-76
24.875,1.764198481137825e-76
25.125,2.831066457954603e-76
25.375,4.5407526205120224e-76
25.625,7.279148403904248e-76
25.875,1.166294035313559e-75
26.125,1.8677127380696698e-75
26.375,2.989416642286076e-75
26.625,4.782301488668392e-75
26.875,7.64647701563606e-75
27.125,1.221967204791954e-74
27.375,1.9517816738714884e-74
27.625,3.1158478237626167e-74
27.875,4.971579105441498e-74
28.125,7.92839678022319e-74
28.375,1.2637148839734583e-73
28.625,2.013192579730126e-73
28.875,3.2054856128129057e-73
29.125,5.101224393943259e-73
29.375,8.11384865300723e-73
29.625,1.289885171921195e-72
29.875,2.0494940638065835e-72
30.125,3.2547193036712053e-72
30.375,5.165965110687983e-72
30.625,8.195212993076591e-72
30.875,1.2993904268013937e-71
31.125,2.059157254910806e-71
31.375,3.261441499912465e-71
31.625,5.16297107378168e-71
31.875,8.168825213036467e-71
32.125,1.2917816798690735e-70
32.375,2.041681702754843e-70
32.625,3.2251962269753665e-70
32.875,5.092056718302638e-70
33.125,8.035244515345508e-70
33.375,1.2672827662720794e-69
33.625,1.9976358353051761e-69
33.875,3.147221159813314e-69
34.125,4.955713005905052e-69
34.375,7.799248665785059e-69
34.625,1.2267806376459774e-68
34.875,1.928627592019408e-68
35.125,3.03037899566778e-68
