x,phi
140.125,5.502823603635727e-18
140.375,7.777269877519028e-18
140.625,1.0978005953981896e-17
140.875,1.547653011240707e-17
141.125,2.1790977062224477e-17
141.375,3.0643044417103174e-17
141.625,4.303663909288783e-17
141.875,6.036638178093299e-17
142.125,8.456709943562444e-17
142.375,1.1831950556021961e-16
142.625,1.6533279632225027e-16
142.875,2.3073238873716954e-16
143.125,3.2159118230169896e-16
143.375,4.476564586441086e-16
143.625,6.223430780958759e-16
143.875,8.640886357821782e-16
144.125,1.1981999024446968e-15
144.375,1.659365127488899e-15
144.625,2.295067522467007e-15
144.875,3.1702166506800153e-15
145.125,4.373423389600983e-15
145.375,6.02548969862252e-15
145.625,8.290878632107227e-15
145.875,1.1393188745262443e-14
146.125,1.5636001141933574e-14
146.375,2.1430924392662452e-14
146.625,2.9335268500780784e-14
146.875,4.010258133396259e-14
147.125,5.47503414064535e-14
147.375,7.465050053022125e-14
147.625,1.016504142396989e-13
147.875,1.3823412455159762e-13
148.125,1.8773714734843967e-13
148.375,2.546320975561454e-13
148.625,3.449079600591499e-13
148.875,4.665729719955681e-13
149.125,6.303204250952696e-13
149.375,8.504088727387121e-13
149.625,1.145824068942897e-12
149.875,1.541810546351917e-12
150.125,2.0718874308260706e-12
150.375,2.7804976495111576e-12
150.625,3.726484364142026e-12
150.875,4.987646118037912e-12
151.125,6.666696473716116e-12
151.375,8.89904947785191e-12
151.625,1.1862975008339515e-11
151.875,1.579282539047537e-11
152.125,2.099623604194194e-11
152.375,2.787646021431872e-11
152.625,3.696132612505203e-11
152.875,4.894072275518433e-11
153.125,6.471505196312653e-11
153.375,8.545775894128018e-11
153.625,1.1269590743499829e-10
153.875,1.4841384673810248e-10
154.125,1.9518638179478703e-10
154.375,2.5634957726825897e-10
154.625,3.3621948987336817e-10
154.875,4.4037184042334595e-10
155.125,5.759990435965223e-10
155.375,7.523652767154213e-10
155.625,9.813855947801058e-10
155.875,1.278361740538702e-09
156.125,1.6629155655253725e-09
156.375,2.1601712499501413e-09
156.625,2.8022502489459452e-09
156.875,3.630158663754302e-09
157.125,4.696166224227368e-09
157.375,6.066800104670615e-09
157.625,7.826606384403483e-09
157.875,1.0082868322124042e-08
158.125,1.2971515202758149e-08
158.375,1.6664510096408827e-08
158.625,2.1379071551713618e-08
158.875,2.7389165555935742e-08
159.125,3.5039803046816214e-08
159.375,4.4764798448239856e-08
159.625,5.710879039094864e-08
159.875,7.275450202989437e-08
160.125,9.255643116347392e-08
160.375,1.1758241675277454e-07
160.625,1.4916483673242144e-07
160.875,1.8896356193995907e-07
161.125,2.390432339687969e-07
161.375,3.019679640779791e-07
161.625,3.809171814604897e-07
161.875,4.798271101608666e-07
162.125,6.035632455538676e-07
162.375,7.581302575662361e-07
162.625,9.50926996377471e-07
162.875,1.1910557488707057e-06
163.125,1.4896966268650234e-06
163.375,1.8605600024521788e-06
163.625,2.320432288501664e-06
163.875,2.8898331466946475e-06
164.125,3.593805451193905e-06
164.375,4.462863110550444e-06
164.625,5.534126229007969e-06
164.875,6.852678154948941e-06
165.125,8.473184812012053e-06
165.375,1.0461823440356183e-05
165.625,1.2898575604865064e-05
165.875,1.587994817764774e-05
166.125,1.9522196108783974e-05
166.375,2.3965132307720994e-05
166.625,2.937662302482977e-05
166.875,3.595788191577859e-05
167.125,4.3949692667975924e-05
167.375,5.363970885478338e-05
167.625,6.537100075353101e-05
167.875,7.95520424173498e-05
168.125,9.666835853155432e-05
168.375,0.00011729607971610605
168.625,0.00014211768715642495
168.875,0.00017194026294733677
169.125,0.00020771660149770376
169.375,0.00025056957992506974
169.625,0.00030182023170227434
169.875,0.0003630200179980206
170.125,0.000435987845232701
170.375,0.0005228524353461483
170.625,0.0006261007170753325
170.875,0.0007486329720179062
171.125,0.0008938255381691975
171.375,0.0010656019456152064
171.625,0.001268513433668441
171.875,0.001507829875333512
172.125,0.0017896422128157138
172.375,0.00212097758589587
172.625,0.0025099284122567242
172.875,0.0029657967539229242
173.125,0.0034992553753109387
173.375,0.004122526964186268
173.625,0.004849583045057847
173.875,0.005696364162915676
174.125,0.006681022951192061
174.375,0.00782419171859682
174.625,0.009149276191986465
174.875,0.010682777033379937
175.125,0.012454640705107182
175.375,0.01449864118415225
175.625,0.01685279392114535
175.875,0.019559803297162687
176.125,0.022667544648435768
176.375,0.02622958170117495
176.625,0.030305719981968352
176.875,0.034962596439774896
177.125,0.04027430512979088
177.375,0.04632305836419518
177.625,0.05319988222720888
177.875,0.06100534477988682
178.125,0.06985031464217796
178.375,0.07985674693551724
178.625,0.09115849279904105
178.875,0.1039021278581249
179.125,0.11824779412831914
179.375,0.1343700488853681
179.625,0.15245871302889472
179.875,0.17271971042129278
180.125,0.19537588860399255
180.375,0.22066781019205325
