time_s,S2_M,I2_M,S2_tot_M
600,4.715573341834942e-10,9.762880192487178e-08,7.674599738845797e-07
1200,5.097554042930267e-10,9.543900713491063e-08,1.089828917033755e-06
1800,5.282865358876825e-10,9.351624325918815e-08,1.2303001115608063e-06
2400,5.367608291979884e-10,9.188987204179712e-08,1.2920164731441538e-06
3000,5.404615887589721e-10,9.051945234358657e-08,1.3194990584428866e-06
3600,5.423823513409055e-10,8.93953203718672e-08,1.3319287513087936e-06
4200,5.432313619191817e-10,8.847888112363348e-08,1.3377750954599684e-06
4800,5.436092728758511e-10,8.773428020891264e-08,1.3406753304413321e-06
5400,5.437802061754359e-10,8.713037399410674e-08,1.34222642343123e-06
6000,5.438597922300922e-10,8.664103986758236e-08,1.3431356426533572e-06
6600,5.438986388631381e-10,8.624474022656237e-08,1.3437210259323542e-06
7200,5.439189595937029e-10,8.592387270116524e-08,1.3441293824925414e-06
7800,5.439217866260129e-10,8.586743993897431e-08,1.344196801351873e-06
8400,5.439217866260129e-10,8.586743993897431e-08,1.344196801351873e-06
9000,5.439217866260129e-10,8.586743993897431e-08,1.344196801351873e-06
9600,5.439217866260129e-10,8.586743993897431e-08,1.344196801351873e-06
10200,5.439217866260129e-10,8.586743993897431e-08,1.344196801351873e-06
10800,5.439217866260129e-10,8.586743993897431e-08,1.344196801351873e-06
11400,5.439217866260129e-10,8.586743993897431e-08,1.344196801351873e-06
12000,5.439217866260129e-10,8.586743993897431e-08,1.344196801351873e-06
