time_s,S2_M,I2_M,S2_tot_M
600,4.864509565965578e-10,9.76142637629103e-08,8.982648794469171e-07
1200,5.578263032144512e-10,9.527448246042184e-08,1.4279800957116773e-06
1800,6.115510649775294e-10,9.30572786211565e-08,1.7458685908897491e-06
2400,6.490844278457913e-10,9.103880876029492e-08,1.937345280605954e-06
3000,6.739757240218232e-10,8.926069896018518e-08,2.0530730418994933e-06
3600,6.89924877135673e-10,8.773328844473683e-08,2.123245745794328e-06
4200,6.991437235616354e-10,8.64380108717561e-08,2.1660707489160044e-06
4800,7.057146947094145e-10,8.535107373259792e-08,2.1920783882844804e-06
5400,7.097513985252125e-10,8.445554003903588e-08,2.2080348455921387e-06
6000,7.122206426061391e-10,8.372320566788863e-08,2.2178777894049806e-06
6600,7.13728427676049e-10,8.312756637249174e-08,2.2239904306836547e-06
7200,7.146491706084988e-10,8.264501432019538e-08,2.2278181532061485e-06
7800,7.152122687679593e-10,8.22552057217389e-08,2.2302395674710256e-06
8400,7.155576021247643e-10,8.19409836127434e-08,2.2317902130052206e-06
9000,7.157702546566223e-10,8.168808815157556e-08,2.2327976207298572e-06
9600,7.159019293482988e-10,8.148478676590169e-08,2.2334629602734466e-06
10200,7.159840473285001e-10,8.1321495108667e-08,2.2339104580900794e-06
10800,7.159903460890301e-10,8.130705279371419e-08,2.2339464949573143e-06
11400,7.159903460890301e-10,8.130705279371419e-08,2.2339464949573143e-06
12000,7.159903460890301e-10,8.130705279371419e-08,2.2339464949573143e-06
12600,7.159903460890301e-10,8.130705279371419e-08,2.2339464949573143e-06
13200,7.159903460890301e-10,8.130705279371419e-08,2.2339464949573143e-06
13800,7.159903460890301e-10,8.130705279371419e-08,2.2339464949573143e-06
14400,7.159903460890301e-10,8.130705279371419e-08,2.2339464949573143e-06
15000,7.159903460890301e-10,8.130705279371419e-08,2.2339464949573143e-06
15600,7.159903460890301e-10,8.130705279371419e-08,2.2339464949573143e-06
16200,7.159903460890301e-10,8.130705279371419e-08,2.2339464949573143e-06
16800,7.159903460890301e-10,8.130705279371419e-08,2.2339464949573143e-06
17400,7.159903460890301e-10,8.130705279371419e-08,2.2339464949573143e-06
18000,7.159903460890301e-10,8.130705279371419e-08,2.2339464949573143e-06
