Time (hr),I2 (μM),S2_free (μM),S2_total (μM)
0.0,0.07047434503131418,1.310714340444788e-06,0.0001389030939050325
0.016666666666666666,0.07047370530992585,1.6461349497096586e-06,0.0004597071294502137
0.03333333333333333,0.07047277852454178,2.5334847210928407e-06,0.0009248152532501741
0.05,0.0704711176299077,4.717917501383992e-06,0.001758768911083039
0.06666666666666667,0.07046777579812073,9.611683201945325e-06,0.003436601603328326
0.08333333333333333,0.07046079149751956,2.0138480606988254e-05,0.006940753778519225
0.1,0.0704464801042698,4.086828774188107e-05,0.014108662158087407
0.11666666666666667,0.07041801941389039,8.134720515129003e-05,0.028316796410540048
0.13333333333333333,0.0703605459422774,0.00016458480396414272,0.056824816207839225
0.15,0.07025045161537118,0.00030982721929149044,0.11074243134092886
0.16666666666666666,0.07005387916889902,0.0005526439466729606,0.2048504789883028
0.18333333333333332,0.06969063687225409,0.0010426871180970636,0.3717458764158804
0.2,0.0689852278709358,0.0020462737670674715,0.6712676593269821
0.21666666666666667,0.0677234572315706,0.0036216346789010516,1.136032068092496
0.23333333333333334,0.06571179494074528,0.005885740753739964,1.7249441680282305
0.25,0.06250567829994992,0.009974815944388527,2.37935109979279
0.26666666666666666,0.0571843217936525,0.018180210631672338,2.9901641241799166
0.2833333333333333,0.04896605356314035,0.031618338415099104,3.3859083118376883
0.3,0.03920422641080533,0.04415872398587053,3.541619914574539
0.31666666666666665,0.030060339844544915,0.05299467046494468,3.591244780366986
0.3333333333333333,0.022304376090192906,0.06177382470526487,3.6153944715214656
0.35,0.015921838605450787,0.07356624688236113,3.63705161469011
0.36666666666666664,0.010931018991605795,0.08705099821694844,3.658007035736952
0.38333333333333336,0.007247281284658183,0.10414737382709051,3.6808759844786816
0.4,0.004674365763549997,0.1244428031237651,3.705519779546158
0.4166666666666667,0.0030837654023324196,0.13992989639327108,3.7236752852508785
0.43333333333333335,0.0021917192761484188,0.15105475568522628,3.7363007410966964
0.45,0.0017123705653798234,0.1598689801109177,3.7460016001129652
0.4666666666666667,0.0014555906822841167,0.16734226008623324,3.7540838438152475
0.48333333333333334,0.0013125352343123326,0.1739628110504552,3.7611195724755926
0.5,0.0012262809036445224,0.17997141669280792,3.7674416568385305
0.5166666666666667,0.0011688297436211006,0.1855134264467092,3.773235341792211
0.5333333333333333,0.0011264935640572216,0.19068639393795497,3.7786203431271748
0.55,0.0010926219704201282,0.19555772378514458,3.783676274695979
0.5666666666666667,0.001063938405753602,0.20017525155212312,3.7884580379988897
0.5833333333333334,0.0010387656896453396,0.20457382826663034,3.7930048510231082
0.6,0.0010161884407133951,0.20877952027389673,3.7973456770328986
0.6166666666666667,0.0009956629194788262,0.21281234278268868,3.80150258384548
0.6333333333333333,0.0009768352363760818,0.21668806712724123,3.8054928790363727
0.65,0.0009594552491577408,0.22041943211478393,3.8093305008527816
0.6666666666666666,0.0009433343170602651,0.2240169669147587,3.8130269449643577
0.6833333333333333,0.000928323401568692,0.22748955785723451,3.8165918950178654
0.7,0.0009143008833810388,0.23084484454279766,3.820033660195866
0.7166666666666667,0.0009011652417092532,0.23408950089244907,3.8233594846095387
0.7333333333333333,0.0008888303234819796,0.23722943771586213,3.826575770077414
0.75,0.0008772220933788544,0.24026995108835253,3.8296882394091005
0.7666666666666667,0.0008662762919293568,0.24321583283448533,3.8327020581866122
0.7833333333333333,0.0008559366857680536,0.246071454171111,3.8356219271616334
0.8,0.0008461537237895452,0.24884083008756955,3.8384521535450897
0.8166666666666667,0.0008368834825673708,0.25152766971564644,3.8411967069160204
0.8333333333333334,0.0008280868242484926,0.25413541637052567,3.843859263762666
0.85,0.0008197287143174822,0.25666727987141613,3.846443243501998
0.8666666666666667,0.0008117776620435536,0.2591262630112133,3.8489518380208176
0.8833333333333333,0.0008042052566528833,0.2615151835299681,3.8513880362225734
0.9,0.0007969857792719253,0.26383669258532827,3.853754644671007
0.9166666666666666,0.000790095875605485,0.2660932904565498,3.856054305142448
0.9333333333333333,0.0007835142778407991,0.2682873400349171,3.8582895096981153
0.95,0.0007772215668455106,0.270421078520462,3.860462613742433
0.9666666666666667,0.0007711999676402057,0.2724966276477826,3.862575847426856
0.9833333333333333,0.0007654331725668644,0.2745160026920855,3.8646313256798455
1.0,0.0007599061876742943,0.27648112045316264,3.8666310570846796
1.0166666666666666,0.0007546051986912146,0.27839380637474415,3.868576951782115
1.0333333333333334,0.000749517453621494,0.28025580092601593,3.8704708285408587
1.05,0.0007446311595199821,0.2820687653484917,3.8723144211124447
1.0666666666666667,0.0007399353914248605,0.2838342868530682,3.8741093839665375
1.0833333333333333,0.0007354200117579405,0.2855538833376591,3.8758572974864745
1.1,0.0007310755987760885,0.28722900768433696,3.8775596726918953
1.1166666666666667,0.0007268933828787119,0.28886105168571097,3.879217955544944
1.1333333333333333,0.0007228651897583382,0.2904513496428179,3.8808335308880446
1.15,0.0007189833895318245,0.2920011816707119,3.8824077260543524
1.1666666666666667,0.0007152408511147983,0.293511776742921,3.883941814186271
1.1833333333333333,0.0007116309012064107,0.29498431550175896,3.885437017292647
1.2,0.0007081472873391696,0.29641993285799406,3.886894509071303
1.2166666666666666,0.0007047841445225696,0.2978197204004309,3.8883154175201815
1.2333333333333334,0.0007015359650718454,0.2991847286334616,3.889700827357529
1.25,0.0006983975712663711,0.3005159690585144,3.8910517822691446
1.2666666666666666,0.0006953640905276424,0.30181441611349613,3.8923692869985556
1.2833333333333334,0.0006924309328456319,0.30308100898275475,3.8936543092942846
1.3,0.0006895937702156825,0.3043166532887184,3.894907781726729
1.3166666666666667,0.0006868485178768598,0.30552222267518175,3.896130603385884
1.3333333333333333,0.0006841913171675221,0.3066985602911786,3.897323641469897
1.35,0.0006816185198353909,0.3078464801834641,3.898487732773496
1.3666666666666667,0.0006791266736581026,0.30896676860484257,3.8996236850843267
1.3833333333333333,0.0006767125092465008,0.3100601852448629,3.900732278494518
1.4,0.0006743862019831732,0.3110995934038548,3.9018810335175713
1.4166666666666667,0.0006721480135766559,0.3121309254632841,3.903020242885516
1.4333333333333333,0.0006699742427087102,0.3131420911053132,3.9041368160852534
1.45,0.0006686237321673395,0.3141109459187958,3.9051635315641735
1.4666666666666666,0.0006667927060816099,0.3150598078196641,3.9062197571188984
1.4833333333333334,0.0006648627814197456,0.31599577909891224,3.9072626250598264
1.5,0.0006629395885255884,0.3169135476644945,3.9082851978660296
1.5166666666666666,0.0006610551383844707,0.31781178590266823,3.9092857876866094
1.5333333333333334,0.0006592183849929344,0.31869023597845664,3.9102640629072125
1.55,0.0006574312024968154,0.31954901826756593,3.9112201559191493
1.5666666666666667,0.0006556932401517719,0.3203884138970127,3.9121543911244308
1.5833333333333333,0.0006540034159562655,0.3212087799646152,3.9130671817143465
1.6,0.0006523603995283095,0.3220105108311758,3.9139589835566877
1.6166666666666667,0.0006507627821758159,0.32279401830391635,3.914830271971113
1.6333333333333333,0.000649209143982659,0.32355972064498056,3.9156815290018088
1.65,0.0006476980835259294,0.32430803614395753,3.916513236045489
1.6666666666666667,0.0006462282322299003,0.3250393792393556,3.9173258694416044
1.6833333333333333,0.0006447982615308064,0.3257541581459211,3.9181198978005614
1.7,0.0006434068862929977,0.32645277340804135,3.9188957803951956
1.7166666666666666,0.0006420528661186808,0.3271356170391315,3.9196539662220156
1.7333333333333334,0.0006407350054217745,0.3278030720392818,3.9203948934928734
1.75,0.000639452152763645,0.32845551216041463,3.9211189894069203
1.7666666666666666,0.0006382031997499521,0.32909330183476093,3.9218266701064324
1.7833333333333334,0.0006369870796742096,0.32971679621147,3.9225183407534803
1.8,0.0006358027660254106,0.3303263412646924,3.9231943956856714
1.8166666666666667,0.0006346492709346247,0.3309222739484771,3.923855218622958
1.8333333333333333,0.0006335256436085173,0.33150492238178114,3.9245011829066097
1.85,0.0006324309687802921,0.332074606052177,3.9251326517574707
1.8666666666666667,0.0006313643651971692,0.3326316360304194,3.925749978544717
1.8833333333333333,0.0006303249841560079,0.33317631519047586,3.926353507059094
1.9,0.0006293120080937176,0.33370893843129573,3.926943571786513
1.9166666666666667,0.0006283246492358033,0.33422979289775384,3.927520498179216
1.9333333333333333,0.0006273621483042268,0.3347391581990056,3.9280846029225867
1.95,0.0006264237732843332,0.3352373066230708,3.9286361941963865
1.9666666666666666,0.0006255088182496771,0.3357245033468387,3.929175571929575
1.9833333333333334,0.0006246166022429995,0.3362010066409932,3.9297030280482192
2.0,0.0006237464682112596,0.3366670680695394,3.9302188467162416
2.0166666666666666,0.0006228977819924334,0.33712293268376,3.930723304568844
2.033333333333333,0.0006220699313517083,0.3375688392105348,3.9312166709386296
2.05,0.0006212623250646823,0.33800502023502665,3.931699208074477
2.066666666666667,0.0006204743920452137,0.33843170237777936,3.9321711713532697
2.0833333333333335,0.000619705580515625,0.33884910646632754,3.932632809484669
2.1,0.0006189553572170477,0.3392574477014226,3.9330843647090696
2.1166666666666667,0.0006182232066577915,0.33965693581800893,3.9335260729889687
2.1333333333333333,0.0006175086303977066,0.340047775241092,3.9339581641939265
2.15,0.0006168111463666277,0.34043016523664477,3.934380862279332
2.1666666666666665,0.0006161302882150663,0.34080430005770296,3.9347943854591954
2.183333333333333,0.0006154656046954368,0.34117036908580256,3.9351989463731547
2.2,0.0006148166590721807,0.34152855696791035,3.935594752247918
2.216666666666667,0.0006141830285592529,0.3418790437489996,3.935982005053331
2.2333333333333334,0.0006135643037835209,0.3422220050004126,3.936360901653266
2.25,0.0006129600882727042,0.34255761194416257,3.9367316339515335
2.2666666666666666,0.0006123699979665669,0.3428860315733073,3.9370943890329837
2.283333333333333,0.000611793660750148,0.3432074267685347,3.9374493492999876
2.3,0.0006112307160078828,0.34352195641109257,3.9377966926044548
2.316666666666667,0.0006106808141975346,0.3438297754921898,3.9381365923755784
2.3333333333333335,0.0006101436164429179,0.3441310352189907,3.9384692177434344
2.35,0.0006096187941444576,0.34442588311732664,3.938794733658615
2.3666666666666667,0.0006091060286066737,0.3447144631312346,3.939113301008021
2.3833333333333333,0.0006086050106817371,0.34499691571943714,3.939425076726976
2.4,0.000608115440428302,0.34527337794886914,3.9397302139077746
2.4166666666666665,0.0006076370267848385,0.34554398358535543,3.940028861904816
2.433333333333333,0.0006071694872567613,0.34580886318153514,3.940321166436431
2.45,0.0006067125476166699,0.34606814416213505,3.9406072696835355
2.466666666666667,0.0006062659416170639,0.34632195090667134,3.940887310385209
2.4833333333333334,0.000605829410714928,0.3465704048296841,3.9411614239313293
2.5,0.0006054027038076122,0.34681362445857405,3.9414297424523497
2.5166666666666666,0.0006049855769794737,0.3470517255091343,3.941692394906334
2.533333333333333,0.0006045777932587627,0.3472848209588469,3.941949507163336
2.55,0.0006041791223842737,0.3475130211180274,3.942201202087222
2.566666666666667,0.0006037893405813013,0.3477364336988854,3.942447599615032
2.5833333333333335,0.0006034082303464696,0.3479551638825705,3.9426888168339524
2.6,0.0006030355802410265,0.3481693143842739,3.9429249680559937
2.6166666666666667,0.0006026711846922075,0.3483789855164477,3.9431561648904463
2.6333333333333333,0.0006023148438023113,0.3485842752502059,3.943382516314195
2.65,0.0006019663631651269,0.34878527927496505,3.943604128739964
2.6666666666666665,0.0006016255536893901,0.34898209105638284,3.9438211060825576
2.683333333333333,0.0006012922314289518,0.3491748018926536,3.944033549823175
2.7,0.0006009662174193556,0.3493635009692058,3.9442415590718536
2.716666666666667,0.0006006473375205519,0.3495482754118625,3.944445230628106
2.7333333333333334,0.0006003354222654705,0.34972921033850646,3.9446446590398176
2.75,0.0006000303067142007,0.349906388909304,3.9448399366604523
2.7666666666666666,0.0005997318303135356,0.35007989237552845,3.9450311537046288
2.783333333333333,0.0005994398367616499,0.3502498001270302,3.9452183983021167
2.8,0.0005991541738776923,0.3504161897383948,3.9454017565503054
2.816666666666667,0.0005988746934760848,0.35057913701383114,3.9455813125652
2.8333333333333335,0.0005986012512453285,0.35073871603083084,3.945757148530986
2.85,0.0005983337066311264,0.3508949991826311,3.9459293447482
2.8666666666666667,0.0005980719227236489,0.3510480572195259,3.946097979680577
2.8833333333333333,0.0005978157661487652,0.3511979592890558,3.946263130000591
2.9,0.0005975651069630799,0.35134477297511074,3.9464248706337326
2.9166666666666665,0.0005973198185526176,0.3514885643359838,3.94658327480159
2.933333333333333,0.0005970797775350098,0.35162939794140097,3.9467384140637245
2.95,0.0005968448636650421,0.351767336908563,3.9468903583584294
2.966666666666667,0.0005966149597434271,0.35190244293722633,3.9470391760423666
2.9833333333333334,0.000596389951528672,0.35203477634385494,3.94718493392913
3.0,0.0005961697276519226,0.35216439609486616,3.9473276973267786
3.0166666666666666,0.0005959541795346638,0.35229135983900134,3.9474675300743542
3.033333333333333,0.0005957432013091645,0.35241572393884657,3.947604494577426
3.05,0.0005955366897415623,0.35253754350152644,3.9477386518426787
3.066666666666667,0.000595334544157483,0.3526568724085973,3.9478700615115954
3.0833333333333335,0.0005951366663701041,0.3527737633451619,3.9479987818932356
3.1,0.0005949429606105571,0.35288826782823085,3.9481248699961555
3.1166666666666667,0.0005947533334605917,0.35300043623434796,3.9482483815594844
3.1333333333333333,0.0005945676937874104,0.3531103178265042,3.948369371083188
3.15,0.0005943859526805931,0.35321796078036044,3.9484878918575466
3.1666666666666665,0.0005942080233910352,0.353323412209799,3.948603995991856
3.183333333333333,0.0005940338212718215,0.3534267181918202,3.9487177344423867
3.2,0.0005938632637209653,0.3535279237908058,3.948829157039625
3.216666666666667,0.0005936962701259494,0.353627073082167,3.948938312514803
3.2333333333333334,0.0005935327618099954,0.3537242091753923,3.9490452485257563
3.25,0.0005933726619800042,0.353819374236512,3.9491500116821077
3.2666666666666666,0.0005932158956761045,0.35391260951000125,3.949252647569815
3.283333333333333,0.000593062389722753,0.35400395534012813,3.9493532007750924
3.3,0.0005929120726813331,0.3540934511917689,3.949451714907722
3.316666666666667,0.0005927648748041926,0.3541811356707045,3.9495482326237776
3.3333333333333335,0.0005926207279900763,0.3542670465434099,3.9496427956477693
3.35,0.0005924795657409017,0.35435122075635106,3.949735444794237
3.3666666666666667,0.0005923413231198314,0.3544336944548053,3.949826219988799
3.3833333333333333,0.0005922059367105953,0.35451450300121684,3.949915160288672
3.4,0.0005920733445780236,0.35459368099309546,3.9500023039026795
3.4166666666666665,0.0005919434862297465,0.35467126228048124,3.950087688210761
3.433333333333333,0.0005918163025790166,0.3547472799829759,3.9501713497830035
3.45,0.0005916917359086276,0.35482176650635855,3.9502533243981883
3.466666666666667,0.0005915697298358794,0.3548947535587977,3.9503336470618935
3.4833333333333334,0.0005914502292785601,0.35496627216666427,3.9504123520241388
3.5,0.0005913331804219151,0.3550363526899657,3.950489472796605
3.5166666666666666,0.0005912185306865604,0.35510502483740125,3.950565042169428
3.533333333333333,0.0005911062286973177,0.3551723176810553,3.9506390922275805
3.55,0.0005909962242529386,0.3552382596707354,3.9507116543668572
3.566666666666667,0.0005908884682966862,0.3553028786479659,3.9507827593094684
3.5833333333333335,0.0005907829128877477,0.3553662018596436,3.9508524371192557
3.6,0.0005906795111734534,0.3554282559713688,3.9509207172165413
3.6166666666666667,0.0005905782173622722,0.35548906708045475,3.9509876283926144
3.6333333333333333,0.0005904789866975601,0.35554866072862873,3.951053198823874
3.65,0.0005903817754320399,0.3556070619144285,3.9511174560856244
3.6666666666666665,0.0005902865408029857,0.35566429510530556,3.9511804271655446
3.683333333333333,0.0005901932410080905,0.35572038424944186,3.9512421384768355
3.7,0.0005901018351819986,0.3557753527872846,3.9513026158710503
3.716666666666667,0.0005900122833734763,0.3558292236628118,3.951361884650621
3.7333333333333334,0.0005899245465232054,0.35588201933452807,3.9514199695810857
3.75,0.0005898385864421795,0.3559337617862057,3.951476894903023
3.7666666666666666,0.0005897543657906836,0.3559844725373716,3.9515326843437126
3.783333333333333,0.0005896718480578377,0.3560341726535486,3.9515873611285124
3.8,0.0005895909975416923,0.3560828827562566,3.951640947991968
3.816666666666667,0.00058951177932985,0.35613062303278237,3.951693467188663
3.8333333333333335,0.0005894341592806084,0.3561774132457198,3.951744940503814
3.85,0.0005893581040045978,0.35622327274228754,3.9517953892636157
3.8666666666666667,0.00058928358084691,0.3562682204634327,3.9518448343453434
3.8833333333333333,0.0005892105578696887,0.356312274952724,3.95189329618723
3.9,0.0005891390038351839,0.35635545436503324,3.951940794798092
3.9166666666666665,0.0005890688881892476,0.3563977764750248,3.9519873497667484
3.933333333333333,0.0005890001810452553,0.3564392586854434,3.9520329802712175
3.95,0.0005889328531684476,0.3564799180352144,3.9520777050877003
3.966666666666667,0.0005888668759606771,0.3565197712073538,3.952121542599349
3.9833333333333334,0.0005888022214455485,0.3565588345367037,3.952164510804845
4.0,0.0005887388622539364,0.3565971240174834,3.9522066273267678
4.016666666666667,0.00058867677160988,0.35663465531067323,3.9522479094197815
4.033333333333333,0.0005886159233168313,0.35667144375122756,3.952288373978626
4.05,0.0005885562917442588,0.35670750435512205,3.952328037545925
4.066666666666666,0.0005884978518145862,0.35674285182624554,3.952366916319824
4.083333333333333,0.000588440578990463,0.35677750056312996,3.9524050261614403
4.1,0.0005883844492623564,0.3568114646655311,3.9524423826021557
4.116666666666666,0.0005883294391364527,0.3568447579408586,3.952479000850735
4.133333333333334,0.0005882755256228639,0.35687739391046125,3.9525148958002827
4.15,0.0005882226862241278,0.35690938581577175,3.9525500820350494
4.166666666666667,0.0005881708989239923,0.35694074662431075,3.9525845738370777
4.183333333333334,0.0005881201421764798,0.3569714890355569,3.9526183851926975
4.2,0.0005880703948952235,0.35700162548668574,3.952651529798877
4.216666666666667,0.0005880216364430627,0.3570311681581786,3.952684021069429
4.233333333333333,0.0005879738466218968,0.35706012897930606,3.952715872141077
4.25,0.0005879270056627872,0.35708851963348914,3.9527470958793876
4.266666666666667,0.0005878810942163033,0.35711635156354166,3.952777704884569
4.283333333333333,0.0005878360933430997,0.3571436359767935,3.9528077114971345
4.3,0.0005877919845047252,0.35717038385010125,3.952837127803446
4.316666666666666,0.0005877487495546549,0.3571966059347473,3.952865965641132
4.333333333333333,0.0005877063707295381,0.3572223127612301,3.9528942366043793
4.35,0.0005876648306406579,0.35724751464394716,3.952921952049116
4.366666666666666,0.0005876241122655966,0.35727222168577594,3.9529491230980707
4.383333333333334,0.0005875841989400994,0.35729644378255243,3.9529757606457223
4.4,0.0005875450743501339,0.3573201906274501,3.9530018753631446
4.416666666666667,0.0005875067225241412,0.35734347171526415,3.953027477702732
4.433333333333334,0.0005874691278254674,0.35736629634659917,3.9530525779028376
4.45,0.000587432274944978,0.3573886736319672,3.953077185992289
4.466666666666667,0.0005873961488938454,0.35741061249579215,3.9531013117948195
4.483333333333333,0.0005873607349965087,0.3574321216803304,3.9531249649334
4.5,0.0005873260188837982,0.3574532097495021,3.953148154834465
4.516666666666667,0.0005872919864862214,0.3574738850926402,3.9531708907320575
4.533333333333333,0.0005872586240274077,0.35749415592815714,3.9531931816718755
4.55,0.0005872259180177062,0.35751403030713197,3.953215036515236
4.566666666666666,0.000587193855247932,0.3575335161168176,3.9532364639429445
4.583333333333333,0.0005871624227832601,0.3575526210840734,3.953257472459087
4.6,0.0005871316079572599,0.3575713527787224,3.9532780703947363
4.616666666666666,0.0005871013983660679,0.35758971861683464,3.9532982659115747
4.633333333333334,0.0005870717818626972,0.3576077258639408,3.953318067005442
4.65,0.0005870427465514767,0.35762538163817575,3.953337481509806
4.666666666666667,0.0005870142807826174,0.357642692913352,3.9533565170991523
4.683333333333334,0.0005869863731469083,0.35765966652196907,3.9533751812923077
4.7,0.0005869590124705291,0.35767630915815685,3.9533934814556853
4.716666666666667,0.0005869321878099839,0.3576926273805553,3.953411424806466
4.733333333333333,0.0005869058884471517,0.35770862761513184,3.9534290184157057
4.75,0.0005868801038844469,0.3577243161579385,3.9534462692113728
4.766666666666667,0.000586854823840094,0.3577396991778101,3.9534631839813277
4.783333333333333,0.0005868300382435045,0.3577547827190034,3.95347976937624
4.8,0.000586805737230765,0.35776957270377807,3.953496031912424
4.816666666666666,0.0005867819111402218,0.35778407493492737,3.9535119779746375
4.833333333333333,0.0005867585505081693,0.35779829509824945,3.953527613818809
4.85,0.0005867356460646312,0.3578122387649674,3.953542945574697
4.866666666666666,0.0005867131887292422,0.357825911394099,3.953557979248515
4.883333333333334,0.0005866911696072184,0.35783931833477267,3.953572720725476
4.9,0.0005866695799854199,0.3578524648284976,3.953587175772303
4.916666666666667,0.000586648411328499,0.3578653560113829,3.9536013500396687
4.933333333333334,0.0005866276552751367,0.3578779969163101,3.9536152490645975
4.95,0.0005866073036343648,0.35789039247505955,3.953628878272803
4.966666666666667,0.000586587348381966,0.35790254752039136,3.953642242980989
4.983333333333333,0.0005865677816569569,0.35791446678808253,3.95365534839909
5.0,0.0005865485957581471,0.35792615491892077,3.9536681996324696
5.016666666666667,0.0005865297831407762,0.3579376164606555,3.953680801684074
5.033333333333333,0.0005865113364132244,0.3579488558699081,3.9536931594565354
5.05,0.0005864932483337959,0.35795987751404085,3.953705277754229
5.066666666666666,0.0005864755118075742,0.35797068567298707,3.9537171612852964
5.083333333333333,0.0005864581198833442,0.3579812845410431,3.953728814663614
5.1,0.0005864410657505842,0.35799167822862094,3.9537402424107273
5.116666666666666,0.0005864243427365234,0.3580018707639655,3.9537514489577448
5.133333333333334,0.0005864079443032638,0.3580118660948336,3.953762438647185
5.15,0.0005863918640449634,0.35802166809014035,3.953773215734791
5.166666666666667,0.0005863760956850852,0.358031280541568,3.9537837843913044
5.183333333333334,0.0005863606330737018,0.35804070716514363,3.9537941487042043
5.2,0.0005863454701848601,0.35804995160278164,3.9538043126794027
5.216666666666667,0.000586330601114005,0.35805901742379437,3.953814280242913
5.233333333333333,0.0005863160200754571,0.35806790812637196,3.9538240552424764
5.25,0.0005863017213999458,0.3580766271390302,3.953833641449161
5.266666666666667,0.0005862876995321965,0.35808517782202853,3.95384304255892
5.283333333333333,0.000586273949028568,0.35809356346875787,3.9538522621941232
5.3,0.0005862604645547431,0.35810178730710024,3.9538613039050525
5.316666666666666,0.000586247240883468,0.35810985250075905,3.953870171171367
5.333333333333333,0.0005862342728923416,0.3581177621505624,3.95387886740354
5.35,0.0005862215555616495,0.35812551929573855,3.9538873959442626
5.366666666666666,0.0005862090839722481,0.35813312691516586,3.953895760069821
5.383333333333334,0.0005861968533034913,0.358140587928595,3.9539039629914416
5.4,0.0005861848588312035,0.35814790519784706,3.953912007856613
5.416666666666667,0.0005861730959256945,0.35815508152798664,3.953919897750371
5.433333333333334,0.0005861615600498191,0.35816211966846956,3.9539276356965725
5.45,0.0005861502467570752,0.3581690223142689,3.9539352246591246
5.466666666666667,0.0005861391516897439,0.35817579210697476,3.9539426675432043
5.483333333333333,0.0005861282705770703,0.3581824316358729,3.953949967196442
5.5,0.0005861175992334818,0.35818894343900176,3.953957126410086
5.516666666666667,0.0005861071335568434,0.3581953300041856,3.9539641479201375
5.533333333333333,0.0005860968695267519,0.3582015937700477,3.9539710344084718
5.55,0.0005860868032028655,0.3582077371270027,3.9539777885039253
5.566666666666666,0.0005860769307232687,0.35821376241822694,3.953984412783368
5.583333333333333,0.0005860672483028704,0.3582196719406118,3.9539909097727493
5.6,0.0005860577522318399,0.3582254679456919,3.9539972819481224
5.616666666666666,0.0005860484388740711,0.35823115264056105,3.9540035317366504
5.633333333333334,0.000586039304665682,0.35823672818876373,3.954009661517589
5.65,0.0005860303461135471,0.3582421967111719,3.9540156736232532
5.666666666666667,0.0005860215597938535,0.3582475602868406,3.954021570339956
5.683333333333334,0.0005860129423506982,0.35825282095384925,3.9540273539089363
5.7,0.0005860044904947059,0.3582579807101225,3.9540330265272625
5.716666666666667,0.0005859962010016799,0.3582630415142366,3.954038590348717
5.733333333333333,0.0005859880707112814,0.3582680052862081,3.9540440474846688
5.75,0.0005859800965257341,0.358272873908267,3.954049400004922
5.766666666666667,0.0005859722754085569,0.3582776492256128,3.954054649938549
5.783333333333333,0.0005859646043833258,0.3582823330471567,3.954059799274705
5.8,0.0005859570805324573,0.3582869271462476,3.954064849963429
5.816666666666666,0.0005859497009960206,0.3582914332613832,3.9540698039164264
5.833333333333333,0.0005859424629705711,0.3582958530969071,3.9540746630078347
5.85,0.000585935363708013,0.358300188323691,3.9540794290749783
5.866666666666666,0.0005859284005144814,0.35830444057980415,3.954084103919098
5.883333333333334,0.0005859215707492473,0.3583086114711679,3.9540886893060776
5.9,0.0005859148718236507,0.35831270257219633,3.9540931869671456
5.916666666666667,0.0005859083012000497,0.3583167154264265,3.9540975985995708
5.933333333333334,0.0005859050632221815,0.358318692985056,3.9540997726763196
5.95,0.0005859050632221815,0.358318692985056,3.9540997726763196
5.966666666666667,0.0005859050632221815,0.358318692985056,3.9540997726763196
5.983333333333333,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.0,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.016666666666667,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.033333333333333,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.05,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.066666666666666,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.083333333333333,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.1,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.116666666666666,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.133333333333334,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.15,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.166666666666667,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.183333333333334,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.2,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.216666666666667,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.233333333333333,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.25,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.266666666666667,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.283333333333333,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.3,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.316666666666666,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.333333333333333,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.35,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.366666666666666,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.383333333333334,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.4,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.416666666666667,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.433333333333334,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.45,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.466666666666667,0.0005859050632221815,0.358318692985056,3.9540997726763196
6.483333333333333,0.0005859050632221815,0.358318692985056,3.9540997726763196
