Phi_in_nMps,I2_ss_nM,S2_ss_nM,Th2_ss_nM,S2_tot_ss_nM,sim_time_to_ss_h,wall_time_s,steps,status,converged,final_abs_change_M,final_abs_change_nM
2.0,0.46682206408551485,1282.251318919401,1.1689449200927124,6477.806001471437,3.3333333333333335,216.61637447899557,200,converged,True,3.0833739793336947e-09,3.0833739793336945
3.0000000000000004,0.2034418950506762,4419.403995227931,0.33929634181576285,9717.358588927636,3.3333333333333335,215.1422432330146,200,converged,True,1.5700294330867948e-10,0.15700294330867948
4.0,0.1586593468438552,7558.256834441648,0.19841292418988601,12956.821196005236,3.3333333333333335,217.329551938019,200,converged,True,6.495895684191996e-11,0.06495895684191996
5.0,0.14015889946129753,10696.11144338269,0.1402096937652227,16194.812613161976,3.3333333333333335,216.83932028900017,200,converged,True,3.9023139717849147e-11,0.03902313971784915
