time_s,S2_M,I2_M,S2_tot_M
60.0,3.986313656446201e-12,1.9999521653802255e-09,1.1785010164187098e-09
120.0,4.0005092425597655e-12,1.99990416156973e-09,2.3361621610301753e-09
180.0,4.001513382953952e-12,1.9998561468629165e-09,3.4733537810656933e-09
240.0,4.0024741618586244e-12,1.9998081217809e-09,4.590437819273284e-09
300.0,4.0034352564204675e-12,1.9997600863206964e-09,5.687769812451263e-09
360.0,4.00439681209711e-12,1.9997120404775763e-09,6.765699010872127e-09
420.0,4.005358829703467e-12,1.999663984246802e-09,7.824568489459648e-09
480.0,4.006321309574054e-12,1.999615917623632e-09,8.864715256979793e-09
540.0,4.0072842520421065e-12,1.999567840603321e-09,9.886470363300868e-09
600.0,4.008247657441174e-12,1.999519753181121e-09,1.0890159004757145e-08
660.0,4.009211526105126e-12,1.9994716553522805e-09,1.1876100627649452e-08
720.0,4.0101758583681596e-12,1.999423547112045e-09,1.2844609029915714e-08
780.0,4.011140654564784e-12,1.999375428455656e-09,1.379599246100377e-08
840.0,4.012105915029839e-12,1.9993272993783526e-09,1.4730553719978264e-08
900.0,4.013071640098479e-12,1.99927915987537e-09,1.5648590251892866e-08
960.0,4.014037830106189e-12,1.99923100994194e-09,1.655039424245841e-08
1020.0,4.01500448538877e-12,1.9991828495732912e-09,1.743625271103719e-08
1080.0,4.015971606282349e-12,1.999134678764649e-09,1.830644760199294e-08
1140.0,4.016939193123378e-12,1.9990864975112357e-09,1.9161255874425557e-08
1200.0,4.017907246248632e-12,1.999038305808269e-09,2.0000949590319196e-08
1260.0,4.018875765995213e-12,1.998990103650965e-09,2.0825796001131767e-08
1320.0,4.0198447527005414e-12,1.9989418910345354e-09,2.163605763285331e-08
1380.0,4.020814206702371e-12,1.9988936679541887e-09,2.2431992369560474e-08
1440.0,4.0217841283387774e-12,1.9988454344051306e-09,2.3213853535493566e-08
1500.0,4.022754517948162e-12,1.998797190382562e-09,2.3981889975682313e-08
1560.0,4.023725375869253e-12,1.998748935881682e-09,2.4736346135146087e-08
1620.0,4.024696702441108e-12,1.9987006708976866e-09,2.547746213669367e-08
1680.0,4.025668498003108e-12,1.9986523954257663e-09,2.6205473857347414e-08
1740.0,4.026640762894965e-12,1.99860410946111e-09,2.69206130034161e-08
1800.0,4.027613497456719e-12,1.9985558129989027e-09,2.7623107184240333e-08
1860.0,4.028586702028735e-12,1.9985075060343264e-09,2.8313179984634063e-08
1920.0,4.029560376951711e-12,1.99845918856256e-09,2.899105103604515e-08
1980.0,4.0305345225666725e-12,1.998410860578777e-09,2.9656936086457717e-08
2040.0,4.031509139214974e-12,1.99836252207815e-09,3.0311047069058475e-08
2100.0,4.032484227238303e-12,1.9983141730558468e-09,3.0953592169689005e-08
2160.0,4.033459786978674e-12,1.9982658135070325e-09,3.1584775893105226e-08
2220.0,4.0344358187784365e-12,1.9982174434268673e-09,3.2204799128065394e-08
2280.0,4.035412322980264e-12,1.9981690628105106e-09,3.281385921126718e-08
2340.0,4.036389299927174e-12,1.9981206716531167e-09,3.3412149990154244e-08
2400.0,4.037366749962501e-12,1.9980722699498363e-09,3.399986188461229e-08
2460.0,4.0383446734299246e-12,1.998023857695818e-09,3.457718194757419e-08
2520.0,4.039323070673452e-12,1.9979754348862054e-09,3.5144293924553546e-08
2580.0,4.0403019420374225e-12,1.9979270015161396e-09,3.57013783121256e-08
2640.0,4.041281287866512e-12,1.9978785575807584e-09,3.6248612415374036e-08
2700.0,4.042261108505731e-12,1.997830103075196e-09,3.678617040432213e-08
2760.0,4.04324140430042e-12,1.9977816379945833e-09,3.731422336936595e-08
2820.0,4.044222175596261e-12,1.997733162334047e-09,3.7832939375727605e-08
2880.0,4.045203422739264e-12,1.9976846760887115e-09,3.834248351694545e-08
2940.0,4.046185146075781e-12,1.997636179253697e-09,3.8843017967418624e-08
3000.0,4.0471673459524975e-12,1.997587671824121e-09,3.9334702034022507e-08
3060.0,4.048150022716435e-12,1.997539153795096e-09,3.9817692206811466e-08
3120.0,4.049133176714954e-12,1.997490625161733e-09,4.0292142208825134e-08
3180.0,4.05011680829575e-12,1.9974420859191385e-09,4.0758203045014e-08
3240.0,4.051100917806859e-12,1.9973935360624155e-09,4.121602305029994e-08
3300.0,4.052085505596653e-12,1.9973449755866638e-09,4.166574793678694e-08
3360.0,4.053070572013843e-12,1.9972964044869802e-09,4.2107520840137035e-08
3420.0,4.054056117407481e-12,1.9972478227584572e-09,4.254148236512627e-08
3480.0,4.0550421421269564e-12,1.9971992303961845e-09,4.2967770630395136e-08
3540.0,4.056028646521998e-12,1.997150627395248e-09,4.338652131240775e-08
3600.0,4.0570156309426775e-12,1.99710201375073e-09,4.379786768863373e-08
3660.0,4.058003095739403e-12,1.9970533894577093e-09,4.4201940679966606e-08
3720.0,4.05899104126293e-12,1.997004754511262e-09,4.459886889239214e-08
3780.0,4.059979467864348e-12,1.9969561089064597e-09,4.498877865791989e-08
3840.0,4.060968375895095e-12,1.9969074526383715e-09,4.5371794074791035e-08
3900.0,4.061957765706949e-12,1.996858785702062e-09,4.5748037046975305e-08
3960.0,4.062947637652028e-12,1.9968101080925928e-09,4.611762732296942e-08
4020.0,4.063937992082799e-12,1.996761419805022e-09,4.6480682533909665e-08
4080.0,4.064928829352067e-12,1.996712720834405e-09,4.6837318231010415e-08
4140.0,4.065920149812986e-12,1.996664011175793e-09,4.718764792234078e-08
4200.0,4.066911953819048e-12,1.996615290824232e-09,4.753178310895095e-08
4260.0,4.0679042417240964e-12,1.9965665597747677e-09,4.786983332035974e-08
4320.0,4.068897013882317e-12,1.9965178180224405e-09,4.8201906149414686e-08
4380.0,4.069890270648241e-12,1.996469065562287e-09,4.852810728653575e-08
4440.0,4.070884012376745e-12,1.996420302389341e-09,4.8848540553353504e-08
4500.0,4.0718782394230536e-12,1.996371528498633e-09,4.916330793575258e-08
4560.0,4.072872952142741e-12,1.9963227438851894e-09,4.947250961633081e-08
4620.0,4.073868150891723e-12,1.996273948544033e-09,4.9776244006284495e-08
4680.0,4.074863836026269e-12,1.9962251424701835e-09,5.00746077767298e-08
4740.0,4.07586000790299e-12,1.9961763256586567e-09,5.036769588947039e-08
4800.0,4.076856666878853e-12,1.996127498104465e-09,5.065560162722105e-08
4860.0,4.077853813311169e-12,1.996078659802618e-09,5.093841662329687e-08
4920.0,4.0788514475575996e-12,1.99602981074812e-09,5.121623089077748e-08
4980.0,4.079849569976158e-12,1.9959809509359737e-09,5.148913285115561e-08
5040.0,4.080848180925207e-12,1.995932080361177e-09,5.17572093624791e-08
5100.0,4.081847280763458e-12,1.9958831990187253e-09,5.2020545746995316e-08
