time_s,S2_M,I2_M,S2_tot_M
600.0,1.3865556427871117e-09,3.7719998903673235e-07,2.178554687855755e-06
1200.0,3.6270473359190986e-09,3.358682878486389e-07,4.001057631640517e-06
1800.0,1.8729130044809547e-07,5.275009379357603e-08,5.52570102777443e-06
2400.0,1.4033662200350882e-06,8.629230351270973e-10,6.801175593123481e-06
3000.0,2.469778277403227e-06,4.866589286730517e-10,7.868139569936268e-06
3600.0,3.3624451453536587e-06,3.570088768297434e-10,8.760930088167366e-06
4200.0,4.109280655477711e-06,2.9200812733198994e-10,9.507827985334542e-06
4800.0,4.73399965661745e-06,2.5341895610092894e-10,1.0132564018181037e-05
5400.0,5.256758697182947e-06,2.2818559157039745e-10,1.0655323058746535e-05
6000.0,5.6941696689635255e-06,2.1063912787341934e-10,1.1092734030527113e-05
6600.0,6.060153157785918e-06,1.9790739656579732e-10,1.1458717519349506e-05
7200.0,6.366365956473577e-06,1.8838129482990996e-10,1.1764930318037163e-05
7800.0,6.62256568059665e-06,1.8108879277887168e-10,1.2021130042160236e-05
8400.0,6.8369186415696965e-06,1.754078394958858e-10,1.2235483003133283e-05
9000.0,7.016258617883968e-06,1.7092181554004617e-10,1.2414822979447555e-05
9600.0,7.166303907946814e-06,1.673412575742925e-10,1.2564868269510401e-05
10200.0,7.291839202804564e-06,1.644589114106796e-10,1.269040356436815e-05
10800.0,7.396867895508003e-06,1.6212264381447208e-10,1.279543225707159e-05
11400.0,7.484739591189391e-06,1.602184389757097e-10,1.288330395275298e-05
12000.0,7.558256834441648e-06,1.586593468438552e-10,1.2956821196005235e-05
