time_s,S2_M,I2_M,S2_tot_M
60.0,4.995435558724558e-11,2.4992531318670372e-08,1.4735417117361755e-08
120.0,5.0266008814461994e-11,2.498515045679246e-08,2.9210280469906435e-08
180.0,5.041059249484645e-11,2.4977880744741978e-08,4.3429193373191775e-08
240.0,5.0552883029029205e-11,2.4970720536465825e-08,5.739668159129143e-08
300.0,5.069343986831516e-11,2.4963668131716893e-08,7.11171908766512e-08
360.0,5.083227431786321e-11,2.495672185870898e-08,8.459508837212011e-08
420.0,5.096939615683237e-11,2.4949880073844802e-08,9.783466400084853e-08
480.0,5.110481545701017e-11,2.4943141161177753e-08,1.1084013183165323e-07
540.0,5.1238542576824294e-11,2.4936503531883907e-08,1.2361563142024166e-07
600.0,5.1370588149363134e-11,2.492996562374505e-08,1.3616522912672167e-07
660.0,5.1500963070521396e-11,2.4923525900642512e-08,1.484929194098163e-07
720.0,5.16296784872982e-11,2.4917182852061553e-08,1.6060262609819536e-07
780.0,5.175674578625479e-11,2.4910934992606117e-08,1.7249820363932835e-07
840.0,5.188217658213762e-11,2.4904780861523755e-08,1.8418343832625669e-07
900.0,5.2005982706673145e-11,2.489871902224051e-08,1.9566204950267434e-07
960.0,5.2128176197538904e-11,2.489274806190554e-08,2.069376907467023e-07
1020.0,5.224876928751648e-11,2.4886866590945314e-08,2.1801395103373183e-07
1080.0,5.2367774393830154e-11,2.488107324262717e-08,2.288943558787076e-07
1140.0,5.24852041076758e-11,2.487536667263201e-08,2.395823684582138e-07
1200.0,5.2601071183942953e-11,2.4869745558636038e-08,2.5008139071272077e-07
1260.0,5.271538853113426e-11,2.4864208599901235e-08,2.603947644293422e-07
1320.0,5.2828169201484017e-11,2.4858754516874475e-08,2.7052577230544806e-07
1380.0,5.293942638127924e-11,2.485338205079506e-08,2.804776389934721e-07
1440.0,5.3049173381384605e-11,2.4848089963310514e-08,2.902535321272451e-07
1500.0,5.3157423627973703e-11,2.4842877036100422e-08,2.998565633301816e-07
1560.0,5.326419065346747e-11,2.4837742070508244e-08,3.0928978920564103e-07
1620.0,5.336948808768122e-11,2.4832683887180787e-08,3.1855621230977767e-07
1680.0,5.347332964918129e-11,2.4827701325715293e-08,3.276587821071897e-07
1740.0,5.357572913685111e-11,2.4822793244313942e-08,3.3660039590967086e-07
1800.0,5.367670042166769e-11,2.481795851944554e-08,3.45383899798364e-07
1860.0,5.3776257438688386e-11,2.481319604551437e-08,3.5401208952961014e-07
1920.0,5.387441417924688e-11,2.4808504734535925e-08,3.6248771142478016e-07
1980.0,5.3971184683359114e-11,2.4803883515819455e-08,3.7081346324437423e-07
2040.0,5.4066583032337345e-11,2.4799331335657107e-08,3.789919950466648e-07
2100.0,5.416062334161184e-11,2.4794847157019595e-08,3.870259100311589e-07
2160.0,5.4253319753759095e-11,2.47904299592582e-08,3.94917765367146e-07
2220.0,5.4344686431734804e-11,2.4786078737812925e-08,4.0267007300759655e-07
2280.0,5.4434737552310525e-11,2.47817925039268e-08,4.102853004886698e-07
2340.0,5.452348729971187e-11,2.477757028436603e-08,4.1776587171508466e-07
2400.0,5.4610949859456506e-11,2.4773411121145995e-08,4.251141677316048e-07
2460.0,5.46971394123901e-11,2.4769314071262883e-08,4.3233252748088243e-07
2520.0,5.478207012891753e-11,2.476527820643086e-08,4.394232485479027e-07
2580.0,5.486575616342757e-11,2.4761302612824687e-08,4.4638858789126524e-07
2640.0,5.494821164890824e-11,2.4757386390827595e-08,4.5323076256153515e-07
2700.0,5.502945069175043e-11,2.475352865478433e-08,4.5995195040689336e-07
2760.0,5.5109487366737096e-11,2.474972853275926e-08,4.6655429076630923e-07
2820.0,5.518833571221523e-11,2.4745985166299402e-08,4.7303988515045784e-07
2880.0,5.526600972544792e-11,2.4742297710202328e-08,4.794107979105965e-07
2940.0,5.534252335814319e-11,2.473866533228871e-08,4.85669056895616e-07
3000.0,5.541789051215717e-11,2.4735087213179526e-08,4.918166540974724e-07
3060.0,5.549212503536818e-11,2.473156254607775e-08,4.97855546285209e-07
3120.0,5.556524071771855e-11,2.4728090536554437e-08,5.037876556277657e-07
3180.0,5.5564450819912025e-11,2.4724670402339117e-08,5.095952413139899e-07
3240.0,5.563724836838507e-11,2.472130106740052e-08,5.153004553276048e-07
3300.0,5.57092198876238e-11,2.4717981742253328e-08,5.209051026691357e-07
3360.0,5.578010519590953e-11,2.4714711690086044e-08,5.264109568236971e-07
3420.0,5.584991678614043e-11,2.4711490185379274e-08,5.318197599778986e-07
3480.0,5.591866808403972e-11,2.470831651356818e-08,5.371332235716975e-07
3540.0,5.5986372444259415e-11,2.470518997085974e-08,5.42353028841721e-07
3600.0,5.605304314372e-11,2.470210986405419e-08,5.474808273549727e-07
3660.0,5.6118693378769425e-11,2.469907551036996e-08,5.525182415330915e-07
3720.0,5.61833362624951e-11,2.4696086237272122e-08,5.574668651673279e-07
3780.0,5.624698482217215e-11,2.469314138230412e-08,5.623282639244048e-07
3840.0,5.630965199684439e-11,2.4690240292922825e-08,5.671039758434221e-07
3900.0,5.637135063503487e-11,2.4687382326336824e-08,5.717955118239666e-07
3960.0,5.643209349258282e-11,2.4684566849347825e-08,5.764043561055816e-07
4020.0,5.649189323060373e-11,2.46817932381951e-08,5.809319667387491e-07
4080.0,5.655076241356918e-11,2.4679060878402963e-08,5.853797760475373e-07
4140.0,5.6608713507503545e-11,2.4676369164631147e-08,5.897491910840589e-07
4200.0,5.666575887829407e-11,2.4673717500528046e-08,5.940415940748873e-07
4260.0,5.672191079011143e-11,2.4671105298586747e-08,5.982583428595726e-07
4320.0,5.677718140393748e-11,2.4668531980003812e-08,6.024007713213959e-07
4380.0,5.683158277619732e-11,2.4665996974540674e-08,6.064701898105049e-07
4440.0,5.6885126857492395e-11,2.466349972038768e-08,6.104678855595578e-07
4500.0,5.693782549143183e-11,2.4661039664030656e-08,6.143951230920172e-07
4560.0,5.6989690413558825e-11,2.465861626011999e-08,6.182531446232163e-07
4620.0,5.704073325036941e-11,2.46562289713421e-08,6.220431704543325e-07
4680.0,5.7090965518420496e-11,2.465387726829331e-08,6.257663993593891e-07
4740.0,5.7140398623524396e-11,2.4651560629356028e-08,6.294240089654117e-07
4800.0,5.7189043860027136e-11,2.464927854057722e-08,6.33017156125859e-07
4860.0,5.723691241016773e-11,2.464703049554906e-08,6.365469772874485e-07
4920.0,5.728401534351554e-11,2.4644815995291795e-08,6.400145888504936e-07
4980.0,5.733036361648348e-11,2.464263454813868e-08,6.434210875228671e-07
5040.0,5.7375968071913924e-11,2.464048566962303e-08,6.467675506677048e-07
5100.0,5.742083943873526e-11,2.4638368882367274e-08,6.500550366449589e-07
5160.0,5.746498833168619e-11,2.463628371597398e-08,6.532845851469115e-07
5220.0,5.750842525110551e-11,2.4634229706918853e-08,6.564572175277546e-07
5280.0,5.7551160582784855e-11,2.46322063984456e-08,6.595739371273425e-07
5340.0,5.759320459788232e-11,2.4630213340462644e-08,6.626357295892184e-07
5400.0,5.763456745289414e-11,2.4628250089441664e-08,6.656435631730182e-07
5460.0,5.767525918968258e-11,2.4626316208317913e-08,6.685983890613509e-07
5520.0,5.771528973555782e-11,2.4624411266392247e-08,6.71501141661253e-07
5580.0,5.775466890341129e-11,2.462253483923487e-08,6.743527389003125e-07
5640.0,5.779340639189898e-11,2.4620686508590734e-08,6.771540825175598e-07
5700.0,5.783151178567186e-11,2.461886586228657e-08,6.799060583492137e-07
5760.0,5.786899455565225e-11,2.46170724941395e-08,6.826095366093777e-07
5820.0,5.790586405935352e-11,2.461530600386719e-08,6.852653721657745e-07
5880.0,5.7942129541241694e-11,2.461356599699956e-08,6.878744048106058e-07
5940.0,5.7977800133136516e-11,2.4611852084791963e-08,6.904374595266253e-07
6000.0,5.8012884854650976e-11,2.4610163884139822e-08,6.929553467485087e-07
6060.0,5.804739261366669e-11,2.4608501017494723e-08,6.954288626196052e-07
6120.0,5.808133220684413e-11,2.460686311278185e-08,6.978587892441492e-07
6180.0,5.811471232016559e-11,2.460524980331886e-08,7.002458949350179e-07
6240.0,5.814754152950926e-11,2.4603660727736043e-08,7.025909344571075e-07
6300.0,5.817982830125336e-11,2.4602095529897834e-08,7.048946492664116e-07
6360.0,5.821158099290799e-11,2.4600553858825584e-08,7.071577677448732e-07
6420.0,5.8242807853774e-11,2.459903536862162e-08,7.093810054310873e-07
6480.0,5.827351702562686e-11,2.459753971839452e-08,7.115650652469278e-07
6540.0,5.830371654342452e-11,2.4596066572185597e-08,7.1371063772017e-07
6600.0,5.833341433603765e-11,2.459461559889659e-08,7.158184012031797e-07
6660.0,5.836261822700114e-11,2.4593186472218503e-08,7.178890220877397e-07
6720.0,5.839133593528537e-11,2.4591778870561592e-08,7.199231550160796e-07
6780.0,5.841957507608633e-11,2.4590392476986457e-08,7.21921443088179e-07
6840.0,5.844734316163315e-11,2.4589026979136237e-08,7.238845180654085e-07
6900.0,5.847464760201174e-11,2.458768206916988e-08,7.258130005705734e-07
6960.0,5.850149570600414e-11,2.4586357443696478e-08,7.277075002844233e-07
7020.0,5.852789468194149e-11,2.4585052803710605e-08,7.295686161386922e-07
7080.0,5.85538516385705e-11,2.4583767854528695e-08,7.313969365057277e-07
7140.0,5.857937358593178e-11,2.4582502305726404e-08,7.331930393847719e-07
7200.0,5.860446743624938e-11,2.458125587107695e-08,7.349574925849521e-07
7260.0,5.862914000483063e-11,2.458002826849041e-08,7.366908539050397e-07
7320.0,5.865339801097507e-11,2.457881921995395e-08,7.38393671310035e-07
7380.0,5.867724807889196e-11,2.457762845147297e-08,7.400664831046336e-07
7440.0,5.870069673862539e-11,2.457645569301319e-08,7.417098181036286e-07
7500.0,5.872375042698613e-11,2.4575300678443552e-08,7.433241957993059e-07
7560.0,5.874641548848939e-11,2.457416314548009e-08,7.449101265258816e-07
7620.0,5.876869817629806e-11,2.457304283563055e-08,7.464681116210374e-07
7680.0,5.879060465317036e-11,2.4571939494139947e-08,7.479986435846029e-07
7740.0,5.881214099241144e-11,2.4570852869936868e-08,7.495022062344376e-07
7800.0,5.883331317882793e-11,2.4569782715580635e-08,7.50979274859559e-07
7860.0,5.88541271096855e-11,2.4568728787209243e-08,7.524303163705688e-07
7920.0,5.887458859566798e-11,2.456769084448808e-08,7.538557894474227e-07
7980.0,5.889470336183793e-11,2.4566668650559414e-08,7.552561446845918e-07
8040.0,5.891447704859818e-11,2.4565661971992645e-08,7.566318247336612e-07
8100.0,5.89339152126535e-11,2.4564670578735274e-08,7.579832644434118e-07
8160.0,5.895302332797208e-11,2.4563694244064632e-08,7.593108909974294e-07
8220.0,5.89718067867462e-11,2.4562732744540287e-08,7.606151240492836e-07
8280.0,5.899027090035188e-11,2.4561785859957187e-08,7.618963758553229e-07
8340.0,5.900842090030673e-11,2.4560853373299487e-08,7.631550514051237e-07
8400.0,5.902626193922562e-11,2.4559935070695026e-08,7.643915485496384e-07
8460.0,5.90437990917742e-11,2.4559030741370512e-08,7.656062581270804e-07
8520.0,5.906103735561928e-11,2.455814017760734e-08,7.667995640865894e-07
8580.0,5.907798165237602e-11,2.4557263174698058e-08,7.679718436097118e-07
8640.0,5.909463682855159e-11,2.455639953090348e-08,7.691234672297387e-07
8700.0,5.911100765648478e-11,2.455554904741039e-08,7.702547989489377e-07
8760.0,5.912709883528149e-11,2.455471152828992e-08,7.713661963537154e-07
8820.0,5.91429149917457e-11,2.455388678045646e-08,7.724580107277483e-07
8880.0,5.915846068130543e-11,2.4553074613627214e-08,7.735305871631167e-07
8940.0,5.917374038893363e-11,2.4552274840282318e-08,7.74584264669478e-07
9000.0,5.918875853006394e-11,2.455148727562555e-08,7.756193762813136e-07
9060.0,5.920351945150065e-11,2.455071173754557e-08,7.766362491632831e-07
9120.0,5.921802743232274e-11,2.4549948046577767e-08,7.7763520471372e-07
9180.0,5.923228668478217e-11,2.45491960258666e-08,7.786165586663008e-07
9240.0,5.924630135519568e-11,2.454845550112852e-08,7.79580621189921e-07
9300.0,5.926007552483026e-11,2.4547726300615412e-08,7.805276969868083e-07
9360.0,5.927361321078204e-11,2.454700825507854e-08,7.814580853889047e-07
9420.0,5.928691836684827e-11,2.4546301197733026e-08,7.823720804525492e-07
9480.0,5.929999488439261e-11,2.4545604964222834e-08,7.832699710514888e-07
9540.0,5.931284659320314e-11,2.4544919392586228e-08,7.841520409682495e-07
9600.0,5.932547726234315e-11,2.454424432322177e-08,7.850185689838952e-07
9660.0,5.933789060099487e-11,2.4543579598854738e-08,7.858698289662027e-07
9720.0,5.935009025929553e-11,2.4542925064504076e-08,7.86706089956282e-07
9780.0,5.93620798291658e-11,2.4542280567449767e-08,7.875276162536679e-07
9840.0,5.937386284513094e-11,2.4541645957200708e-08,7.883346674999111e-07
9900.0,5.938544278513384e-11,2.4541021085462992e-08,7.891274987606945e-07
9960.0,5.93968230713406e-11,2.45404058061087e-08,7.899063606065011e-07
10020.0,5.940800707093782e-11,2.4539799975145065e-08,7.906714991918591e-07
10080.0,5.94189980969225e-11,2.453920345068412e-08,7.914231563331891e-07
10140.0,5.942979940888335e-11,2.4538616092912737e-08,7.921615695852776e-07
10200.0,5.944041421377463e-11,2.4538037764063128e-08,7.928869723164039e-07
10260.0,5.94508456666814e-11,2.4537468328383732e-08,7.935995937821387e-07
10320.0,5.946109687157706e-11,2.4536907652110493e-08,7.942996591978436e-07
10380.0,5.947117088207236e-11,2.4536355603438603e-08,7.949873898098909e-07
10440.0,5.948107070215674e-11,2.4535812052494574e-08,7.956630029656278e-07
10500.0,5.94907992869308e-11,2.4535276871308746e-08,7.963267121821058e-07
10560.0,5.950035954333123e-11,2.453474993378815e-08,7.969787272135989e-07
10620.0,5.95097543308471e-11,2.453423111568978e-08,7.976192541179308e-07
10680.0,5.951898646222814e-11,2.4533720294594214e-08,7.982484953216322e-07
10740.0,5.952805870418462e-11,2.4533217349879623e-08,7.988666496839492e-07
10800.0,5.953697377807929e-11,2.4532722162696123e-08,7.99473912559723e-07
10860.0,5.954573436061081e-11,2.4532234615940505e-08,8.000704758611601e-07
10920.0,5.955434308448931e-11,2.4531754594231297e-08,8.006565281185143e-07
10980.0,5.956280253910341e-11,2.4531281983884196e-08,8.012322545396979e-07
11040.0,5.957111527117954e-11,2.4530816672887844e-08,8.017978370688415e-07
11100.0,5.957928378543274e-11,2.453035855087991e-08,8.023534544438224e-07
11160.0,5.958731054520967e-11,2.4529907509123535e-08,8.028992822527767e-07
11220.0,5.959519797312325e-11,2.452946344048409e-08,8.034354929896169e-07
11280.0,5.960294845167961e-11,2.452902623940629e-08,8.039622561085688e-07
11340.0,5.961056432389692e-11,2.452859580189158e-08,8.044797380777481e-07
11400.0,5.961804789391608e-11,2.4528172025475857e-08,8.04988102431792e-07
11460.0,5.96254014276038e-11,2.4527754809207507e-08,8.054875098235618e-07
11520.0,5.963262715314763e-11,2.452734405362576e-08,8.059781180749354e-07
11580.0,5.963972726164341e-11,2.4526939660739312e-08,8.064600822267035e-07
11640.0,5.964670390767442e-11,2.452654153400527e-08,8.069335545875854e-07
11700.0,5.965355920988361e-11,2.4526149578308388e-08,8.073986847823823e-07
11760.0,5.966029525153748e-11,2.4525763699940585e-08,8.078556197992796e-07
11820.0,5.96669140810827e-11,2.4525383806580754e-08,8.083045040363169e-07
11880.0,5.967341771269502e-11,2.4525009807274844e-08,8.087454793470377e-07
11940.0,5.967980812682095e-11,2.4524641612416237e-08,8.091786850853347e-07
12000.0,5.968608727071171e-11,2.4524279133726387e-08,8.096042581495042e-07
