time_s,S2_M,I2_M,S2_tot_M
60.0,9.965188275623823e-12,4.999701062225558e-09,2.945199961350802e-09
120.0,1.0004247261721463e-11,4.999400970764727e-09,5.838310973076637e-09
180.0,1.001036138809084e-11,4.999100713936155e-09,8.680265681389651e-09
240.0,1.0016373266336865e-11,4.998800294838333e-09,1.1471968655583993e-08
300.0,1.0022392002587234e-11,4.998499713297024e-09,1.4214308432052583e-08
360.0,1.0028417972451074e-11,4.998198969126793e-09,1.6908157836198316e-08
420.0,1.0034451190183747e-11,4.997898062141845e-09,1.9554374260359238e-08
480.0,1.004049166887018e-11,4.99759699215606e-09,2.215379993669221e-08
540.0,1.0046539421622777e-11,4.9972957589829945e-09,2.470726220523113e-08
600.0,1.0052594461585524e-11,4.99699436243588e-09,2.7215573777205424e-08
660.0,1.0058656801934083e-11,4.996692802327621e-09,2.9679532993702557e-08
720.0,1.0064726455875892e-11,4.996391078470793e-09,3.209992407975701e-08
780.0,1.007080343665027e-11,4.996089190677645e-09,3.447751739394651e-08
840.0,1.007688775752849e-11,4.995787138760098e-09,3.68130696735749e-08
900.0,1.0082979431813898e-11,4.995484922529744e-09,3.910732427551985e-08
960.0,1.0089078472842007e-11,4.995182541797842e-09,4.136101141282192e-08
1020.0,1.0095184893980573e-11,4.994879996375323e-09,4.357484838709029e-08
1080.0,1.0101298708629724e-11,4.9945772860727835e-09,4.57495398167992e-08
1140.0,1.0107419930222032e-11,4.994274410700489e-09,4.788577786154771e-08
1200.0,1.0113548572222631e-11,4.993971370068373e-09,4.998424244235412e-08
1260.0,1.0119684648129299e-11,4.993668163986031e-09,5.204560145805526e-08
1320.0,1.0125828171472567e-11,4.993364792262727e-09,5.4070510997879395e-08
1380.0,1.0131979155815813e-11,4.993061254707389e-09,5.605961555026056e-08
1440.0,1.0138137614755371e-11,4.992757551128607e-09,5.801354820796065e-08
1500.0,1.0144303561920622e-11,4.992453681334633e-09,5.993293086956458e-08
1560.0,1.0150477010974091e-11,4.992149645133384e-09,6.181837443741264e-08
1620.0,1.0156657975611557e-11,4.991845442332435e-09,6.367047901203326e-08
1680.0,1.0162846469562164e-11,4.991541072739023e-09,6.548983408313745e-08
1740.0,1.0169042506588486e-11,4.991236536160043e-09,6.727701871723672e-08
1800.0,1.0175246100486671e-11,4.9909318324020505e-09,6.903260174194295e-08
1860.0,1.0181457265086518e-11,4.990626961271257e-09,7.075714192701003e-08
1920.0,1.0187676014251584e-11,4.9903219225735335e-09,7.245118816217412e-08
1980.0,1.0193902361879302e-11,4.990016716114405e-09,7.41152796318494e-08
2040.0,1.0200136321901056e-11,4.989711341699051e-09,7.574994598673496e-08
2100.0,1.020637790828231e-11,4.9894057991323086e-09,7.735570751238739e-08
2160.0,1.0212627135022708e-11,4.989100088218667e-09,7.893307529481268e-08
2220.0,1.0218884016156154e-11,4.988794208762268e-09,8.04825513831301e-08
2280.0,1.0225148565750964e-11,4.988488160566907e-09,8.200462894936009e-08
2340.0,1.0231420797909919e-11,4.988181943436028e-09,8.349979244538656e-08
2400.0,1.0237700726770418e-11,4.987875557172728e-09,8.496851775714419e-08
2460.0,1.024398836650454e-11,4.9875690015797525e-09,8.641127235607895e-08
2520.0,1.0250283731319186e-11,4.9872622764594956e-09,8.782851544793102e-08
