time_s,S2_M,I2_M,S2_tot_M
60.0,1.995213415214763e-11,9.998804439514603e-09,5.893909626719058e-09
120.0,2.0018482095018513e-11,9.997603618420433e-09,1.1676535783064359e-08
180.0,2.004266155261213e-11,9.996401491469407e-09,1.735690653561126e-08
240.0,2.0066758523050236e-11,9.995198064113752e-09,2.2936830015397326e-08
300.0,2.0090912995561193e-11,9.993993333410514e-09,2.8418082283784237e-08
360.0,2.0115125644289943e-11,9.992787296378496e-09,3.380240799789632e-08
420.0,2.0139396681123873e-11,9.991579950025987e-09,3.909152096622858e-08
480.0,2.016372631742286e-11,9.990371291350819e-09,4.4287104694104575e-08
540.0,2.01881147655626e-11,9.989161317340302e-09,4.939081291948846e-08
600.0,2.0212562238945886e-11,9.987950024971187e-09,5.440427013932305e-08
660.0,2.0237068952008833e-11,9.98673741120961e-09,5.932907212656127e-08
720.0,2.0261635120227187e-11,9.985523473011043e-09,6.416678643805554e-08
780.0,2.0286260960122552e-11,9.984308207320243e-09,6.891895291346693e-08
840.0,2.031094668926883e-11,9.983091611071202e-09,7.358708416535257e-08
900.0,2.0335692526298523e-11,9.981873681187101e-09,7.817266606058762e-08
960.0,2.036049869090928e-11,9.980654414580247e-09,8.267715819327472e-08
1020.0,2.0385365403870307e-11,9.97943380815203e-09,8.710199434929174e-08
1080.0,2.041029288702895e-11,9.97821185879287e-09,9.144858296262536e-08
1140.0,2.0435281363317263e-11,9.976988563382162e-09,9.571830756363597e-08
1200.0,2.0460331056758662e-11,9.975763918788227e-09,9.991252721939648e-08
1260.0,2.0485442192474583e-11,9.974537921868256e-09,1.0403257696624518e-07
1320.0,2.051061499669125e-11,9.97331056946826e-09,1.080797682346902e-07
1380.0,2.0535849696746423e-11,9.97208185842301e-09,1.1205538926680109e-07
1440.0,2.0561146521096253e-11,9.970851785555992e-09,1.1596070552622006e-07
1500.0,2.0586505699322167e-11,9.969620347679348e-09,1.1979696010092354e-07
1560.0,2.0611927462137777e-11,9.968387541593817e-09,1.2356537409886234e-07
1620.0,2.0637412041395916e-11,9.96715336408869e-09,1.2726714703660604e-07
1680.0,2.0662959670095613e-11,9.965917811941748e-09,1.3090345722111547e-07
1740.0,2.0688570582389228e-11,9.96468088191921e-09,1.3447546212476501e-07
1800.0,2.071424501358959e-11,9.96344257077567e-09,1.3798429875373356e-07
1860.0,2.0739983200177186e-11,9.962202875254052e-09,1.4143108400988191e-07
1920.0,2.0765785379807387e-11,9.960961792085546e-09,1.4481691504623138e-07
1980.0,2.0791651791317796e-11,9.959719317989553e-09,1.481428696161571e-07
2040.0,2.0817582674735564e-11,9.958475449673627e-09,1.5141000641640685e-07
2100.0,2.0843578271284832e-11,9.957230183833415e-09,1.5461936542405478e-07
2160.0,2.0869638823394192e-11,9.955983517152607e-09,1.5777196822749702e-07
2220.0,2.0895764574704217e-11,9.954735446302871e-09,1.6086881835159516e-07
2280.0,2.0921955770075015e-11,9.953485967943794e-09,1.639109015770701e-07
2340.0,2.094821265559389e-11,9.952235078722828e-09,1.6689918625424885e-07
2400.0,2.0974535478583064e-11,9.950982775275228e-09,1.6983462361126346e-07
2460.0,2.1000924487607347e-11,9.949729054223986e-09,1.7271814805680074e-07
2520.0,2.1027379932482045e-11,9.948473912179789e-09,1.7555067747749857e-07
2580.0,2.1053902064280775e-11,9.947217345740933e-09,1.7833311353008396e-07
2640.0,2.1080491135343404e-11,9.945959351493284e-09,1.8106634192834542e-07
2700.0,2.1107147399284036e-11,9.944699926010204e-09,1.8375123272503115e-07
2760.0,2.1133871110999093e-11,9.943439065852496e-09,1.8638864058876308e-07
2820.0,2.116066252667538e-11,9.942176767568343e-09,1.889794050760541e-07
2880.0,2.1187521903798298e-11,9.940913027693238e-09,1.915243508985161e-07
2940.0,2.1214449501160056e-11,9.939647842749922e-09,1.9402428818534272e-07
3000.0,2.124144557886799e-11,9.938381209248333e-09,1.9648001274115154e-07
3060.0,2.12685103983529e-11,9.937113123685529e-09,1.9889230629926667e-07
3120.0,2.1295644222377497e-11,9.93584358254563e-09,2.012619367705233e-07
3180.0,2.1322847315044883e-11,9.934572582299755e-09,2.0358965848767243e-07
3240.0,2.13501199418071e-11,9.933300119405952e-09,2.0587621244546467e-07
3300.0,2.137746236947378e-11,9.932026190309137e-09,2.0812232653648857e-07
3360.0,2.140487486622078e-11,9.930750791441026e-09,2.1032871578283905e-07
3420.0,2.1432357701599006e-11,9.929473919220076e-09,2.124960825636893e-07
3480.0,2.1459911146543162e-11,9.928195570051402e-09,2.1462511683883933e-07
3540.0,2.1487535473380682e-11,9.926915740326732e-09,2.1671649636831128e-07
3600.0,2.1515230955840692e-11,9.925634426424326e-09,2.1877088692806213e-07
3660.0,2.1542997869063005e-11,9.924351624708907e-09,2.2078894252188213e-07
3720.0,2.157083648960724e-11,9.923067331531604e-09,2.2277130558954668e-07
3780.0,2.1598747095461983e-11,9.921781543229873e-09,2.247186072112876e-07
3840.0,2.1626729966054023e-11,9.92049425612743e-09,2.2663146730864884e-07
3900.0,2.165478538225769e-11,9.919205466534189e-09,2.2851049484179097e-07
3960.0,2.1682913626404188e-11,9.917915170746181e-09,2.3035628800330696e-07
4020.0,2.171111498229108e-11,9.916623365045494e-09,2.321694344086107e-07
4080.0,2.1739389735191825e-11,9.915330045700196e-09,2.339505112829595e-07
4140.0,2.1767738171865354e-11,9.914035208964265e-09,2.3570008564516926e-07
4200.0,2.179616058056578e-11,9.912738851077518e-09,2.3741871448808168e-07
4260.0,2.1824657251052122e-11,9.911440968265542e-09,2.3910694495584027e-07
4320.0,2.185322847459816e-11,9.910141556739612e-09,2.407653145180316e-07
4380.0,2.1881874544002328e-11,9.90884061269663e-09,2.42394351140748e-07
4440.0,2.191059575359772e-11,9.907538132319047e-09,2.43994573454625e-07
4500.0,2.1939392399262115e-11,9.906234111774783e-09,2.455664909199078e-07
4560.0,2.1968264778428163e-11,9.904928547217162e-09,2.471106039885993e-07
4620.0,2.1997213190093596e-11,9.903621434784833e-09,2.4862740426374057e-07
4680.0,2.2026237934831503e-11,9.902312770601692e-09,2.5011737465587526e-07
4740.0,2.205533931480078e-11,9.901002550776807e-09,2.5158098953674775e-07
4800.0,2.2084517633756514e-11,9.899690771404348e-09,2.530187148902831e-07
4860.0,2.211377319706062e-11,9.898377428563504e-09,2.544310084608975e-07
4920.0,2.2143106311692405e-11,9.897062518318404e-09,2.558183198991866e-07
4980.0,2.2172517286259327e-11,9.895746036718046e-09,2.571810909050378e-07
5040.0,2.2202006431007805e-11,9.894427979796214e-09,2.585197553682117e-07
5100.0,2.2231574057834085e-11,9.893108343571402e-09,2.5983473950643836e-07
5160.0,2.2261220480295213e-11,9.891787124046728e-09,2.6112646200107117e-07
5220.0,2.229094601362015e-11,9.890464317209862e-09,2.6239533413034263e-07
5280.0,2.2320750974720867e-11,9.889139919032941e-09,2.6364175990026365e-07
5340.0,2.2350635682203617e-11,9.887813925472492e-09,2.6486613617320837e-07
5400.0,2.2380600456380274e-11,9.886486332469345e-09,2.660688527942256e-07
5460.0,2.2410645619279772e-11,9.885157135948557e-09,2.672502927151165e-07
5520.0,2.244077149465955e-11,9.883826331819326e-09,2.6841083211631854e-07
5580.0,2.247097840801725e-11,9.882493915974905e-09,2.6955084052663427e-07
5640.0,2.250126668660237e-11,9.881159884292529e-09,2.706706809408433e-07
5700.0,2.2531636659428083e-11,9.879824232633317e-09,2.7177070993523415e-07
5760.0,2.2562088657283118e-11,9.878486956842196e-09,2.72851277781094e-07
5820.0,2.2592623012743746e-11,9.877148052747814e-09,2.7391272855619126e-07
5880.0,2.2623240060185895e-11,9.875807516162456e-09,2.749554002542869e-07
5940.0,2.2653940135797295e-11,9.874465342881952e-09,2.759796248927098e-07
6000.0,2.2684723577589783e-11,9.873121528685594e-09,2.769857286180297e-07
6060.0,2.2715590725411703e-11,9.871776069336051e-09,2.779740318098617e-07
6120.0,2.274654192096037e-11,9.870428960579273e-09,2.789448491828354e-07
6180.0,2.2777577507794664e-11,9.86908019814441e-09,2.7989848988676084e-07
6240.0,2.2808697831347694e-11,9.867729777743719e-09,2.8083525760502374e-07
6300.0,2.283990323893966e-11,9.866377695072474e-09,2.817554506512403e-07
6360.0,2.2871194079790677e-11,9.865023945808874e-09,2.8265936206420365e-07
6420.0,2.290257070503384e-11,9.863668525613962e-09,2.8354727970115105e-07
6480.0,2.2934033467728276e-11,9.862311430131516e-09,2.8441948632938204e-07
6540.0,2.296558272287242e-11,9.860952654987969e-09,2.852762597162569e-07
6600.0,2.299721882741732e-11,9.859592195792315e-09,2.861178727176031e-07
6660.0,2.302894214028007e-11,9.85823004813601e-09,2.8694459336455947e-07
6720.0,2.306075302235736e-11,9.856866207592883e-09,2.8775668494888397e-07
6780.0,2.3092651836539163e-11,9.855500669719039e-09,2.885544061067537e-07
6840.0,2.3124638947722485e-11,9.854133430052765e-09,2.893380109010827e-07
6900.0,2.315671472282525e-11,9.852764484114426e-09,2.9010774890238457e-07
6960.0,2.3188879530800334e-11,9.851393827406381e-09,2.9086386526820535e-07
7020.0,2.3221133742649685e-11,9.850021455412878e-09,2.9160660082115117e-07
7080.0,2.3253477731438513e-11,9.848647363599953e-09,2.923361921255373e-07
7140.0,2.3285911872309715e-11,9.84727154741534e-09,2.9305287156268095e-07
7200.0,2.33184365424983e-11,9.845894002288362e-09,2.937568674048634e-07
7260.0,2.3351052121346044e-11,9.84451472362984e-09,2.9444840388798437e-07
7320.0,2.3383758990316157e-11,9.843133706831978e-09,2.951277012829308e-07
7380.0,2.341655753300817e-11,9.841750947268283e-09,2.957949759656851e-07
7440.0,2.3449448135172856e-11,9.840366440293447e-09,2.964504404861924e-07
7500.0,2.3482431184727403e-11,9.838980181243244e-09,2.970943036360113e-07
7560.0,2.3515507071770556e-11,9.837592165434433e-09,2.9772677051476775e-07
7620.0,2.3548676188598046e-11,9.836202388164646e-09,2.9834804259543347e-07
7680.0,2.3581938929718e-11,9.834810844712294e-09,2.9895831778845163e-07
7740.0,2.361529569186661e-11,9.833417530336452e-09,2.9955779050472697e-07
7800.0,2.3648746874023867e-11,9.832022440276753e-09,3.0014665171750316e-07
7860.0,2.3682292877429402e-11,9.830625569753284e-09,3.0072508902314607e-07
7920.0,2.371593410559854e-11,9.82922691396648e-09,3.012932867008514e-07
7980.0,2.3749670964338473e-11,9.827826468097008e-09,3.018514257712979e-07
8040.0,2.378350386176448e-11,9.826424227305665e-09,3.0239968405426207e-07
8100.0,2.381743320831639e-11,9.825020186733259e-09,3.029382362252154e-07
8160.0,2.3851459416775177e-11,9.823614341500505e-09,3.0346725387091996e-07
8220.0,2.3885582902279633e-11,9.822206686707912e-09,3.039869055440415e-07
8280.0,2.3919804082343222e-11,9.820797217435671e-09,3.0449735681679646e-07
8340.0,2.3954123376871113e-11,9.819385928743538e-09,3.049987703336509e-07
8400.0,2.398854120817728e-11,9.817972815670722e-09,3.054913058630871e-07
8460.0,2.4023058001001815e-11,9.81655787323577e-09,3.0597512034845524e-07
8520.0,2.4057674182528385e-11,9.815141096436447e-09,3.0645036795792566e-07
8580.0,2.4092390182401775e-11,9.81372248024963e-09,3.06917200133558e-07
8640.0,2.4127206432745704e-11,9.812302019631182e-09,3.073757656395027e-07
8700.0,2.416212336818065e-11,9.810879709515833e-09,3.078262106093503e-07
8760.0,2.4197141425841945e-11,9.809455544817062e-09,3.082686785926431e-07
8820.0,2.4232261045397985e-11,9.808029520426984e-09,3.08703310600565e-07
8880.0,2.4267482669068568e-11,9.806601631216217e-09,3.091302451508231e-07
8940.0,2.4302806741643446e-11,9.805171872033767e-09,3.0954961831173577e-07
9000.0,2.433823371050101e-11,9.803740237706912e-09,3.09961563745541e-07
9060.0,2.4373764025627145e-11,9.802306723041066e-09,3.103662127509394e-07
9120.0,2.4409398139634263e-11,9.800871322819663e-09,3.1076369430488476e-07
9180.0,2.4445136507780416e-11,9.799434031804024e-09,3.111541351036352e-07
9240.0,2.4480979587988765e-11,9.797994844733242e-09,3.1153765960307923e-07
9300.0,2.4516927840866988e-11,9.796553756324045e-09,3.1191439005834843e-07
9360.0,2.4552981729727063e-11,9.79511076127067e-09,3.1228444656272954e-07
9420.0,2.4589141720605087e-11,9.793665854244744e-09,3.126479470858886e-07
9480.0,2.462540828228133e-11,9.792219029895139e-09,3.130050075114196e-07
9540.0,2.466178188630045e-11,9.790770282847852e-09,3.133557416737285e-07
9600.0,2.4698263006991927e-11,9.789319607705869e-09,3.1370026139426557e-07
9660.0,2.4734852121490593e-11,9.787866999049032e-09,3.1403867651711704e-07
9720.0,2.477154970975742e-11,9.786412451433908e-09,3.143710949439672e-07
9780.0,2.4808356254600493e-11,9.784955959393651e-09,3.1469762266844265e-07
9840.0,2.484527224169609e-11,9.78349751743787e-09,3.1501836380984864e-07
9900.0,2.488229815961005e-11,9.782037120052494e-09,3.153334206463097e-07
9960.0,2.4919434499819277e-11,9.780574761699627e-09,3.156428936473237e-07
10020.0,2.495668175673344e-11,9.779110436817415e-09,3.1594688150574043e-07
10080.0,2.4994040427716837e-11,9.777644139819906e-09,3.162454811691749e-07
10140.0,2.5031511013110583e-11,9.776175865096908e-09,3.165387878708649e-07
10200.0,2.5069094016254827e-11,9.774705607013848e-09,3.168268951599833e-07
10260.0,2.5106789943511257e-11,9.77323335991163e-09,3.171098949314141e-07
10320.0,2.5144599304285825e-11,9.771759118106495e-09,3.1738787745500195e-07
10380.0,2.5182522611051656e-11,9.770282875889866e-09,3.1766093140428453e-07
10440.0,2.5220560379372117e-11,9.768804627528209e-09,3.1792914388471734e-07
10500.0,2.5258713127924182e-11,9.767324367262888e-09,3.1819260046139846e-07
10560.0,2.5296981378521934e-11,9.765842089310016e-09,3.184513851863041e-07
10620.0,2.533536565614032e-11,9.764357787860298e-09,3.1870558062504174e-07
10680.0,2.5373866488939097e-11,9.762871457078895e-09,3.1895526788313087e-07
10740.0,2.5412484408287066e-11,9.76138309110526e-09,3.192005266318186e-07
10800.0,2.545121994878638e-11,9.759892684052988e-09,3.1944143513343884e-07
10860.0,2.5490073648297258e-11,9.758400230009675e-09,3.1967807026632347e-07
10920.0,2.5529046047962775e-11,9.756905723036741e-09,3.199105075492725e-07
10980.0,2.556813769223396e-11,9.755409157169294e-09,3.201388211655918e-07
11040.0,2.560734912889508e-11,9.753910526415964e-09,3.2036308398670604e-07
11100.0,2.5646680909089225e-11,9.752409824758742e-09,3.205833675953533e-07
11160.0,2.568613358734403e-11,9.750907046152831e-09,3.207997423083708e-07
11220.0,2.5725707721597713e-11,9.749402184526474e-09,3.210122771990763e-07
11280.0,2.5765403873225325e-11,9.7478952337808e-09,3.2122104011925507e-07
11340.0,2.580522260706523e-11,9.746386187789658e-09,3.2142609772075703e-07
11400.0,2.5845164491445864e-11,9.744875040399452e-09,3.2162751547671283e-07
11460.0,2.5885230098212708e-11,9.743361785428976e-09,3.2182535770237423e-07
11520.0,2.592542000275553e-11,9.741846416669249e-09,3.2201968757558604e-07
11580.0,2.5965734784035865e-11,9.740328927883344e-09,3.2221056715689646e-07
11640.0,2.60061750246148e-11,9.738809312806222e-09,3.223980574093113e-07
11700.0,2.6046741310680943e-11,9.73728756514456e-09,3.225822182176992e-07
11760.0,2.6087434232078687e-11,9.735763678576576e-09,3.2276310840785395e-07
11820.0,2.612825438233678e-11,9.734237646751862e-09,3.2294078576521914e-07
11880.0,2.6169202358697114e-11,9.732709463291202e-09,3.2311530705328226e-07
11940.0,2.6210278762143764e-11,9.731179121786406e-09,3.2328672803164316e-07
12000.0,2.6251484197432357e-11,9.729646615800117e-09,3.2345510347376346e-07
12060.0,2.6292819273119712e-11,9.728111938865654e-09,3.236204871844015e-07
12120.0,2.6334284601593705e-11,9.726575084486813e-09,3.237829320167396e-07
12180.0,2.6375880799103492e-11,9.725036046137694e-09,3.2394248988920815e-07
12240.0,2.6417608485789916e-11,9.723494817262518e-09,3.240992118020122e-07
12300.0,2.6459468285716347e-11,9.72195139127544e-09,3.242531478533662e-07
12360.0,2.6501460826899654e-11,9.720405761560372e-09,3.244043472554409e-07
12420.0,2.654358674134161e-11,9.718857921470782e-09,3.245528583500291e-07
12480.0,2.65858466650605e-11,9.717307864329514e-09,3.2469872862393387e-07
12540.0,2.6628241238123073e-11,9.715755583428598e-09,3.248420047240848e-07
12600.0,2.6670771104676807e-11,9.714201072029056e-09,3.2498273247238726e-07
12660.0,2.6713436912982452e-11,9.712644323360715e-09,3.2512095688030844e-07
12720.0,2.6756239315446923e-11,9.711085330622002e-09,3.25256722163206e-07
12780.0,2.6799178968656454e-11,9.709524086979758e-09,3.2539007175440325e-07
12840.0,2.6842256533410153e-11,9.707960585569033e-09,3.255210483190154e-07
12900.0,2.6885472674753777e-11,9.706394819492893e-09,3.256496937675312e-07
12960.0,2.692882806201393e-11,9.704826781822217e-09,3.2577604926915463e-07
13020.0,2.697232336883253e-11,9.703256465595494e-09,3.259001552649106e-07
13080.0,2.7015959273201637e-11,9.701683863818617e-09,3.2602205148051896e-07
13140.0,2.7059736457498602e-11,9.700108969464681e-09,3.2614177693904044e-07
13200.0,2.7103655608521572e-11,9.698531775473777e-09,3.262593699732999e-07
13260.0,2.714771741752533e-11,9.69695227475278e-09,3.263748682380887e-07
13320.0,2.7191922580257483e-11,9.695370460175139e-09,3.2648830872215235e-07
13380.0,2.7236271796995038e-11,9.693786324580668e-09,3.26599727759966e-07
13440.0,2.7280765772581264e-11,9.692199860775331e-09,3.2670916104330066e-07
13500.0,2.7325405216462996e-11,9.690611061531022e-09,3.268166436325864e-07
13560.0,2.7370190842728223e-11,9.689019919585354e-09,3.269222099680737e-07
13620.0,2.741512337014413e-11,9.687426427641436e-09,3.270258938807977e-07
13680.0,2.7460203522195433e-11,9.685830578367657e-09,3.2712772860334846e-07
13740.0,2.7505432027123172e-11,9.684232364397455e-09,3.272277467804509e-07
13800.0,2.7550809617963826e-11,9.682631778329102e-09,3.273259804793574e-07
13860.0,2.759633703258882e-11,9.681028812725474e-09,3.2742246120005736e-07
13920.0,2.764201501374445e-11,9.679423460113822e-09,3.2751721988530484e-07
13980.0,2.7687844309092207e-11,9.677815712985543e-09,3.2761028693047055e-07
14040.0,2.773382567124947e-11,9.67620556379595e-09,3.277016921932184e-07
14100.0,2.7779959857830587e-11,9.674593004964038e-09,3.2779146500301117e-07
14160.0,2.7826247631488486e-11,9.672978028872248e-09,3.278796341704487e-07
14220.0,2.7872689759956527e-11,9.671360627866226e-09,3.279662279964402e-07
14280.0,2.7919287016090922e-11,9.66974079425459e-09,3.2805127428121456e-07
14340.0,2.7966040177913447e-11,9.66811852030869e-09,3.2813480033317195e-07
14400.0,2.8012950028654753e-11,9.666493798262352e-09,3.2821683297757767e-07
14460.0,2.806001735679792e-11,9.66486662031165e-09,3.282973985651036e-07
