converged,status,sim_time_to_ss_h,wall_time_s,csv_file,Th2_0_nM,final_S2_nM,final_I2_nM,final_Th2_nM,final_C_I2_nM,final_C_Th2_nM,final_S2_tot_nM,final_abs_change_nM
True,converged,3.3333333333333335,40.5113799571991,run_Th2_0_1000nM.csv,1000.0000000000001,5323.119056936267,0.059174075277676735,0.05915874945290199,104.92921710457648,1049.0389146316431,6477.087188672486,3.49884215407072
True,converged,5.0,53.076573848724365,run_Th2_0_2500nM.csv,2500.0,3929.9626415899857,0.07955181994395144,0.1984854136255144,104.1962718027976,2599.7587060530172,6633.9176194458,1.8714257068273261
True,converged,6.666666666666667,62.30056977272034,run_Th2_0_5000nM.csv,5000.0,1394.0287311158793,0.22052124947140903,1.1111529962370845,102.46158098716461,5162.835621051959,6659.3259331550025,2.00117467736501
False,timeout,8.0,61.540842056274414,run_Th2_0_7500nM.csv,7500.0,2.2040892552318003,57.691979556922966,901.2915975678802,42.2525771755384,6619.13018606472,6663.58685249549,34.569927185446346
False,timeout,8.0,60.838655948638916,run_Th2_0_10000nM.csv,10000.0,0.5941985208519919,83.47954057452893,3357.1779390754427,16.4858753550132,6646.481269015002,6663.561342890867,29.613529665091065
