Th2_0_nM,I2_initial_nM,I2_final_nM,t50_hours,t90_hours,t99_hours,t50_initial_hours,t50_offrange_hours
1000.0000000000001,56.194845713977976,0.059174075277676735,0.2505359261073457,0.31763133365988894,0.3327278003592111,0.2505359261073457,0.25044761042983876
2500.0,94.28570213006357,0.07955181994395143,0.42350839391983214,0.5697361313745574,0.6609452127000274,0.42350839391983214,0.4234109593489791
5000.0,97.6035841158075,0.22052124947140903,1.2894831683675363,1.4778355735734379,1.6651179973531645,1.2894831683675363,1.2886881142348972
7500.0,98.45448526515305,57.691979556922966,,,,,2.1454174632242715
10000.0,98.85930302097957,83.47954057452893,,,,,1.5668941152238673
