Time (hours),I_1 (nM),S_1_free (nM),S_1_total (nM),I_2 (nM),S_2_free (nM),S_2_total (nM),I_3 (nM),S_3_free (nM),S_3_total (nM),I_4 (nM),S_4_free (nM),S_4_total (nM),I_5 (nM),S_5_free (nM),S_5_total (nM)
1.0333333333333334,100.0,,,90.2910654022289,1.7778413749514177,330.60169678300787,91.18597690384884,1.4995997804760703,318.3061517280809,91.1883917273134,1.5070670884033774,318.3605322732591,91.3333653361669,1.480622331899405,316.4158913635119
1.05,100.0,,,89.98234712129316,1.8115999581394306,333.6492649203805,90.93435210738616,1.5205345242669555,321.14820650737244,90.93443330499707,1.529082055134499,321.2424551463262,91.08332680847441,1.502428845444232,319.33779117418476
1.0666666666666667,100.0,,,89.67207577598224,1.84440173612617,336.5253838266942,90.6829806838801,1.5404499443558042,323.8297075761416,90.68048231704397,1.550139944336392,323.96464949969703,90.83322845940334,1.523305405825578,322.1003352435461
1.0833333333333333,100.0,,,89.36060671886099,1.8762113394167679,339.23686384328204,90.4321602259988,1.5593330909784096,326.35643351756875,90.4268273818536,1.5702274106679106,326.5328499721854,90.583353283211,1.5432372817315108,324.7089935786411
1.1,100.0,,,89.04829196019853,1.9070008948936734,341.79078609271994,90.18218124812927,1.5771767586011258,328.7343721261578,90.17375053565642,1.589336661270822,328.9530100445572,90.33397836253305,1.5622151043292563,327.1694758577434
1.1166666666666667,100.0,,,88.73547808114895,1.9367499074875651,344.19441377867724,89.93332582195511,1.5939792526272498,330.96965461354614,89.92152589355764,1.6074652409188612,331.2312361507886,90.0853735488654,1.5802346843677666,329.48766645559334
1.1333333333333333,100.0,,,88.42250430300895,1.9654450241561672,346.4551100168412,89.68586635138448,1.6097440934429987,333.068494936502,89.67041844319208,1.6246157554514646,333.3737267264149,89.83780026527138,1.5972967683890043,331.6695639422353
1.15,100.0,,,88.10970073532881,1.9930796950600516,348.5802630279439,89.44006449567271,1.62447966862666,335.03713466444424,89.42068298009927,1.6407955437447244,335.38671663725614,89.59151044097601,1.6134067433269534,333.7212255419841
1.1666666666666667,100.0,,,87.7973868196206,2.019653748880184,350.5772192410942,89.19617024594017,1.6381988446058966,336.8817936321389,89.1725631904135,1.6560163089906421,337.27642726191937,89.3467455842133,1.6285742993955894,335.64871687565176
1.1833333333333333,100.0,,,87.48586997939114,2.0451729003281613,352.4532245911128,88.95442115683039,1.6509185490518503,338.608626467275,88.92629088311003,1.6702937201304946,339.049022346042,89.10373599650785,1.6428130613728942,337.4580671576204
1.2,100.0,,,87.17544448148004,2.0696482081151584,354.215374055625,88.71504173189068,1.662659334900116,340.2236849456221,88.68208537095937,1.6836469939688383,340.71056960866485,88.86270012859923,1.6561401982168449,339.15522988325677
1.2166666666666666,100.0,,,86.86639050840802,2.0930955010790244,355.8705692719685,88.47824295846212,1.6734449361583357,341.7328860103493,88.44015299659158,1.696098467847394,342.2670079634912,88.62384407553647,1.6685760204555793,340.74604892392256
1.2333333333333334,100.0,,,86.55897343678942,2.1155347889610026,357.42548390370155,88.24422198548953,1.6833018246765024,343.14198519757764,88.20068679771677,1.7076731718548075,343.7241201210694,88.38736120613525,1.6801435740421091,342.23622984775767
1.25,100.0,,,86.25344331293401,2.1369896726351305,358.88653629258664,88.01316193572869,1.6922587758979801,344.456555137045,87.96386630361236,1.7183984084658595,345.0875102620367,88.15343192003643,1.6908682384215574,343.6313162047877
