time_s,I2_M,Th2_M,S2_M,S2_I2_M,S2_Th2_M
0.0,9.910441748651909e-08,4.955220874325952e-06,0.0,0.0,0.0
600.0,9.909128044542892e-08,4.948033385044387e-06,7.560570419557874e-12,1.4204297136861738e-11,7.092975376554964e-09
1200.0,9.898572602333999e-08,4.896625633515932e-06,3.025075551909876e-11,1.1811325380805325e-10,5.849873437637544e-08
1800.0,9.876382265094452e-08,4.791011159817438e-06,5.546001070038979e-11,3.370212541522307e-10,1.6410504574424267e-07
2400.0,9.84472425377237e-08,4.6463465919882766e-06,7.935741901543594e-11,6.499421752832853e-10,3.0875321918315985e-07
3000.0,9.806230248829969e-08,4.480130032666667e-06,1.0152686385556295e-10,1.0310478758613688e-09,4.7494583886626805e-07
3600.0,9.763076691199338e-08,4.306371177372766e-06,1.2217632583153425e-10,1.4588232166656401e-09,6.486751786626512e-07
4200.0,9.716944377313636e-08,4.13495578542015e-06,1.4152044443024067e-10,1.916553314912002e-09,8.200576960625157e-07
4800.0,9.669134171649448e-08,3.97226780322004e-06,1.5967167307807924e-10,2.3912331108015254e-09,9.827114393304316e-07
5400.0,9.620680307458802e-08,3.822020077297153e-06,1.7664756672452314e-10,2.872478362110088e-09,1.1329251737844797e-06
6000.0,9.572431940731859e-08,3.686009477609373e-06,1.9240424026416558e-10,3.3517402511348967e-09,1.268903231496528e-06
6600.0,9.525102589659833e-08,3.564726739305536e-06,2.0687338080691977e-10,3.8218318652030085e-09,1.3901556970842986e-06
7200.0,9.479294275183962e-08,3.4578189879165677e-06,2.199940615951573e-10,4.276699495503252e-09,1.4970359340856227e-06
7800.0,9.435505205609504e-08,3.364358200048104e-06,2.3173634342247436e-10,4.711350817912706e-09,1.5904033276400295e-06
8400.0,9.394126016075155e-08,3.2831282988520596e-06,2.4211525229420153e-10,5.121890742551606e-09,1.671391556391599e-06
9000.0,9.355446690368894e-08,3.213066614600625e-06,2.511675312360021e-10,5.505447709339968e-09,1.7412501614934696e-06
9600.0,9.319656388418302e-08,3.1529021356166397e-06,2.5897575144310985e-10,5.860167957806195e-09,1.8012393952912555e-06
10200.0,9.286848031255251e-08,3.1014190964381256e-06,2.6564596533628213e-10,6.185162541598068e-09,1.8525679617788118e-06
10800.0,9.257029738021065e-08,3.0574912582183704e-06,2.7129711531289017e-10,6.480387613070334e-09,1.8963576254902507e-06
11400.0,9.230139081797617e-08,3.020098150922666e-06,2.7605188739441626e-10,6.746498405972678e-09,1.9336260819138516e-06
12000.0,9.206058451643618e-08,2.9883297232354275e-06,2.8002977077906137e-10,6.9846939257132834e-09,1.965281656587898e-06
12600.0,9.184630049939239e-08,2.9613838799327635e-06,2.8334240917804754e-10,7.196566668986617e-09,1.9921253224885937e-06
13200.0,9.165669489243975e-08,2.9385599338168057e-06,2.8609093669711857e-10,7.383967274686791e-09,2.014856962847027e-06
13800.0,9.148977403545387e-08,2.919249965018216e-06,2.8836483934467627e-10,7.548889549830981e-09,2.034083841448444e-06
14400.0,9.134344965709948e-08,2.902923929699055e-06,2.9024256059983075e-10,7.692796684839058e-09,2.0502117128131004e-06
