time_s,I2_M,Th2_M,S2_M,S2_I2_M,S2_Th2_M
0.0,9.999999999840092e-08,4.999999999920044e-06,0.0,0.0,0.0
600.0,9.905035331383011e-08,4.567180945053917e-06,2.445667573249586e-10,9.485639286395177e-10,4.3270811036726214e-07
1200.0,9.750833740468503e-08,4.000801620852631e-06,3.8493489854728767e-10,2.4904230351459355e-09,9.990211187579325e-07
1800.0,9.549490605205773e-08,3.45359195407415e-06,5.529140227076966e-10,4.504183991546376e-09,1.5463052044863311e-06
2400.0,9.301304805632179e-08,2.9714041428779526e-06,7.528670138578233e-10,6.986907697244729e-09,2.028664129393908e-06
3000.0,9.015882061774579e-08,2.563016314514301e-06,9.590350858237372e-10,9.842143731797919e-09,2.437224519743257e-06
3600.0,8.71268494179186e-08,2.22185281402931e-06,1.1487237528147522e-09,1.2875030690306266e-08,2.7785316328613014e-06
4200.0,8.408606752656163e-08,1.9382078452287335e-06,1.3206912734771184e-09,1.5916689839924107e-08,3.0622746392046918e-06
4800.0,8.113774757684197e-08,1.7032218871771283e-06,1.4779224553058636e-09,1.886457423270489e-08,3.2970930735706206e-06
5400.0,7.834485591393646e-08,1.509010696200098e-06,1.620174314817282e-09,2.1656576845185496e-08,3.4911651075160466e-06
6000.0,7.574978054112999e-08,1.3486342941994966e-06,1.746738574925111e-09,2.4250887911908233e-08,3.651426215461093e-06
6600.0,7.337650568337191e-08,1.2161944850682072e-06,1.8581447542995087e-09,2.6623509486558098e-08,3.7837702083578134e-06
7200.0,7.123191248031536e-08,1.1068289838537384e-06,1.9559996847142273e-09,2.8767542474900893e-08,3.893055543706633e-06
7800.0,6.930958421512533e-08,1.016578180661774e-06,2.042295443925924e-09,3.068938645194141e-08,3.9832387871488606e-06
8400.0,6.759493601996904e-08,9.422086257692275e-07,2.1188353594279042e-09,3.240361272814384e-08,4.0575510988696066e-06
9000.0,6.60698680514668e-08,8.810512754465133e-07,2.186993790011202e-09,3.392831149594832e-08,4.118659819787351e-06
9600.0,6.471590061433046e-08,8.308783047739148e-07,2.2477450907665765e-09,3.5281955686604953e-08,4.1687914716202076e-06
10200.0,6.351371210921088e-08,7.898173502859028e-07,2.3017918215828974e-09,3.6481741967443533e-08,4.209817374403728e-06
10800.0,6.244740691480852e-08,7.562913446721433e-07,2.349679800666159e-09,3.754276667977994e-08,4.243313726055374e-06
11400.0,6.150636557563665e-08,7.28974156705326e-07,2.391872702194693e-09,3.8478902334498e-08,4.270605913758157e-06
12000.0,6.067816621403243e-08,7.067539366221132e-07,2.4288019715532653e-09,3.9302533893190226e-08,4.2928051384742466e-06
12600.0,5.995169466355618e-08,6.887024014175043e-07,2.4608938038540782e-09,4.0024753996420456e-08,4.310839111060523e-06
13200.0,5.931685646954385e-08,6.740488027919657e-07,2.488463606000242e-09,4.065564810171858e-08,4.325478073566664e-06
13800.0,5.8764402254027555e-08,6.62160057023194e-07,2.5121820206578094e-09,4.1204462902218756e-08,4.337354667007406e-06
