time_s,I2_M,Th2_M,S2_M,S2_I2_M,S2_Th2_M
0.0,1.0000000000000001e-07,4.9999999999999996e-06,0.0,0.0,0.0
600.0,9.806869259709025e-08,4.1836930987752524e-06,8.081744265672849e-10,1.931607502836852e-09,8.16285247006822e-07
1200.0,8.661527371483397e-08,2.0376913199055506e-06,4.908883958983278e-09,1.338707029677701e-08,2.9623139013385793e-06
1800.0,4.840489235984914e-08,1.682506634754045e-07,2.5113217337225675e-08,5.159879836302521e-08,4.831685694047429e-06
2400.0,9.005042655016953e-09,2.6583136221528058e-08,5.691152066874985e-08,9.099570919585607e-08,4.973171142457186e-06
3000.0,4.345837227150383e-09,2.0953172422397534e-08,7.178189701072838e-08,9.565183975201224e-08,4.978579821513251e-06
3600.0,3.588653840377647e-09,1.8074624499925784e-08,8.305893366711239e-08,9.640801647364505e-08,4.981225371443361e-06
4200.0,3.2173190772262866e-09,1.6313216857137387e-08,9.194692409148067e-08,9.677620194403763e-08,4.982854681841886e-06
4800.0,2.977296300146617e-09,1.5138770596139826e-08,9.903221353843984e-08,9.700923107200796e-08,4.983945506178839e-06
5400.0,2.8107389125672424e-09,1.4313651885740882e-08,1.0471020036756884e-07,9.717099895497631e-08,4.9847161411612004e-06
6000.0,2.6902510546638778e-09,1.3711744025278873e-08,1.0928483658126355e-07,9.728801653512058e-08,4.985281786316717e-06
6600.0,2.600502968534875e-09,1.326033496782142e-08,1.129830565482196e-07,9.737517978652811e-08,4.985331844500901e-06
7200.0,2.532183434897228e-09,1.2915332631638765e-08,1.1598282823763485e-07,9.744153145940968e-08,4.985331844500901e-06
7800.0,2.479304569847603e-09,1.2647648266767404e-08,1.1842358820968063e-07,9.749288798132526e-08,4.985331844500901e-06
8400.0,2.43783378525136e-09,1.2437328693952057e-08,1.2041531669532055e-07,9.753316548340227e-08,4.985331844500901e-06
9000.0,2.404964012324026e-09,1.2270394340235218e-08,1.2204499483052328e-07,9.756508992962692e-08,4.985331844500901e-06
9600.0,2.378686253747834e-09,1.2136791200954078e-08,1.2338171013800106e-07,9.759061228090161e-08,4.985331844500901e-06
10200.0,2.35757111037331e-09,1.202912934410893e-08,1.2448057074203952e-07,9.761118518219223e-08,4.985331844500901e-06
10800.0,2.3404413484865654e-09,1.194187632383172e-08,1.2538571970246623e-07,9.762801206027355e-08,4.985331844500901e-06
11400.0,2.3264930535648325e-09,1.1870825569015998e-08,1.261326563213269e-07,9.764171372522614e-08,4.985331844500901e-06
12000.0,2.315094865336707e-09,1.1812736395111693e-08,1.2675003326495138e-07,9.765291037378035e-08,4.985331844500901e-06
12600.0,2.3056805014278953e-09,1.1765372363178169e-08,1.2725786627435337e-07,9.765687177889179e-08,4.985331844500901e-06
13200.0,2.2978349263666132e-09,1.1726245227023189e-08,1.2768064114596605e-07,9.765687177889179e-08,4.985331844500901e-06
13800.0,2.291351014484353e-09,1.1693908309877002e-08,1.2803212637523139e-07,9.765687177889179e-08,4.985331844500901e-06
14400.0,2.285990972653382e-09,1.1667168507915712e-08,1.2832424965477572e-07,9.765687177889179e-08,4.985331844500901e-06
15000.0,2.2815530266897298e-09,1.1645022398232858e-08,1.2856720758757124e-07,9.765687177889179e-08,4.985331844500901e-06
15600.0,2.2778731247932453e-09,1.1626654460533118e-08,1.28769421147394e-07,9.765687177889179e-08,4.985331844500901e-06
16200.0,2.2748178529200038e-09,1.1611401065854637e-08,1.2893783459956348e-07,9.765687177889179e-08,4.985331844500901e-06
16800.0,2.2722783721218667e-09,1.1598720461395681e-08,1.290781802147005e-07,9.765687177889179e-08,4.985331844500901e-06
17400.0,2.2701655991221075e-09,1.1588168959927234e-08,1.2919519648740582e-07,9.765687177889179e-08,4.985331844500901e-06
18000.0,2.2684064020922662e-09,1.1579382130224291e-08,1.292928058914154e-07,9.765687177889179e-08,4.985331844500901e-06
