distance_between,0,3.33333e-05,6.66667e-05,0.0001,0.000133333,0.000166667,0.0002,0.000233333,0.000266667,0.0003
100,0.5283245723432284,0.5128352129450436,0.502215739673609,0.49478756078766056,0.48938735165474356,0.48530544733521674,0.4821476258994036,0.4796537887993565,0.47762069390649425,0.4759372461141444
200,0.8616519162218097,0.8246216874562543,0.79880158947169,0.7805833083155506,0.767343394648559,0.7574616307747867,0.7498066155806957,0.7437934331328555,0.7389199678499856,0.7349052629943521
300,1.1736892291424934,1.1108009878165384,1.0659933832244375,1.0337243312016176,1.0098722131345463,0.9916471613794015,0.9772805028414344,0.9656135845578014,0.9559289045232978,0.9476809370433165
400,,,,,,,,,,
500,1.832089922725138,1.6987864981813117,1.596504322102214,1.517532747674094,1.4552554251620031,1.4047857808964643,1.362779702654094,1.326984593233814,1.295871014984068,1.2684085028857564
600,2.1441646041640596,1.9676664167134668,1.8259733527161286,1.7130927401997564,1.622522772074977,1.5487453889669114,1.4875943516245784,1.436007249995587,1.3918373192568494,1.353505949577057
700,2.508051189250198,2.278404434809372,2.0826999694904935,1.922372627308084,1.7934482331046473,1.6899499923751533,1.6060920928172233,1.5371678555167214,1.479623539569204,1.4308306976419858
800,2.84455339313701,2.5569444349563835,2.2989860025044413,2.086488628625169,1.919399468162453,1.7895433430906642,1.6876214161317862,1.6060710346204445,1.5393739788738405,1.4836611203328336
900,3.1835591052586905,2.8321086809636826,2.5013922579820203,2.232318877439638,2.0284940548600563,1.8758344598627068,1.759328894730971,1.6678334215385202,1.593918778131747,1.5326433285236258
1000,,,,,,,,,,
