time_hours,I2_center_nM,S2_free_center_nM,S2_total_center_nM,I2_edge_nM,S2_free_edge_nM,S2_total_edge_nM
0.0,100.0,0.0,0.0,100.0,0.0,0.0
0.016666666666666666,99.94324438870187,0.1927000851538884,4.74146472382445,99.44307377296597,1.9004203060370646,42.74804484288534
0.03333333333333333,99.85204522435342,0.313338122418888,12.047056890376396,98.66857660893417,2.6974572668027235,93.04858619719526
0.05,99.73729548428206,0.39931043656148757,20.9787658819247,97.78711757619142,3.140464579491396,141.61582713960897
0.06666666666666667,99.60249861601126,0.47506138109412555,31.181317493809278,96.83631249132192,3.468917302865066,185.66385966260992
0.08333333333333333,99.44831173858456,0.5500923811136318,42.501154292939795,95.83264926118356,3.7519417832703046,224.37354712324577
0.1,99.27419382766129,0.6285031586181934,54.857107011756206,94.78545502703638,4.012767791074705,257.69340114460124
0.11666666666666667,99.07900631186546,0.7124463021304913,68.19174544560256,93.70121102029707,4.2604295594841695,285.92770163348024
0.13333333333333333,98.86126785811476,0.8032658698281001,82.4494180671,92.58512245203866,4.498765928569989,309.5540965310667
0.15,98.61928469600313,0.9019062720052754,97.56459130930189,91.44176111136133,4.7294571017965605,329.12554452302936
0.16666666666666666,98.351231445398,1.009074311179868,113.45508551641524,90.27534158173253,4.953229295366077,345.21120174695295
0.18333333333333332,98.0552108591595,1.125307565553982,130.0183052328694,89.08983522966189,5.170396572995418,358.35935010710364
0.2,97.72930439906291,1.2510031552113516,147.1297859866838,87.88900804118553,5.381124418693043,369.07479466208224
0.21666666666666667,97.37161905117841,1.3864280479188618,164.64381266321976,86.67642319947703,5.585560596494485,377.80652903971287
0.23333333333333334,96.98033299001759,1.5317198260878822,182.39597726481801,85.45542954348346,5.783895964637956,384.94281516662704
0.25,96.55374144182039,1.6868817540089305,200.20750922625174,84.22914731879564,5.976385606564726,390.81147403078745
0.26666666666666666,96.09030352629804,1.8517736869215993,217.8911078426259,83.00045735445879,6.163346560922131,395.68361080286286
0.2833333333333333,95.58869058597928,2.02609933577842,235.2578803224802,81.7719967428092,6.345141574955602,399.77935924270304
0.3,95.04783632103825,2.2093901201740116,252.12487470217954,80.5461622651366,6.522154629353488,403.2745653819525
0.31666666666666665,94.46698876913176,2.4009861556662857,268.32262075877003,79.32512167995932,6.694761926328295,406.30763564106144
0.3333333333333333,93.84576366215761,2.6000158007586176,283.7020722020094,78.11083226576271,6.863300965512094,408.9860376711254
0.35,93.18419784720142,2.8053765780030075,298.140387927998,76.90506548373685,7.028039963946048,411.39215499181205
0.36666666666666664,92.48280024557894,3.0157219825511774,311.54509648540505,75.70943616890868,7.189150006789385,413.5883574007681
0.38333333333333336,91.74259634587294,3.2294602615560204,323.85634410275173,74.52543421111994,7.346682713715448,415.62126224722283
0.4,90.9651607748604,3.4447719990088568,335.04711366571604,73.35445626809968,7.500556560339099,417.52523429111324
0.4166666666666667,90.1526315397882,3.659652471658722,345.12149730031405,72.19783475385867,7.650554928196625,419.3252123329996
0.43333333333333335,89.30769964776877,3.8719816733721695,354.1112855766184,71.05686131006767,7.796338127928367,421.03896706980794
0.45,88.43356942198022,4.079619723309139,362.0712806177347,69.93280233622038,7.937469901849136,422.6788937892019
0.4666666666666667,87.53388801081458,4.2805191366576185,369.07383147644276,68.82690498994072,8.073456469493328,424.2534317790782
0.48333333333333334,86.61264683884707,4.4728400463884626,375.20311737730674,67.74039329690083,8.203793624005938,425.76818520132684
0.5,85.67406209976143,4.655051970252099,380.5496662647812,66.67445540561641,8.328015523258836,427.22680236244975
0.5166666666666667,84.72244468763373,4.826007333907877,385.20550187990625,65.6302242708959,8.445738327413038,428.6316553092975
0.5333333333333333,83.76207132039995,4.984977376363666,389.26018172589244,64.60875485706757,8.55669293877929,429.98435133165657
0.55,82.79706775681241,5.1316485184638765,392.79784606271505,63.61100115408128,8.660743448883661,431.286102332215
0.5666666666666667,81.83131234880065,5.266084393748569,395.8952691496222,62.637795912519515,8.757890732549217,432.5379758320084
0.5833333333333334,80.86836455528228,5.3886635916235,398.62080622437253,61.689835197624234,8.84826312990813,433.7410507541804
0.6,79.91141948063013,5.500004920680543,401.03407057640396,60.76766890935863,8.932097757204858,434.8965003281307
0.6166666666666667,78.96328609426018,5.600891105248394,403.1861564302433,59.87169731147113,9.009716574768133,436.00562355511966
0.6333333333333333,78.02638606325192,5.692198934123334,405.1202234120157,59.002173339625045,9.081500908437782,437.0698418788405
0.65,77.1027676430917,5.774840894958771,406.87229471184844,58.15920938480817,9.147867381202776,438.09067704171565
0.6666666666666666,76.1941303133553,5.849720166466592,408.47214615628945,57.34278752910354,9.209247075741716,439.0697200077278
0.6833333333333333,75.30185585287164,5.917698718828128,409.94420133428184,56.55277201396987,9.266068816656446,440.00859837382586
0.7,74.42704244128632,5.979576921505131,411.3083773203262,55.78892288721558,9.318746717034893,440.90894662245216
0.7166666666666667,73.5705392384109,6.03608244643465,412.58084945599967,55.05090997196866,9.36767164795213,441.7723813973288
0.7333333333333333,72.7329796879452,6.087866163571074,413.7747211420105,54.33832651489134,9.413206030738932,442.6004824977934
0.75,71.91481245291403,6.135502943589551,414.90059639654623,53.65070207045911,9.455681263169126,443.39477937094387
0.7666666666666667,71.11632939828404,6.179495643401455,415.96706020857914,52.98751434708214,9.49539711225629,444.1567423941057
0.7833333333333333,70.33769040142593,6.220280943156976,416.98107565737695,52.348199873715764,9.532622488179834,444.88777804745666
0.8,69.57894501632153,6.258236065582823,417.9483084316069,51.73216344358407,9.567597120085194,445.5892270666234
0.8166666666666667,68.84005116932545,6.293685711307694,418.87338959127516,51.13878635937494,9.600533762444154,446.2623647551217
0.8333333333333334,68.12089114788817,6.326908780394473,419.7601267791264,50.567433547667086,9.631620657920184,446.9084027705449
0.85,67.42128517991546,6.35814462547798,420.6116730210014,50.01745963527956,9.661024063938179,447.528491841647
