distance_between,0,3.33333e-05,6.66667e-05,0.0001,0.000133333,0.000166667,0.0002,0.000233333,0.000266667,0.0003
100,26.48945256873336,28.93394647167144,30.71984224154181,32.067322233994176,33.126796621909136,33.99370423836427,34.72756516750633,35.36590753250126,35.933009729560936,36.44509882336867
200,33.40347212122486,37.31380014331262,40.26733998005446,42.54909464236549,44.37346413797226,45.88415984634433,47.17403175472168,48.303071588656245,49.31078042114496,50.223907918365136
300,38.227603768102576,43.31764757655272,47.22425237020013,50.27007943266019,52.71609541687327,54.74388492356103,56.47348091909985,57.98365125513299,59.32685096053167,60.538915471388975
400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,46.08657532383254,53.21970714569216,58.73061549608234,62.99908634767103,66.37376615703647,69.11161099588467,71.38819290982636,73.32139678752723,74.99123140108712,76.4533444783198
600,49.27841051877205,57.209556954375714,63.292439632017135,67.93669293560342,71.53861399994003,74.39701565617942,76.71885225064234,78.64447672065835,80.26992882010761,81.66240679812185
700,52.593284667067785,61.33440257616635,67.9489612516246,72.88303222758881,76.59723479876342,79.44954533582008,81.69174538769754,83.49526241222779,84.97659040328963,86.21586791552461
800,55.56777329820308,64.94320708156509,71.8935455849068,76.91918338550819,80.56686592578413,83.26928536420618,85.32790487202836,86.941893604717,88.24112920301955,89.31111780789598
900,58.44185679726539,68.36188248459928,75.51465605882738,80.48495983921607,83.94366193841887,86.41557214976524,88.24826539932555,89.65732546351359,90.77549707326229,91.68632435134428
1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
