time_hours,I2_center_nM,S2_free_center_nM,S2_total_center_nM,I2_avg_nM,S2_free_avg_nM,S2_total_avg_nM,Th2_avg_nM
0.0,100.0,0.0,0.0,100.0,0.0,0.0,5000.0
0.016666666666666666,100.0,6.981226215179826e-11,6.981226215179826e-11,99.99999999999999,4.695886467351729e-08,4.695886467351729e-08,5000.0
0.03333333333333333,99.99999999995813,6.443827472678966e-10,2.1258887661639758e-08,99.99999997182468,4.3385545262431523e-07,1.4300097811032269e-05,4999.999985912341
0.05,99.99999999957225,3.1596947141510847e-09,2.1368617677927058e-07,99.9999997120096,2.1297508994013333e-06,0.00014386176459072313,4999.999856004814
0.06666666666666667,99.999999997684,1.0964603111623603e-08,1.1507786631296766e-06,99.99999843925131,7.399686731080903e-06,0.0007755087838951742,4999.999219626021
0.08333333333333333,99.99999999114618,3.026207151976883e-08,4.3876036772271605e-06,99.99999402703703,2.045021688543173e-05,0.002959992035076548,4999.997013523531
0.1,99.9999999731455,7.077798042817698e-08,1.328700616953449e-05,99.99998186252778,4.789689607543274e-05,0.008974088301175565,4999.990931307339
0.11666666666666667,99.99999993115354,1.4594349348361655e-07,3.4028152775196404e-05,99.99995344514284,9.890654446464178e-05,0.023010398626960134,4999.976722842907
0.13333333333333333,99.99999984480478,2.725362363022815e-07,7.665055501959965e-05,99.99989492462079,0.00018497279916407394,0.05189644516382959,4999.947463631184
0.15,99.99999956846874,4.69895413603108e-07,0.00021424340183890682,99.99970708492273,0.0003193934743596983,0.1454177652969913,4999.853552989946
0.16666666666666666,99.99999912574957,7.58813157846492e-07,0.00043479931744030894,99.99940570220694,0.0005165297039061953,0.2955369336107175,4999.702891359284
0.18333333333333332,99.99999845296915,1.1604062399119627e-06,0.0007701301778522066,99.99894704109579,0.0007910296676019088,0.524076594903702,4999.473640370308
0.2,99.99999747560447,1.6950378812796636e-06,0.0012574846227284228,99.99827979856458,0.0011570823416835806,0.8566259998556247,4999.140206883019
0.21666666666666667,99.9999961094649,2.3814403815045123e-06,0.0019389621626137857,99.99734589229159,0.001627797314479453,1.3221300098953823,4998.673656553302
0.23333333333333334,99.9999942622234,3.2360809623330987e-06,0.002860748885823881,99.99608150848462,0.0022147441826256115,1.9523398181859069,4998.042264680806
0.25,99.99999183514655,4.272779098582264e-06,0.004072252543674382,99.99441830521121,0.002927660125224286,2.781176639688543,4997.212153083405
0.26666666666666666,99.9999887248845,5.502552020896963e-06,0.005625206670253149,99.99228467669919,0.003774312657918749,3.8440555439040285,4996.147965924935
0.2833333333333333,99.99998482520803,6.933648083197133e-06,0.0075728003290695504,99.98960700045572,0.004760492465782935,5.17720904653452,4994.813545039408
0.3,99.99998002860947,8.571721566127246e-06,0.00996887536434117,99.98631080802134,0.005890106362836227,6.817041152659825,4993.1725742439085
