time_hours,I2_center_nM,S2_free_center_nM,S2_total_center_nM,I2_avg_nM,S2_free_avg_nM,S2_total_avg_nM,Th2_avg_nM
0.0,100.0,0.0,0.0,100.0,0.0,0.0,4999.999999999999
0.016666666666666666,100.0,1.8501864282848482e-10,1.8501864282848482e-10,100.0,1.244242319204228e-07,1.244242319204228e-07,4999.999999999999
0.03333333333333333,99.999999999889,1.6229326612013224e-09,5.6256138981675315e-08,99.99999992534548,1.0926178502290105e-06,3.7833211283705526e-05,4999.999962672731
0.05,99.99999999891719,7.587975064349022e-09,5.404826354495999e-07,99.9999992710948,5.114923635606225e-06,0.0003638393924245228,4999.999635547485
0.06666666666666667,99.99999999438356,2.518832747077832e-08,2.7892747365886836e-06,99.99999621502938,1.7002408224153517e-05,0.0018797431396555663,4999.998107516859
0.08333333333333333,99.99999997936989,6.670715879674473e-08,1.0219651797882157e-05,99.99998608051484,4.509415979793759e-05,0.006895444859167432,4999.993040284664
0.1,99.99999993971038,1.5014607265135923e-07,2.9821183923430615e-05,99.99995927018223,0.000101654200865696,0.02014643002811674,4999.97963531005
0.11666666666666667,99.999999763085,2.9878434948895155e-07,0.00011766914750347347,99.99983949774786,0.00020260257449345557,0.07971491973134363,4999.9197523882085
0.13333333333333333,99.999999446489,5.398770411719861e-07,0.00027524353996694794,99.99962447078865,0.00036665744066941865,0.18672589501091072,4999.812252624496
0.15,99.99999892025511,9.028504145241342e-07,0.000537320903155847,99.99926650213182,0.0006141199357814865,0.3649664666376858,4999.63331250215
0.16666666666666666,99.99999809848042,1.4173725731744419e-06,0.000946810966901272,99.99870663909175,0.000965555388194352,0.643843414669896,4999.353501843596
0.18333333333333332,99.99999688023607,2.1116113323159232e-06,0.0015541583469260319,99.99787544767497,0.0014405833573234625,1.0579742032945052,4998.938198448853
0.2,99.99999515155953,3.0108751478660522e-06,0.002416350458629847,99.99669435519026,0.002056912949624201,1.6464857075058976,4998.348293400404
0.21666666666666667,99.99999278794333,4.136713732010037e-06,0.0035956748116701153,99.99507736223447,0.0028296811902942796,2.4521130417971433,4997.5410944240775
