time_s,I2_M,Th2_M,S2_M,S2_I2_M,S2_Th2_M
0.0,9.999930781887226e-08,4.999965390943613e-06,0.0,0.0,0.0
600.0,9.999560606218093e-08,4.9975292192738545e-06,2.83495236333064e-12,4.832774291183921e-12,2.415269548218707e-09
1200.0,9.99437282253996e-08,4.972007658488718e-06,1.5819044036749974e-11,5.5838278937815495e-11,2.7790833109906668e-08
1800.0,9.981248529753489e-08,4.908623421805123e-06,3.305725805452682e-11,1.8504812432477044e-10,9.11724901850476e-08
2400.0,9.960756879142385e-08,4.812101910225358e-06,5.024923424286522e-11,3.87068930269212e-10,1.8768763564721698e-07
3000.0,9.934682100805868e-08,4.693720211312146e-06,6.618330977625519e-11,6.444571211485614e-10,3.060587471280756e-07
3600.0,9.904796503076337e-08,4.564262253289226e-06,8.070649112009989e-11,9.397807294429309e-10,4.3550243828842393e-07
4200.0,9.872554420139445e-08,4.432101213393623e-06,9.393337937387429e-11,1.2586702730024207e-09,5.676465266551004e-07
4800.0,9.839082975702675e-08,4.303100185480169e-06,1.0600183705679824e-10,1.58994346427101e-09,6.96629000746105e-07
5400.0,9.805244403137031e-08,4.181042807972273e-06,1.1701402854447074e-10,1.925014044338575e-09,8.186672016753728e-07
6000.0,9.771700502204626e-08,4.068139684014095e-06,1.2703512774959822e-10,2.2572711763732972e-09,9.315513239578784e-07
6600.0,9.738962159466197e-08,3.9654708617826776e-06,1.3610675281324398e-10,2.581600443477497e-09,1.034201916946339e-06
7200.0,9.70742329038897e-08,3.873335472028797e-06,1.4426103241300404e-10,2.894054457881485e-09,1.1263202597987517e-06
7800.0,9.677382971968028e-08,3.7915151622990193e-06,1.5153103488666765e-10,3.191636903061192e-09,1.2081249539379142e-06
8400.0,9.649059986280241e-08,3.719466884600643e-06,1.57956789854587e-10,3.4721591237292887e-09,1.280159167043528e-06
9000.0,9.622603197990667e-08,3.6564607285832736e-06,1.6358747113139448e-10,3.734136196610907e-09,1.3431528313022292e-06
9600.0,9.598099800317985e-08,3.601575534600431e-06,1.684843336470329e-10,3.976703074571983e-09,1.3979252533191197e-06
10200.0,9.57557771970121e-08,3.5538638238610074e-06,1.727212269628231e-10,4.199587822052254e-09,1.4453198079651393e-06
