time_s,I2_M,Th2_M,S2_M,S2_I2_M,S2_Th2_M
0.0,9.999999747166434e-08,4.999999873583217e-06,0.0,0.0,0.0
600.0,9.999999747166434e-08,4.9997468614327155e-06,4.1541635842473697e-13,6.093273896012102e-13,3.04648341701006e-10
1200.0,9.998927985228347e-08,4.993671644268455e-06,4.2483493302267614e-12,1.2559082343145164e-11,6.272445163174129e-09
1800.0,9.994582178198627e-08,4.9722499704951545e-06,1.1633049181180246e-11,5.527518726270725e-11,2.750762272072295e-08
2400.0,9.986369024252766e-08,4.932490360919785e-06,2.035382204385907e-11,1.3607416461501556e-10,6.726615370491931e-08
3000.0,9.974681193923746e-08,4.87680173616141e-06,2.9036368817874557e-11,2.5114044872174794e-10,1.22952518887336e-07
3600.0,9.960339192239075e-08,4.8099535701864595e-06,3.711251509074745e-11,3.924332769912356e-10,1.8979712726615363e-07
4200.0,9.944203658057876e-08,4.736772981961685e-06,4.441094034505861e-11,5.514904364741248e-10,2.6297299191406187e-07
4800.0,9.92702770421074e-08,4.661306598590231e-06,5.092203759293149e-11,7.208888116896389e-10,3.3843375624682796e-07
5400.0,9.909420723890295e-08,4.5866232476887255e-06,5.6693239431349605e-11,8.946092114289135e-10,4.1311090766301973e-07
6000.0,9.891855020634699e-08,4.514882261496185e-06,6.17873119699069e-11,1.067977728530868e-09,4.84845414424748e-07
6600.0,9.87468547410625e-08,4.4474895531624684e-06,6.626747670744138e-11,1.237476515211646e-09,5.522316193282544e-07
7200.0,9.858170704034512e-08,4.385265242464002e-06,7.019310487893895e-11,1.4005379990021044e-09,6.144496030445518e-07
7800.0,9.842491904179641e-08,4.32859365645045e-06,7.361915244238943e-11,1.5553607382196652e-09,6.711151836675373e-07
8400.0,9.82776854056872e-08,4.277547160177768e-06,7.659662111993883e-11,1.7007552688192899e-09,7.221560919424063e-07
9000.0,9.814071161871539e-08,4.231983815201326e-06,7.917307102482326e-11,1.8360178212085649e-09,7.677143211544354e-07
9600.0,9.801431835790825e-08,4.191622026277668e-06,8.139292107533082e-11,1.960827084952196e-09,8.080714892637377e-07
10200.0,9.789852703728451e-08,4.1560961672781284e-06,8.329754114248376e-11,2.075159346804071e-09,8.435932212106925e-07
10800.0,9.779311448645839e-08,4.12472176687969e-06,8.493233093646335e-11,2.1792339603418063e-09,8.746864217348235e-07
11400.0,9.769767129116808e-08,4.0973232105202915e-06,8.632762548426239e-11,2.273455276758015e-09,9.017764630994917e-07
12000.0,9.761171043615415e-08,4.07354913968655e-06,8.751200960384976e-11,2.3583052219796422e-09,9.252835322837418e-07
12600.0,9.753466294124789e-08,4.052992756383307e-06,8.851422214605626e-11,2.4343470846147056e-09,9.456093489654258e-07
13200.0,9.746590834511772e-08,4.035273566039361e-06,8.935991793451685e-11,2.5021951573651657e-09,9.63129830675749e-07
13800.0,9.740479955648268e-08,4.020040020600955e-06,9.0071833862971e-11,2.5624142264423107e-09,9.781451121576188e-07
14400.0,9.73506573654542e-08,4.006963919596682e-06,9.067023256061437e-11,2.6155990899280004e-09,9.90990005089124e-07
15000.0,9.730283969581037e-08,3.995762231481883e-06,9.117234582552192e-11,2.662571260501423e-09,1.0019936279916767e-06
15600.0,9.726073983782371e-08,3.986185051178408e-06,9.159297833804442e-11,2.7039267202132584e-09,1.011401467189587e-06
16200.0,9.722378079406317e-08,3.978011160880598e-06,9.19448527268782e-11,2.7402322641823008e-09,1.0194308289752548e-06
