x (μm),y (μm),S2 (μM),I2 (μM),Th2 (μM)
700.0,238.82484349633467,0.0006435895099848116,0.0,0.0
740.0,238.82484349633467,0.0006731099952190111,0.0,0.0
780.0,238.82484349633467,0.0007048541580897162,0.0,0.0
820.0,238.82484349633467,0.0007389243050527505,0.0,0.0
860.0,238.82484349633467,0.000775430221189852,0.0,0.0
900.0,238.82484349633467,0.0008144895211071551,0.0,0.0
940.0,238.82484349633467,0.000856228024867473,0.0,0.0
980.0,238.82484349633467,0.0009007801601593487,0.0,0.0
1020.0,238.82484349633467,0.000948289391989888,0.0,0.0
1060.0,238.82484349633467,0.0009989086812763805,0.0,0.0
1100.0,238.82484349633467,0.001052800973804231,0.0,0.0
1140.0,238.82484349633467,0.0011101397211159402,0.0,0.0
1180.0,238.82484349633467,0.0011711094349979667,0.0,0.0
1220.0,238.82484349633467,0.0012359062773399014,0.0,0.0
1260.0,238.82484349633467,0.0013047386872535604,0.0,0.0
1300.0,238.82484349633467,0.0013778280474587535,0.0,0.0
1340.0,238.82484349633467,0.001455409392068334,0.0,0.0
1380.0,238.82484349633467,0.0015377321580373493,0.0,0.0
1420.0,238.82484349633467,0.0016250609826810516,0.0,0.0
1460.0,238.82484349633467,0.0017176765498138466,0.0,0.0
1500.0,238.82484349633467,0.0018158764872167987,0.0,0.0
1540.0,238.82484349633467,0.0019199763183056291,0.0,0.0
1580.0,238.82484349633467,0.00203031047104447,0.0,0.0
1620.0,238.82484349633467,0.0021472333473338966,0.0,0.0
1660.0,238.82484349633467,0.002271120456295027,0.0,0.0
1700.0,238.82484349633467,0.002402369615076127,0.0,0.0
1740.0,238.82484349633467,0.0025414022210239274,0.0,0.0
1780.0,238.82484349633467,0.0026886645992902102,0.0,0.0
1820.0,238.82484349633467,0.0028446294301854172,0.0,0.0
1860.0,238.82484349633467,0.0030097972608460655,0.0,0.0
1900.0,238.82484349633467,0.0031846981060521706,0.0,0.0
1940.0,238.82484349633467,0.003369893143315973,0.0,0.0
1980.0,238.82484349633467,0.003565976507664276,0.0,0.0
2020.0,238.82484349633467,0.003773577191855358,0.0,0.0
2060.0,238.82484349633467,0.003993361058107938,0.0,0.0
2100.0,238.82484349633467,0.004226032967775498,0.0,0.0
2140.0,238.82484349633467,0.004472339035775608,0.0,0.0
2180.0,238.82484349633467,0.0047330690169812275,0.0,0.0
2220.0,238.82484349633467,0.005009058832201748,0.0,0.0
2260.0,238.82484349633467,0.005301193241824598,0.0,0.0
2300.0,238.82484349633467,0.0056104086756584475,0.0,0.0
2340.0,238.82484349633467,0.005937696228013671,0.0,0.0
2380.0,238.82484349633467,0.006284104827579065,0.0,0.0
2420.0,238.82484349633467,0.006650744592205974,0.0,0.0
2460.0,238.82484349633467,0.007038790379293082,0.0,0.0
2500.0,238.82484349633467,0.007449485543078811,0.0,0.0
2540.0,238.82484349633467,0.007884145910795164,0.0,0.0
2580.0,238.82484349633467,0.008344163990316247,0.0,0.0
2620.0,238.82484349633467,0.008831013422649869,0.0,0.0
2660.0,238.82484349633467,0.009346253693370563,0.0,0.0
2700.0,238.82484349633467,0.009891535117877088,0.0,0.0
2740.0,238.82484349633467,0.01046860411617785,0.0,0.0
2780.0,238.82484349633467,0.011079308793761724,0.0,0.0
2820.0,238.82484349633467,0.011725604845997276,0.0,0.0
2860.0,238.82484349633467,0.012409561804418342,0.0,0.0
2900.0,238.82484349633467,0.013133369644191003,0.0,0.0
2940.0,238.82484349633467,0.013899345773010954,0.0,0.0
2980.0,238.82484349633467,0.014709942422639302,0.0,0.0
3020.0,238.82484349633467,0.015567754465235069,0.0,0.0
3060.0,238.82484349633467,0.016475527677563283,0.0,0.0
3100.0,238.82484349633467,0.017436167477023687,0.0,0.0
3140.0,238.82484349633467,0.018452748154218,0.0,0.0
3180.0,238.82484349633467,0.01952852262740577,0.0,0.0
3220.0,238.82484349633467,0.020666932744626252,0.0,0.0
3260.0,238.82484349633467,0.021871620159394586,0.0,0.0
3300.0,238.82484349633467,0.02314643780560287,0.0,0.0
3340.0,238.82484349633467,0.02449546199640242,0.0,0.0
3380.0,238.82484349633467,0.025923005170205942,0.0,0.0
3420.0,238.82484349633467,0.02743362930421972,0.0,0.0
3460.0,238.82484349633467,0.029032160011694126,0.0,0.0
3500.0,238.82484349633467,0.030723701332786537,0.0,0.0
3540.0,238.82484349633467,0.0325136512197546,0.0,0.0
3580.0,238.82484349633467,0.03440771770398013,0.0,0.0
3620.0,238.82484349633467,0.03641193571337219,0.0,0.0
3660.0,238.82484349633467,0.03853268448153002,0.0,0.0
3700.0,238.82484349633467,0.04077670545094979,0.0,0.0
3740.0,238.82484349633467,0.04315112051591063,0.0,0.0
3780.0,238.82484349633467,0.04566345036785893,0.0,0.0
3820.0,238.82484349633467,0.048321632583781415,0.0,0.0
3860.0,238.82484349633467,0.051134038915305956,0.0,0.0
3900.0,238.82484349633467,0.054109490960100586,0.0,0.0
3940.0,238.82484349633467,0.05725727297509844,0.0,0.0
3980.0,238.82484349633467,0.060587139939268675,0.0,0.0
4020.0,238.82484349633467,0.06410931795737435,0.0,0.0
4060.0,238.82484349633467,0.0678344924984075,0.0,0.0
4100.0,238.82484349633467,0.0717737774329733,0.0,0.0
4140.0,238.82484349633467,0.0759386538075338,0.0,0.0
4180.0,238.82484349633467,0.08034086085878867,0.0,0.0
4220.0,238.82484349633467,0.08499221146467556,0.0,0.0
4260.0,238.82484349633467,0.08990428771348527,0.0,0.0
4300.0,238.82484349633467,0.09508794586399139,0.0,0.0
4340.0,238.82484349633467,0.10055251796280958,0.0,0.0
4380.0,238.82484349633467,0.10630453123416024,0.0,0.0
4420.0,238.82484349633467,0.11234566399171435,0.0,0.0
4460.0,238.82484349633467,0.11866950313246864,0.0,0.0
4500.0,238.82484349633467,0.12525644968252106,0.0,0.0
4539.996236600906,238.82484349633467,0.13206519879014436,0.0,0.0
4573.014514275963,238.82484349633467,0.13780890298738852,0.0,0.0
4587.702097597852,238.82484349633467,0.14037507575931144,0.0,0.0
4590.953041973933,238.82484349633467,0.14094296977458076,0.0,0.0
4594.083838125271,238.82484349633467,0.14148969414032456,0.0,0.0
4597.153724350763,238.82484349633467,0.1420255243815905,0.0,0.0
4600.191535166067,238.82484349633467,0.1425554213111105,0.0,0.0
4603.212126729305,238.82484349633467,0.14308190005657076,0.0,0.0
4606.22338027306,238.82484349633467,0.14360625371732588,0.0,0.0
4609.229542198867,238.82484349633467,0.14412913711580516,0.0,0.0
4612.232919691614,238.82484349633467,0.1446508631932871,0.0,0.0
4615.234955712447,238.82484349633467,0.14517159067330176,0.0,0.0
4618.23663543359,238.82484349633467,0.14569139487947513,0.0,0.0
4621.238315154731,238.82484349633467,0.14621023844647743,0.0,0.0
4624.239994875874,238.82484349633467,0.14672801914929506,0.0,0.0
4627.241674597015,238.82484349633467,0.14724463165388224,0.0,0.0
4630.243354318158,238.82484349633467,0.14775996746648423,0.0,0.0
4633.245034039299,238.82484349633467,0.14827391488493494,0.0,0.0
4636.246713760442,238.82484349633467,0.1487863589521952,0.0,0.0
4639.248393481583,238.82484349633467,0.14929718141239356,0.0,0.0
4642.250073202726,238.82484349633467,0.14980626066966535,0.0,0.0
4645.251752923867,238.82484349633467,0.15031347175008072,0.0,0.0
4648.2534326450095,238.82484349633467,0.15081868626698566,0.0,0.0
4651.255112366151,238.82484349633467,0.1513217723900765,0.0,0.0
4654.256792087293,238.82484349633467,0.15182259481856025,0.0,0.0
4657.2584718084345,238.82484349633467,0.1523210147587494,0.0,0.0
4660.260151529577,238.82484349633467,0.15281688990647002,0.0,0.0
4663.261831250718,238.82484349633467,0.15331007443465886,0.0,0.0
4666.263510971861,238.82484349633467,0.1538004189865527,0.0,0.0
4669.265190693002,238.82484349633467,0.15428777067486904,0.0,0.0
4672.266870414145,238.82484349633467,0.15477197308740256,0.0,0.0
4675.268550135286,238.82484349633467,0.15525286629945523,0.0,0.0
4678.270229856429,238.82484349633467,0.1557302868935415,0.0,0.0
4681.27190957757,238.82484349633467,0.15620406798679926,0.0,0.0
4684.273589298713,238.82484349633467,0.1566740392665577,0.0,0.0
4687.275269019854,238.82484349633467,0.1571400270344995,0.0,0.0
4690.276948740997,238.82484349633467,0.15760185425986947,0.0,0.0
4693.278628462138,238.82484349633467,0.15805934064216431,0.0,0.0
4696.280308183281,238.82484349633467,0.15851230268374764,0.0,0.0
4699.281987904422,238.82484349633467,0.1589605537728105,0.0,0.0
4702.283667625565,238.82484349633467,0.15940390427710185,0.0,0.0
4705.285347346706,238.82484349633467,0.15984216164882245,0.0,0.0
4708.287027067849,238.82484349633467,0.16027513054107265,0.0,0.0
4711.28870678899,238.82484349633467,0.16070261293620705,0.0,0.0
4714.2903865101325,238.82484349633467,0.1611244082864371,0.0,0.0
4717.292066231274,238.82484349633467,0.16154031366697671,0.0,0.0
4720.293745952416,238.82484349633467,0.16195012394200722,0.0,0.0
4723.2954256735575,238.82484349633467,0.16235363194368116,0.0,0.0
4726.2971053947,238.82484349633467,0.16275062866435758,0.0,0.0
4729.298785115841,238.82484349633467,0.16314090346219534,0.0,0.0
4732.300464836984,238.82484349633467,0.16352424428019433,0.0,0.0
4735.302144558125,238.82484349633467,0.16390043787869998,0.0,0.0
4738.303824279268,238.82484349633467,0.16426927008133885,0.0,0.0
4741.305504000409,238.82484349633467,0.16463052603427145,0.0,0.0
4744.307183721552,238.82484349633467,0.16498399047859086,0.0,0.0
4747.308863442693,238.82484349633467,0.16532944803560656,0.0,0.0
4750.310543163836,238.82484349633467,0.16566668350468683,0.0,0.0
4753.312222884977,238.82484349633467,0.16599548217323734,0.0,0.0
4756.31390260612,238.82484349633467,0.16631563013832115,0.0,0.0
4759.315582327261,238.82484349633467,0.16662691463932536,0.0,0.0
4762.317262048404,238.82484349633467,0.1669291244010009,0.0,0.0
4765.318941769545,238.82484349633467,0.1672220499861018,0.0,0.0
4768.320621490688,238.82484349633467,0.16750548415676786,0.0,0.0
4771.322301211829,238.82484349633467,0.16777922224369618,0.0,0.0
4774.323980932972,238.82484349633467,0.16804306252206536,0.0,0.0
4777.325660654113,238.82484349633467,0.1682968065930813,0.0,0.0
4780.3273403752555,238.82484349633467,0.16854025976993722,0.0,0.0
4783.329020096397,238.82484349633467,0.16877323146689335,0.0,0.0
4786.330699817539,238.82484349633467,0.1689955355901134,0.0,0.0
4789.3323795386805,238.82484349633467,0.1692069909288198,0.0,0.0
4792.334059259823,238.82484349633467,0.169407421545274,0.0,0.0
4795.335738980964,238.82484349633467,0.16959665716202796,0.0,0.0
4798.337418702107,238.82484349633467,0.1697745335448544,0.0,0.0
4801.339098423248,238.82484349633467,0.16994089287972175,0.0,0.0
4804.340778144391,238.82484349633467,0.17009558414216117,0.0,0.0
4807.342457865532,238.82484349633467,0.17023846345735438,0.0,0.0
4810.344137586675,238.82484349633467,0.17036939444927385,0.0,0.0
4813.345817307816,238.82484349633467,0.17048824857721506,0.0,0.0
4816.347497028959,238.82484349633467,0.17059490545808578,0.0,0.0
4819.3491767501,238.82484349633467,0.1706892531728536,0.0,0.0
4822.350856471243,238.82484349633467,0.1707711885556036,0.0,0.0
4825.352536192384,238.82484349633467,0.17084061746371984,0.0,0.0
4828.354215913527,238.82484349633467,0.170897455027782,0.0,0.0
4831.355895634668,238.82484349633467,0.1709416258798551,0.0,0.0
4834.357575355811,238.82484349633467,0.17097306435895201,0.0,0.0
4837.359255076952,238.82484349633467,0.17099171469255867,0.0,0.0
4840.360934798095,238.82484349633467,0.17099753115323468,0.0,0.0
4843.362614519236,238.82484349633467,0.17099047818943255,0.0,0.0
4846.3642942403785,238.82484349633467,0.17097053052981778,0.0,0.0
4849.36597396152,238.82484349633467,0.1709376732605191,0.0,0.0
4852.367653682662,238.82484349633467,0.17089190187488834,0.0,0.0
4855.3693334038035,238.82484349633467,0.17083322229550743,0.0,0.0
4858.371013124946,238.82484349633467,0.17076165086833509,0.0,0.0
4861.372692846087,238.82484349633467,0.170677214329049,0.0,0.0
4864.37437256723,238.82484349633467,0.17057994974179397,0.0,0.0
4867.376052288371,238.82484349633467,0.17046990441070756,0.0,0.0
4870.377732009514,238.82484349633467,0.1703471357647434,0.0,0.0
4873.379411730655,238.82484349633467,0.17021171121646508,0.0,0.0
4876.381091451798,238.82484349633467,0.17006370799561993,0.0,0.0
4879.382771172939,238.82484349633467,0.16990321295844146,0.0,0.0
4882.384450894082,238.82484349633467,0.16973032237374805,0.0,0.0
4885.386130615223,238.82484349633467,0.16954514168702678,0.0,0.0
4888.387810336366,238.82484349633467,0.16934778526378766,0.0,0.0
4891.389490057507,238.82484349633467,0.16913837611357405,0.0,0.0
4894.39116977865,238.82484349633467,0.16891704559608633,0.0,0.0
4897.392849499791,238.82484349633467,0.16868393311095148,0.0,0.0
4900.394529220934,238.82484349633467,0.16843918577271572,0.0,0.0
4903.396208942075,238.82484349633467,0.1681829580726894,0.0,0.0
4906.397888663218,238.82484349633467,0.1679154115292887,0.0,0.0
4909.399568384359,238.82484349633467,0.16763671432854554,0.0,0.0
4912.4012481055015,238.82484349633467,0.16734704095644792,0.0,0.0
4915.402927826643,238.82484349633467,0.16704657182477425,0.0,0.0
4918.404607547785,238.82484349633467,0.1667354928920511,0.0,0.0
4921.4062872689265,238.82484349633467,0.1664139952812455,0.0,0.0
4924.407966990069,238.82484349633467,0.16608227489574473,0.0,0.0
4927.40964671121,238.82484349633467,0.16574053203514147,0.0,0.0
4930.411326432353,238.82484349633467,0.1653889710122647,0.0,0.0
4933.413006153494,238.82484349633467,0.16502779977284623,0.0,0.0
4936.414685874637,238.82484349633467,0.16465722951912226,0.0,0.0
4939.416365595778,238.82484349633467,0.16427747433860607,0.0,0.0
4942.418045316921,238.82484349633467,0.16388875083916804,0.0,0.0
4945.419725038062,238.82484349633467,0.16349127779148762,0.0,0.0
4948.421404759205,238.82484349633467,0.16308527577983659,0.0,0.0
4951.423084480346,238.82484349633467,0.16267096686207633,0.0,0.0
4954.424764201489,238.82484349633467,0.16224857423964503,0.0,0.0
4957.42644392263,238.82484349633467,0.16181832193823326,0.0,0.0
4960.428123643773,238.82484349633467,0.16138043449973907,0.0,0.0
4963.429803364914,238.82484349633467,0.1609351366860213,0.0,0.0
4966.431483086057,238.82484349633467,0.16048265319486302,0.0,0.0
4969.433162807198,238.82484349633467,0.1600232083884916,0.0,0.0
4972.434842528341,238.82484349633467,0.15955702603490002,0.0,0.0
4975.436522249482,238.82484349633467,0.1590843290621552,0.0,0.0
4978.4382019706245,238.82484349633467,0.15860533932578516,0.0,0.0
4981.439881691766,238.82484349633467,0.1581202773892855,0.0,0.0
4984.441561412908,238.82484349633467,0.15762936231770105,0.0,0.0
4987.4432411340495,238.82484349633467,0.15713281148419592,0.0,0.0
4990.444920855192,238.82484349633467,0.15663084038944883,0.0,0.0
4993.446600576333,238.82484349633467,0.1561236624936792,0.0,0.0
4996.448280297476,238.82484349633467,0.15561148906104094,0.0,0.0
4999.449960018617,238.82484349633467,0.15509452901609994,0.0,0.0
5002.45163973976,238.82484349633467,0.1545729888120515,0.0,0.0
5005.453319460901,238.82484349633467,0.15404707231032258,0.0,0.0
5008.454999182044,238.82484349633467,0.15351698067115307,0.0,0.0
5011.456678903185,238.82484349633467,0.1529829122547466,0.0,0.0
5014.458358624328,238.82484349633467,0.15244506253254042,0.0,0.0
5017.460038345469,238.82484349633467,0.1519036240081479,0.0,0.0
5020.461718066612,238.82484349633467,0.15135878614749276,0.0,0.0
5023.463397787753,238.82484349633467,0.15081073531766787,0.0,0.0
5026.465077508896,238.82484349633467,0.15025965473402098,0.0,0.0
5029.466757230037,238.82484349633467,0.14970572441499186,0.0,0.0
5032.46843695118,238.82484349633467,0.14914912114420154,0.0,0.0
5035.470116672321,238.82484349633467,0.14859001843931957,0.0,0.0
5038.471796393464,238.82484349633467,0.1480285865272192,0.0,0.0
5041.473476114605,238.82484349633467,0.14746499232495963,0.0,0.0
5044.4751558357475,238.82484349633467,0.14689939942612273,0.0,0.0
5047.476835556889,238.82484349633467,0.14633196809206553,0.0,0.0
5050.478515278031,238.82484349633467,0.1457628552476412,0.0,0.0
5053.480194999172,238.82484349633467,0.14519221448097971,0.0,0.0
5056.481874720315,238.82484349633467,0.14462019604691267,0.0,0.0
5059.483554441456,238.82484349633467,0.14404694687366937,0.0,0.0
5062.485234162599,238.82484349633467,0.14347261057246533,0.0,0.0
5065.48691388374,238.82484349633467,0.1428973274496511,0.0,0.0
5068.488593604883,238.82484349633467,0.14232123452108453,0.0,0.0
5071.490273326024,238.82484349633467,0.14174446552843661,0.0,0.0
5074.491953047167,238.82484349633467,0.1411671509571404,0.0,0.0
5077.493632768308,238.82484349633467,0.14058941805573838,0.0,0.0
5080.495312489451,238.82484349633467,0.14001139085638384,0.0,0.0
5083.496992210592,238.82484349633467,0.13943319019629977,0.0,0.0
5086.498671931735,238.82484349633467,0.1388549337399982,0.0,0.0
5089.500351652876,238.82484349633467,0.13827673600210996,0.0,0.0
5092.502031374019,238.82484349633467,0.13769870837067608,0.0,0.0
5095.50371109516,238.82484349633467,0.13712095913079622,0.0,0.0
5098.505390816303,238.82484349633467,0.13654359348853098,0.0,0.0
5101.507070537444,238.82484349633467,0.13596671359499896,0.0,0.0
5104.508750258587,238.82484349633467,0.13539041857060666,0.0,0.0
5107.510429979728,238.82484349633467,0.1348148045293942,0.0,0.0
5110.5121097008705,238.82484349633467,0.13423996460347423,0.0,0.0
5113.5137894220115,238.82484349633467,0.1336659889675828,0.0,0.0
5116.515469143154,238.82484349633467,0.1330929648637553,0.0,0.0
5119.517148864295,238.82484349633467,0.13252097662617673,0.0,0.0
5122.518828585438,238.82484349633467,0.13195010570624832,0.0,0.0
5125.520508306579,238.82484349633467,0.13138043069794547,0.0,0.0
5128.522188027722,238.82484349633467,0.13081202736353065,0.0,0.0
5131.523867748863,238.82484349633467,0.13024496865971522,0.0,0.0
5134.525547470006,238.82484349633467,0.1296793247643486,0.0,0.0
5137.527227191147,238.82484349633467,0.12911516310374035,0.0,0.0
5140.52890691229,238.82484349633467,0.12855254838070082,0.0,0.0
5143.530586633431,238.82484349633467,0.12799154260341078,0.0,0.0
5146.532266354574,238.82484349633467,0.12743220511520523,0.0,0.0
5149.533946075715,238.82484349633467,0.12687459262537873,0.0,0.0
5152.535625796858,238.82484349633467,0.12631875924109168,0.0,0.0
5155.537305517999,238.82484349633467,0.1257647565004737,0.0,0.0
5158.538985239142,238.82484349633467,0.12521263340699174,0.0,0.0
5161.540664960283,238.82484349633467,0.12466243646516283,0.0,0.0
5164.542344681426,238.82484349633467,0.12411420971766055,0.0,0.0
5167.544024402567,238.82484349633467,0.12356799478387527,0.0,0.0
5170.54570412371,238.82484349633467,0.1230238308999543,0.0,0.0
5173.547383844851,238.82484349633467,0.12248175496035787,0.0,0.0
5176.5490635659935,238.82484349633467,0.12194180156093226,0.0,0.0
5179.5507432871345,238.82484349633467,0.12140400304350941,0.0,0.0
5182.552423008277,238.82484349633467,0.12086838954200799,0.0,0.0
5185.554102729418,238.82484349633467,0.12033498903001859,0.0,0.0
5188.555782450561,238.82484349633467,0.11980382736982115,0.0,0.0
5191.557462171702,238.82484349633467,0.11927492836279151,0.0,0.0
5194.559141892845,238.82484349633467,0.11874831380112044,0.0,0.0
5197.560821613986,238.82484349633467,0.11822400352077779,0.0,0.0
5200.562501335129,238.82484349633467,0.11770201545562284,0.0,0.0
5203.56418105627,238.82484349633467,0.11718236569257325,0.0,0.0
5206.565860777413,238.82484349633467,0.1166650685277142,0.0,0.0
5209.567540498554,238.82484349633467,0.11615013652324421,0.0,0.0
5212.569220219697,238.82484349633467,0.11563758056512466,0.0,0.0
5215.570899940838,238.82484349633467,0.11512740992131693,0.0,0.0
5218.572579661981,238.82484349633467,0.11461963230046528,0.0,0.0
5221.574259383122,238.82484349633467,0.1141142539109021,0.0,0.0
5224.575939104265,238.82484349633467,0.11361127951982843,0.0,0.0
5227.577618825406,238.82484349633467,0.11311071251254412,0.0,0.0
5230.579298546549,238.82484349633467,0.11261255495158101,0.0,0.0
5233.58097826769,238.82484349633467,0.11211680763561507,0.0,0.0
5236.582657988833,238.82484349633467,0.11162347015801574,0.0,0.0
5239.584337709974,238.82484349633467,0.11113254096491414,0.0,0.0
5242.5860174311165,238.82484349633467,0.11064401741265695,0.0,0.0
5245.5876971522575,238.82484349633467,0.11015789582453724,0.0,0.0
5248.5893768734,238.82484349633467,0.10967417154668015,0.0,0.0
5251.591056594541,238.82484349633467,0.10919283900298765,0.0,0.0
5254.592736315684,238.82484349633467,0.10871389174903345,0.0,0.0
5257.594416036825,238.82484349633467,0.10823732252482689,0.0,0.0
5260.596095757968,238.82484349633467,0.10776312330635232,0.0,0.0
5263.597775479109,238.82484349633467,0.10729128535581846,0.0,0.0
5266.599455200252,238.82484349633467,0.10682179927054035,0.0,0.0
5269.601134921393,238.82484349633467,0.10635465503040462,0.0,0.0
5272.602814642536,238.82484349633467,0.10588984204385729,0.0,0.0
5275.604494363677,238.82484349633467,0.1054273491923806,0.0,0.0
5278.60617408482,238.82484349633467,0.1049671648734144,0.0,0.0
5281.607853805961,238.82484349633467,0.10450927704170403,0.0,0.0
5284.609533527104,238.82484349633467,0.10405367324904535,0.0,0.0
5287.611213248245,238.82484349633467,0.10360034068242344,0.0,0.0
5290.612892969388,238.82484349633467,0.10314926620052925,0.0,0.0
5293.614572690529,238.82484349633467,0.10270043636866429,0.0,0.0
5296.616252411672,238.82484349633467,0.10225383749202957,0.0,0.0
5299.617932132813,238.82484349633467,0.10180945564742058,0.0,0.0
5302.619611853956,238.82484349633467,0.10136727671333573,0.0,0.0
5305.621291575097,238.82484349633467,0.10092728639852899,0.0,0.0
5308.6229712962395,238.82484349633467,0.10048947026902393,0.0,0.0
5311.6246510173805,238.82484349633467,0.10005381377362774,0.0,0.0
5314.626330738523,238.82484349633467,0.09962030226796958,0.0,0.0
5317.628010459664,238.82484349633467,0.09918892103710854,0.0,0.0
5320.629690180807,238.82484349633467,0.09875965531674101,0.0,0.0
5323.631369901948,238.82484349633467,0.09833249031305755,0.0,0.0
5326.633049623091,238.82484349633467,0.09790741122128344,0.0,0.0
5329.634729344232,238.82484349633467,0.09748440324295576,0.0,0.0
5332.636409065375,238.82484349633467,0.09706345160197453,0.0,0.0
5335.638088786516,238.82484349633467,0.09664454155948228,0.0,0.0
5338.639768507659,238.82484349633467,0.09622765842761132,0.0,0.0
5341.6414482288,238.82484349633467,0.09581278758215386,0.0,0.0
5344.643127949943,238.82484349633467,0.0953999144741945,0.0,0.0
5347.644807671084,238.82484349633467,0.09498902464076045,0.0,0.0
5350.646487392227,238.82484349633467,0.0945801037145281,0.0,0.0
5353.648167113368,238.82484349633467,0.09417313743264083,0.0,0.0
5356.649846834511,238.82484349633467,0.09376811164467494,0.0,0.0
5359.651526555652,238.82484349633467,0.09336501231980736,0.0,0.0
5362.653206276795,238.82484349633467,0.09296382555322043,0.0,0.0
5365.654885997936,238.82484349633467,0.0925645375717946,0.0,0.0
5368.656565719079,238.82484349633467,0.09216713473912284,0.0,0.0
5371.65824544022,238.82484349633467,0.09177160355989505,0.0,0.0
5374.6599251613625,238.82484349633467,0.09137793068368325,0.0,0.0
5377.6616048825035,238.82484349633467,0.09098610290817366,0.0,0.0
5380.663284603646,238.82484349633467,0.09059610718187373,0.0,0.0
5383.664964324787,238.82484349633467,0.09020793060633707,0.0,0.0
5386.66664404593,238.82484349633467,0.08982156043793169,0.0,0.0
5389.668443707709,238.82484349633467,0.08943696872235135,0.0,0.0
5392.67115297762,238.82484349633467,0.08905404260966705,0.0,0.0
5395.676092169286,238.82484349633467,0.08867260422846382,0.0,0.0
5398.685100539587,238.82484349633467,0.08829241334903375,0.0,0.0
5401.701543397379,238.82484349633467,0.08791304251395153,0.0,0.0
5404.731599363453,238.82484349633467,0.08753372052305407,0.0,0.0
5407.786683047698,238.82484349633467,0.08715303912239578,0.0,0.0
5410.888122524616,238.82484349633467,0.08676838901963085,0.0,0.0
5414.076599243694,238.82484349633467,0.08637482601691683,0.0,0.0
5417.432673089157,238.82484349633467,0.08596261429244151,0.0,0.0
5421.1271049063125,238.82484349633467,0.08551122291867329,0.0,0.0
5425.569244240654,238.82484349633467,0.08497168640024161,0.0,0.0
5431.97850105199,238.82484349633467,0.08419903216535592,0.0,0.0
5445.195178199789,238.82484349633467,0.08262442340164157,0.0,0.0
5473.8843358428985,238.82484349633467,0.07929982434734863,0.0,0.0
5513.284980957676,238.82484349633467,0.07498684238065983,0.0,0.0
5553.284980957676,238.82484349633467,0.07085471743720087,0.0,0.0
5593.284980957676,238.82484349633467,0.06695307809865512,0.0,0.0
5633.284980957676,238.82484349633467,0.06326778846610999,0.0,0.0
5673.284980957676,238.82484349633467,0.05978609295090514,0.0,0.0
5713.284980957676,238.82484349633467,0.05649630530142483,0.0,0.0
5753.284980957676,238.82484349633467,0.05338760188665283,0.0,0.0
5793.284980957676,238.82484349633467,0.050449883208625056,0.0,0.0
5833.284980957676,238.82484349633467,0.04767367899561315,0.0,0.0
5873.284980957676,238.82484349633467,0.04505008079360868,0.0,0.0
5913.284980957676,238.82484349633467,0.04257069185322182,0.0,0.0
5953.284980957676,238.82484349633467,0.0402275879523106,0.0,0.0
5993.284980957676,238.82484349633467,0.03801328523507417,0.0,0.0
6033.284980957676,238.82484349633467,0.035920712669562226,0.0,0.0
6073.284980957676,238.82484349633467,0.03394318766177994,0.0,0.0
6113.284980957676,238.82484349633467,0.03207439393538476,0.0,0.0
6153.284980957676,238.82484349633467,0.030308361131374965,0.0,0.0
6193.284980957676,238.82484349633467,0.028639445789833278,0.0,0.0
6233.284980957676,238.82484349633467,0.02706231349989811,0.0,0.0
6273.284980957676,238.82484349633467,0.025571922077918186,0.0,0.0
6313.284980957676,238.82484349633467,0.02416350567741434,0.0,0.0
6353.284980957676,238.82484349633467,0.02283255976025069,0.0,0.0
6393.284980957676,238.82484349633467,0.021574826873661555,0.0,0.0
6433.284980957676,238.82484349633467,0.020386283186882532,0.0,0.0
6473.284980957676,238.82484349633467,0.019263125746701724,0.0,0.0
6513.284980957676,238.82484349633467,0.01820176041481086,0.0,0.0
6553.284980957676,238.82484349633467,0.01719879045228942,0.0,0.0
6593.284980957676,238.82484349633467,0.01625100571840303,0.0,0.0
6633.284980957676,238.82484349633467,0.015355372452433118,0.0,0.0
6673.284980957676,238.82484349633467,0.014509023608624744,0.0,0.0
6713.284980957676,238.82484349633467,0.01370924971563196,0.0,0.0
6753.284980957676,238.82484349633467,0.01295349023308843,0.0,0.0
6793.284980957676,238.82484349633467,0.01223932537915501,0.0,0.0
6833.284980957676,238.82484349633467,0.011564468404094676,0.0,0.0
6873.284980957676,238.82484349633467,0.010926758286103986,0.0,0.0
6913.284980957676,238.82484349633467,0.010324152826778161,0.0,0.0
6953.284980957676,238.82484349633467,0.009754722124704077,0.0,0.0
6993.284980957676,238.82484349633467,0.009216642406759144,0.0,0.0
7033.284980957676,238.82484349633467,0.008708190197736068,0.0,0.0
7073.284980957676,238.82484349633467,0.008227736809917965,0.0,0.0
7113.284980957676,238.82484349633467,0.0077737431351896985,0.0,0.0
7153.284980957676,238.82484349633467,0.007344754723190435,0.0,0.0
7193.284980957676,238.82484349633467,0.006939397129891364,0.0,0.0
7233.284980957676,238.82484349633467,0.0065563715218162335,0.0,0.0
7273.284980957676,238.82484349633467,0.006194450521919311,0.0,0.0
7313.284980957676,238.82484349633467,0.0058524742838897345,0.0,0.0
7353.284980957676,238.82484349633467,0.005529346782368757,0.0,0.0
7393.284980957676,238.82484349633467,0.005224032307246094,0.0,0.0
7433.284980957676,238.82484349633467,0.0049355521508467354,0.0,0.0
7473.284980957676,238.82484349633467,0.004662981477429726,0.0,0.0
