time_s,S2_M,I2_M,S2_tot_M
600,2.2388529607841092e-10,9.885930302097956e-08,1.07678055433323e-06
1200,2.4898030812780106e-10,9.778603343475671e-08,1.9784341468177798e-06
1800,2.7477187848582565e-10,9.676675493990519e-08,2.7336081550133696e-06
2400,3.0087774515125647e-10,9.579204367480625e-08,3.366250791285283e-06
3000,3.268982450081033e-10,9.485605571720495e-08,3.8963842767555684e-06
3600,3.524405181697913e-10,9.3955871521782e-08,4.340746268788703e-06
4200,3.7714169729390455e-10,9.309082278802199e-08,4.713327270365915e-06
4800,4.0068826066980453e-10,9.226182829569013e-08,5.025820920215198e-06
5400,4.2282953594284236e-10,9.147077224953738e-08,5.288001224486276e-06
6000,4.433844677631291e-10,9.071995769538553e-08,5.5080384509729156e-06
6600,4.622418954159109e-10,9.001165987075599e-08,5.6927634876915865e-06
7200,4.793554652636662e-10,8.934779266637889e-08,5.847888894523203e-06
7800,4.947347916243552e-10,8.872968886762094e-08,5.97819358126258e-06
8400,5.084345768301808e-10,8.815798415789337e-08,6.087676969112535e-06
9000,5.205432002230801e-10,8.763258755854483e-08,6.179687588505398e-06
9600,5.31171918430202e-10,8.715271745661579e-08,6.257030298999759e-06
10200,5.404454071420196e-10,8.671698215930323e-08,6.322055661749652e-06
10800,5.484940032896688e-10,8.632348607033433e-08,6.376734433926536e-06
11400,5.554477200126287e-10,8.596994607106566e-08,6.422719674550625e-06
12000,5.6082053747611e-10,8.56514470912181e-08,6.461524730093778e-06
12600,5.659527877788526e-10,8.536774413515022e-08,6.494053838510114e-06
13200,5.703403955096706e-10,8.511625329382023e-08,6.521418556225671e-06
13800,5.74082265250282e-10,8.489415199952488e-08,6.544440604580043e-06
14400,5.772668155648373e-10,8.469867908854557e-08,6.563810447525601e-06
15000,5.799722805202101e-10,8.452718317837115e-08,6.580108398377401e-06
15600,5.822673008279253e-10,8.437715694053828e-08,6.5938222952861484e-06
16200,5.84211682771476e-10,8.424625940640033e-08,6.605362312590621e-06
16800,5.85857236255074e-10,8.413232847718914e-08,6.615073379324364e-06
17400,5.87248630134275e-10,8.403338568252226e-08,6.623245596884316e-06
18000,5.884242237854181e-10,8.394763501433874e-08,6.630122982295797e-06
18600,5.894168494263412e-10,8.387345740641892e-08,6.635910809207981e-06
19200,5.902545309560716e-10,8.380940216647909e-08,6.640781773733775e-06
19800,5.909611329547932e-10,8.375417641876688e-08,6.644881174870798e-06
20400,5.915569387882561e-10,8.370663339130241e-08,6.648331268165853e-06
21000,5.920591601653311e-10,8.366576018830108e-08,6.651234925414875e-06
21600,5.924823825374864e-10,8.363066552568799e-08,6.6536787116249645e-06
22200,5.928389518146437e-10,8.36005677743547e-08,6.655735472465928e-06
22800,5.931393083097498e-10,8.357478354898554e-08,6.657466510399738e-06
23400,5.933922738383498e-10,8.355271699640957e-08,6.658923415097913e-06
24000,5.93605297649482e-10,8.353384987293857e-08,6.660149603227112e-06
24600,5.937846664620893e-10,8.351773245165169e-08,6.661181613861701e-06
25200,5.939356834030355e-10,8.35039752650398e-08,6.662050198386301e-06
25800,5.940628201393324e-10,8.349224166317418e-08,6.662781237547728e-06
26400,5.94169846000394e-10,8.348224115038291e-08,6.66339651310884e-06
27000,5.941985208519919e-10,8.347954057452892e-08,6.6635613428908675e-06
27600,5.941985208519919e-10,8.347954057452892e-08,6.6635613428908675e-06
28200,5.941985208519919e-10,8.347954057452892e-08,6.6635613428908675e-06
28800,5.941985208519919e-10,8.347954057452892e-08,6.6635613428908675e-06
