time_s,S2_M,I2_M,S2_tot_M
600,1.396750666879047e-09,9.428570213006356e-08,1.0857338349711643e-06
1200,3.6778964166288085e-09,8.395519662372156e-08,1.9861709124910886e-06
1800,1.4629190243138267e-07,1.5916529540564643e-08,2.73530946818846e-06
2400,7.519618230447483e-07,4.105567646277262e-10,3.3769587898970294e-06
3000,1.2645508230502527e-06,2.4331592139557086e-10,3.914461859049421e-06
3600,1.7001199104303218e-06,1.814843871107838e-10,4.364150197099249e-06
4200,2.0670193228501207e-06,1.4965953702319026e-10,4.740363436623047e-06
4800,2.3751388597451852e-06,1.3051466203062966e-10,5.055106285739193e-06
5400,2.63353082798999e-06,1.1790020010450524e-10,5.31842252750597e-06
6000,2.8500541280706185e-06,1.0908248043903755e-10,5.538714909166897e-06
6600,3.0314086125773667e-06,1.0266087928382551e-10,5.7230132230909835e-06
7200,3.1832607462472106e-06,9.78433101124119e-11,5.877198636067758e-06
7800,3.310383682137414e-06,9.414795422455196e-11,6.006191369908953e-06
8400,3.416788977948707e-06,9.126482152021161e-11,6.114107715643788e-06
9000,3.505843483122836e-06,8.898541788450211e-11,6.204391391638823e-06
9600,3.580370459392753e-06,8.716438961137659e-11,6.279923437997915e-06
10200,3.642736853127702e-06,8.582684451861847e-11,6.343038666579692e-06
10800,3.6943163379159745e-06,8.462880053296099e-11,6.395296757806743e-06
11400,3.737582204030002e-06,8.364818224429739e-11,6.439122943354272e-06
12000,3.773870058631823e-06,8.28432314122267e-11,6.475875692846949e-06
12600,3.804303211644066e-06,8.218010796928573e-11,6.506695249212205e-06
13200,3.829824817113813e-06,8.163220826176707e-11,6.532538486478814e-06
13800,3.851226547665579e-06,8.117840586860199e-11,6.554208256839871e-06
14400,3.869172778432958e-06,8.080178039637137e-11,6.572378087820144e-06
15000,3.884220958036855e-06,8.048868214516234e-11,6.587612950168396e-06
15600,3.896838751402782e-06,8.022803266668236e-11,6.600386711228276e-06
16200,3.90741845537309e-06,8.001079407958542e-11,6.611096795999847e-06
16800,3.916289114020968e-06,7.982956117178837e-11,6.62007649814716e-06
17400,3.923726696112286e-06,7.967824423987581e-11,6.627605314661679e-06
18000,3.9299626415899855e-06,7.955181994395143e-11,6.6339176194458e-06
