param_value,replicate_id,I2_center_final_nM,S2_free_center_final_nM,S2_total_center_final_nM,half_time_center_hr,n_samples,wall_time_s,n_cells,n_cells_sender_node,n_cells_receiver_node,mesh_file,t_shutoff_hr,t_stop_hr,on_converged,off_converged
0.05,0,100.0000000000041,1.6032627866620888e-21,3.3886360737625927e-16,44.66666666666666,3351,868.9049913340714,10758,398,398,conformal_ccd=200.0_nd=75.0_fine=5.00_coarse=100.0_gr=1.50_cpl=3_W=5000_H=5000.msh,15.833333333333334,55.833333333333336,True,True
0.1,0,100.00000000000315,1.5556587260187554e-21,3.401492414864362e-16,44.388888888888886,3301,862.7554328269325,10758,398,398,conformal_ccd=200.0_nd=75.0_fine=5.00_coarse=100.0_gr=1.50_cpl=3_W=5000_H=5000.msh,15.0,55.0,True,True
0.15,0,100.00000000000315,1.5142788267244644e-21,3.401222589073083e-16,44.55,3301,862.5585482919123,10758,398,398,conformal_ccd=200.0_nd=75.0_fine=5.00_coarse=100.0_gr=1.50_cpl=3_W=5000_H=5000.msh,15.0,55.0,True,True
0.2,0,100.00000000000313,1.4762254656241753e-21,3.395187323393224e-16,44.71666666666667,3301,864.9986201149877,10758,398,398,conformal_ccd=200.0_nd=75.0_fine=5.00_coarse=100.0_gr=1.50_cpl=3_W=5000_H=5000.msh,15.0,55.0,True,True
