time_hours,I2_center_nM,S2_free_center_nM,S2_total_center_nM,I1O2_active
0.0,100.0,0.0,0.0,1
0.016666666666666666,99.95987849041107,0.04540013342510726,1.1530015939838372,1
0.03333333333333333,99.87656852698586,0.09515270711352199,3.4921163194681637,1
0.05,99.75770048097532,0.13725417152341343,6.779287141847602,1
0.06666666666666667,99.60996920943573,0.17261975603338547,10.814543027813071,1
0.08333333333333333,99.43769813545154,0.20380435390747076,15.464981371685283,1
0.1,99.24345323755301,0.23271924949176123,20.64513898017283,1
0.11666666666666667,99.02867137115481,0.26060443977192366,26.299144652430396,1
0.13333333333333333,98.79406758175348,0.2882658438572959,32.38931690811685,1
0.15,98.53988132717329,0.3162491897626816,38.88922045579138,1
0.16666666666666666,98.26602705954559,0.34494323614477745,45.779347800158746,1
0.18333333333333332,97.97218978992514,0.37463906866145286,53.04431867711084,1
0.2,97.65788861541874,0.40556457408272795,60.67097645644628,1
0.21666666666666667,97.32252115165691,0.4379049553865942,68.64703440516746,1
0.23333333333333334,96.96539631967187,0.47181522101438306,76.96007469133711,1
0.25,96.585759899984,0.507427916316415,85.59678632042959,1
0.26666666666666666,96.18281554560636,0.5448579406304315,94.54237568830747,1
0.2833333333333333,95.75574294034529,0.5842055190342396,103.78011124603917,1
0.3,95.30371418319638,0.6255579656113793,113.29098040181908,1
0.31666666666666665,94.82590910359575,0.6689906268172766,123.05344680490082,1
0.3333333333333333,94.32152997153118,0.714567246952369,133.0433020878205,1
0.35,93.78981590723642,0.7623399091399308,143.23360941911403,1
0.36666666666666664,93.23005718566098,0.8123486508172166,153.5947376819254,1
0.38333333333333336,92.64160955176513,0.864620819391297,164.0944852635382,1
0.4,92.0239086016695,0.9191702139427965,174.69829165886617,1
0.4166666666666667,91.37648423370361,0.9759960484413152,185.36953360421913,1
0.43333333333333335,90.69897512692144,1.0350817684381508,196.0699004649359,1
0.45,89.9911430078153,1.0963937628391065,206.75984360546724,1
0.4666666666666667,89.25288731267071,1.1598799747477138,217.39907798986386,1
0.48333333333333334,88.48425859437938,1.2254685323697683,227.94714685914573,1
0.5,87.68547187177055,1.2930663992297955,238.3640112051696,1
0.5166666666666667,86.85691891123756,1.3625581542050633,248.6106589537122,1
0.5333333333333333,85.99917921997816,1.4338049936256203,258.6497132409478,1
0.55,85.11302933439542,1.5066440670456989,268.4460206827583,1
