time_s,I2_M,Th2_M,S2_M,S2_I2_M,S2_Th2_M
0.0,7.785898339647885e-08,7.785898339647882e-07,0.0,0.0,0.0
60.0,7.784871843314582e-08,7.775805518011723e-07,2.3420394057744166e-11,1.0108720367603398e-11,1.0092362694523575e-09
120.0,7.782184757154092e-08,7.74939299929296e-07,6.195785613182844e-11,3.6669388413536995e-11,3.6501904851496777e-09
180.0,7.777647986564522e-08,7.704922742221929e-07,1.05860310815143e-10,8.168730646739613e-11,8.096407443688827e-09
240.0,7.771255619781357e-08,7.642611553582554e-07,1.5103681875353754e-10,1.4535066586498177e-10,1.4325989338479221e-08
300.0,7.763042382444734e-08,7.563215671407063e-07,1.965523336466407e-10,2.2742758380446883e-10,2.2263144227949492e-08
360.0,7.753035772589802e-08,7.467544878154944e-07,2.425575477571929e-10,3.277451477436876e-10,3.1826759503750654e-08
420.0,7.741175115300662e-08,7.356348808345516e-07,2.895016884543219e-10,4.4630652229649165e-10,4.2942139883125236e-08
480.0,7.727470845381922e-08,7.230311855504491e-07,3.378322593371923e-10,5.832991707435035e-10,5.554125539000919e-08
540.0,7.711888076236081e-08,7.090076059024584e-07,3.879819735812212e-10,7.390743997719294e-10,6.956015555142443e-08
600.0,7.694376867200837e-08,6.936263030975582e-07,4.4036208946961543e-10,9.141345511130634e-10,8.493696512510877e-08
660.0,7.674873273520319e-08,6.76949229446014e-07,4.953731553001011e-10,1.1091225154412596e-09,1.0161004528194493e-07
720.0,7.653299954403805e-08,6.59039579557734e-07,5.534161820528309e-10,1.3248156799876222e-09,1.195165381291186e-07
780.0,7.629566436460447e-08,6.399629434502385e-07,6.149019522909168e-10,1.5621233362631514e-09,1.3859120982652047e-07
840.0,7.603569122272886e-08,6.197882401498577e-07,6.802586504424172e-10,1.8220866509043134e-09,1.5876551360879325e-07
900.0,7.575191109855509e-08,5.985884874813822e-07,7.499383897439208e-10,2.105880543377684e-09,1.7996681691733926e-07
960.0,7.544301867730922e-08,5.764414440727139e-07,8.244231631387202e-10,2.4148170246052153e-09,2.0211775648426374e-07
1020.0,7.510756795388489e-08,5.534233658587839e-07,9.042306306206295e-10,2.750349700205988e-09,2.2513537875226135e-07
1080.0,7.474396365973442e-08,5.296268607090984e-07,9.89927301390856e-10,3.1140824749279265e-09,2.489313484917564e-07
1140.0,7.435045880488059e-08,5.051464671288734e-07,1.082119790349424e-09,3.5077721535445773e-09,2.7341112168764533e-07
1200.0,7.392514650906308e-08,4.800831480760843e-07,1.1814725921135036e-09,3.93333677520999e-09,2.984737303501362e-07
1260.0,7.34659525775199e-08,4.545445399137338e-07,1.2887131355995318e-09,4.3928632126968546e-09,3.240115337100026e-07
1320.0,7.297062800050851e-08,4.2864515514418186e-07,1.4046398000580685e-09,4.888614845905804e-09,3.4991001568328723e-07
1380.0,7.243674193151022e-08,4.0250654465750083e-07,1.5301302075164943e-09,5.423038731463712e-09,3.760476228915224e-07
1440.0,7.18616761040133e-08,3.7625742146633973e-07,1.6661491023235216e-09,5.9987712693008074e-09,4.022956412849634e-07
1500.0,7.124178919655585e-08,3.500337370407741e-07,1.8137546556933048e-09,6.618632415668599e-09,4.285181202746206e-07
1560.0,7.057475546007457e-08,3.23978676949059e-07,1.9742462459248524e-09,7.2856363196501905e-09,4.5457187767947724e-07
1620.0,6.985737814470381e-08,2.982422907074686e-07,2.1486356727490447e-09,8.002979274429282e-09,4.803068705533449e-07
1680.0,6.90863206784892e-08,2.729817443449785e-07,2.3383414374829368e-09,8.774091920882685e-09,5.055659434994479e-07
1740.0,6.825814727082458e-08,2.4835761051595296e-07,2.544740155541236e-09,9.602335463997829e-09,5.301860552341392e-07
1800.0,6.736939828759541e-08,2.2453988168857785e-07,2.7692046892520045e-09,1.0491171320339717e-08,5.539994056579647e-07
1860.0,6.64167253247084e-08,2.0169865343887432e-07,3.0129832310088015e-09,1.1443948999965435e-08,5.76835989298358e-07
1920.0,6.539706908303858e-08,1.8000283398848875e-07,3.2770906233620927e-09,1.2463727736463735e-08,5.985270257848597e-07
1980.0,6.430790479130118e-08,1.5961494526976573e-07,3.5621194213488814e-09,1.355303054016902e-08,6.189101535682175e-07
2040.0,6.314755323111715e-08,1.4068409871280163e-07,3.8680183942385724e-09,1.4713532783400542e-08,6.378364398558285e-07
2100.0,6.191554225094553e-08,1.2333727439531515e-07,4.19385946378875e-09,1.5945700662369044e-08,6.551790783889259e-07
2160.0,6.061298111328875e-08,1.0766959134557888e-07,4.537643467371235e-09,1.7248417401198857e-08,6.708430916373004e-07
2220.0,5.9242885598335865e-08,9.373493450687185e-08,4.896214245830134e-09,1.861865930731411e-08,6.847746801190615e-07
2280.0,5.781037624570552e-08,8.153884990122987e-08,5.2653491424647775e-09,2.0051101566887187e-08,6.969683161143249e-07
2340.0,5.632267484122722e-08,7.103568160210997e-08,5.6400593542136575e-09,2.1538741954088997e-08,7.074696125167509e-07
2400.0,5.478887621761764e-08,6.213125540314937e-08,6.0150688370820395e-09,2.307248688145657e-08,7.163726587644513e-07
2460.0,5.321949127949576e-08,5.469111221800697e-08,6.385372067160972e-09,2.46418259484097e-08,7.238118120119733e-07
2520.0,5.162584949750603e-08,4.8553249075477175e-08,6.746457506707041e-09,2.6235429507087425e-08,7.299493740376909e-07
2580.0,5.0019480782728304e-08,4.354086134671637e-08,7.09574359362214e-09,2.784176697076766e-08,7.34961535746359e-07
2640.0,4.8411484772988e-08,3.9477014915644483e-08,7.431077650173153e-09,2.9449737749182677e-08,7.390252123802198e-07
2700.0,4.6812126695943124e-08,3.6194823231694634e-08,7.751643521086167e-09,3.104907558311762e-08,7.423072756151447e-07
2760.0,4.5230541459318934e-08,3.3544467922848364e-08,8.057549789035033e-09,3.263064458723665e-08,7.449520699069736e-07
2820.0,4.3674947371522705e-08,3.139675191060825e-08,8.349542798982793e-09,3.4186598262963474e-08,7.470954622126873e-07
