time_s,I2_M,Th2_M,S2_M,S2_I2_M,S2_Th2_M
0.0,7.785898339647885e-08,1.5571796679295763e-05,0.0,0.0,0.0
60.0,7.78588730081952e-08,1.5571575911598478e-05,2.794608954235014e-13,1.0862983599203132e-13,2.172509416336248e-10
120.0,7.785859904326177e-08,1.5571028055064288e-05,7.001667355531105e-13,3.7886260833172517e-13,7.576441211273872e-10
180.0,7.785815494533416e-08,1.557014010615345e-05,1.1466917194418247e-12,8.178673670422428e-13,1.6354093660045693e-09
240.0,7.785754938128268e-08,1.5568929543981305e-05,1.5802642002239337e-12,1.4176159575445349e-12,2.8343455917598328e-09
300.0,7.785679298006373e-08,1.5567417796637823e-05,1.995105961678549e-12,2.1679755495369772e-12,4.334017141501654e-09
360.0,7.7855894969095e-08,1.5565623509483984e-05,2.3940521255434345e-12,3.060093406631013e-12,6.116527769516059e-09
420.0,7.78548628679526e-08,1.5563561930856532e-05,2.7808770884497597e-12,4.086739199959053e-12,8.167206975838085e-09
480.0,7.785370282232187e-08,1.5561245579088266e-05,3.1586310421057708e-12,5.241994792041653e-12,1.0473990482471138e-08
540.0,7.785241995822566e-08,1.5558684950303682e-05,3.529548793945842e-12,6.520914099825097e-12,1.3026740655121408e-08
600.0,7.785101864909339e-08,1.555588905196576e-05,3.895244711106695e-12,7.919264755556632e-12,1.581673045875198e-08
660.0,7.784950270314307e-08,1.5552865777080026e-05,4.2568987412596985e-12,9.433346643311742e-12,1.883628114030158e-08
720.0,7.784787549403711e-08,1.5549622164964167e-05,4.615390242789246e-12,1.1059865663613383e-11,2.2078510353484747e-08
780.0,7.784614005353576e-08,1.5546164586027336e-05,4.971387845399814e-12,1.2795844658509633e-11,2.5537154594472377e-08
840.0,7.78442991389812e-08,1.554249887621703e-05,5.325408833287311e-12,1.463855899384138e-11,2.920644094595396e-08
900.0,7.784235528400188e-08,1.553863043790814e-05,5.677858485117613e-12,1.6585488572494443e-11,3.308099168260288e-08
960.0,7.784031083785275e-08,1.553456431805553e-05,6.029056442548424e-12,1.8634280946749208e-11,3.715575108080399e-08
1020.0,7.783816799687572e-08,1.553030527057215e-05,6.3792547272203695e-12,2.0782722087899352e-11,4.1425927556082625e-08
1080.0,7.78359288303274e-08,1.5525857807418272e-05,6.7286503876420705e-12,2.3028712591015097e-11,4.5886946690767566e-08
1140.0,7.783359530202977e-08,1.552120860269868e-05,7.077313286026721e-12,2.537024787521229e-11,5.0534391500059476e-08
1200.0,7.783116933378018e-08,1.5516377210385745e-05,7.425451965021295e-12,2.7805360914961283e-11,5.536392620218512e-08
1260.0,7.782865271662408e-08,1.5511367742080217e-05,7.773167527324266e-12,3.033220369459624e-11,6.037144254676938e-08
1320.0,7.782604718141517e-08,1.5506184210828005e-05,8.120517357223175e-12,3.294898234683385e-11,6.555293101471059e-08
1380.0,7.782335441187972e-08,1.5500830553949415e-05,8.467530809343873e-12,3.565394531534824e-11,7.090445795225936e-08
1440.0,7.78205760553817e-08,1.5495310651472408e-05,8.814214280279893e-12,3.8445373702582266e-11,7.642214710390534e-08
1500.0,7.781771373205599e-08,1.548962834150285e-05,9.160554660262479e-12,4.132157313509806e-11,8.21021642112638e-08
1560.0,7.78147690425608e-08,1.548378743302422e-05,9.50652222358022e-12,4.4280866901591315e-11,8.794070418576226e-08
1620.0,7.781174357460733e-08,1.547779171643162e-05,9.852073189619365e-12,4.732159021289011e-11,9.393398054984189e-08
1680.0,7.780863890839154e-08,1.5471644972042664e-05,1.0197152029710859e-11,5.044208546495772e-11,1.0007821690410062e-07
1740.0,7.78054566210396e-08,1.5465350976799526e-05,1.0541693551328173e-11,5.36406984001402e-11,1.0636964020590006e-07
1800.0,7.780219829016934e-08,1.5458913509360282e-05,1.0885624776128317e-11,5.6915775070054313e-11,1.12804475661139e-07
1860.0,7.779886549666429e-08,1.5452336353765892e-05,1.1228866622721299e-11,6.026565950937793e-11,1.1937894304266622e-07
1920.0,7.77954598267514e-08,1.544562330185896e-05,1.1571335403201648e-11,6.368869203487862e-11,1.2608925425912155e-07
1980.0,7.779198287346914e-08,1.5438778154620123e-05,1.1912944142288971e-11,6.718320808895618e-11,1.3293161200814492e-07
2040.0,7.778843623760677e-08,1.5431804722577445e-05,1.2253603728472792e-11,7.074753755206734e-11,1.3990220935842109e-07
2100.0,7.778482152819098e-08,1.5424706825433137e-05,1.2593223907368228e-11,7.43800044537378e-11,1.4699723011609885e-07
2160.0,7.778114036258982e-08,1.541748829104034e-05,1.293171412831022e-11,7.807892701744812e-11,1.542128498427056e-07
2220.0,7.777739436629872e-08,1.5410152953850696e-05,1.3268984255884782e-11,8.18426179804367e-11,1.6154523740362324e-07
2280.0,7.777358517246627e-08,1.5402704652941455e-05,1.3604945158555087e-11,8.56693851353022e-11,1.6899055693829012e-07
2340.0,7.776971442121311e-08,1.539514722971868e-05,1.393950918673797e-11,8.955753204611065e-11,1.7654497015534218e-07
2400.0,7.77657837587895e-08,1.538748452538146e-05,1.4272590552636775e-11,9.350535889740971e-11,1.8420463886767118e-07
2460.0,7.77617948366127e-08,1.5379720378220725e-05,1.4604105623846394e-11,9.7511163440039e-11,1.9196572769368814e-07
