time_s,I2_M,Th2_M,S2_M,S2_I2_M,S2_Th2_M
0.0,1.0000000000000001e-07,5e-06,0.0,0.0,0.0
600.0,9.751819996016147e-08,4.004851329966938e-06,1.0659661649706774e-09,2.48180385312608e-09,9.95142728594194e-07
1200.0,8.069334158881883e-08,1.5662840000276943e-06,8.311727515015594e-09,1.9308176136179283e-08,3.4336852916931024e-06
1800.0,2.4493096643005326e-08,3.160522540773173e-08,5.47382240800979e-08,7.550846054298641e-08,4.968251393647297e-06
2400.0,3.891149327167943e-09,1.6628878222508882e-08,9.063587316982397e-08,9.61074351436004e-08,4.983097984813159e-06
3000.0,2.580581373812317e-09,1.2797485727515182e-08,1.173699573930598e-07,9.741663869076301e-08,4.986644154538678e-06
3600.0,2.146987640059525e-09,1.0763039170419564e-08,1.3938963647890476e-07,9.78496992692955e-08,4.98854710395106e-06
4200.0,1.8893303519714264e-09,9.507744824514405e-09,1.5770765142655328e-07,9.809950831224659e-08,4.989728168374879e-06
4800.0,1.7186904963663568e-09,8.665086748548375e-09,1.729949453459975e-07,9.826512603611844e-08,4.990524982031467e-06
5400.0,1.5986023479839823e-09,8.067500809816094e-09,1.857768017869639e-07,9.838170810637462e-08,4.9910934081431055e-06
6000.0,1.5106077765142734e-09,7.627150882908299e-09,1.964678482454557e-07,9.846715359406652e-08,4.9910934081431055e-06
6600.0,1.4442510730551586e-09,7.294110062104427e-09,2.0541149359233485e-07,9.853160086587896e-08,4.9910934081431055e-06
7200.0,1.3931358772069236e-09,7.037088142948488e-09,2.1289375843425873e-07,9.858125371674764e-08,4.9910934081431055e-06
7800.0,1.3531176188880837e-09,6.835600982977376e-09,2.1915359477330422e-07,9.862013267720425e-08,4.9910934081431055e-06
8400.0,1.3213898604869676e-09,6.675703335082653e-09,2.243907713548021e-07,9.865096084990276e-08,4.9910934081431055e-06
9000.0,1.2959838084393469e-09,6.547574245214541e-09,2.2877237414843174e-07,9.867564901386336e-08,4.9910934081431055e-06
9600.0,1.2754779307056958e-09,6.444102273619371e-09,2.3243817821490702e-07,9.869557711504219e-08,4.9910934081431055e-06
10200.0,1.2588211574334993e-09,6.360017824446044e-09,2.3550511997371392e-07,9.87117656793325e-08,4.9910934081431055e-06
10800.0,1.2452208227154502e-09,6.291340155406961e-09,2.3807103159618032e-07,9.872498447669484e-08,4.9910934081431055e-06
11400.0,1.2340878552464395e-09,6.235013172308555e-09,2.4021776137828216e-07,9.873587174457014e-08,4.9910934081431055e-06
12000.0,1.224803039370091e-09,6.188657944639876e-09,2.420138077927242e-07,9.873687123066596e-08,4.9910934081431055e-06
12600.0,1.217140530050917e-09,6.150402367594776e-09,2.435164534437915e-07,9.873687123066596e-08,4.9910934081431055e-06
13200.0,1.21082928791399e-09,6.1188919504640876e-09,2.4476826702330966e-07,9.873687123066596e-08,4.9910934081431055e-06
13800.0,1.2055867259474375e-09,6.092700709171518e-09,2.458186677598177e-07,9.873687123066596e-08,4.9910934081431055e-06
14400.0,1.201231746300205e-09,6.0709424445138066e-09,2.466981767633471e-07,9.873687123066596e-08,4.9910934081431055e-06
15000.0,1.1976108956703349e-09,6.052849449888941e-09,2.4743435003508986e-07,9.873687123066596e-08,4.9910934081431055e-06
15600.0,1.1945973768708313e-09,6.037789378706901e-09,2.4805048809207293e-07,9.873687123066596e-08,4.9910934081431055e-06
16200.0,1.1920870945522973e-09,6.025242934588235e-09,2.4856614376037967e-07,9.873687123066596e-08,4.9910934081431055e-06
16800.0,1.1899944288812564e-09,6.014782840522173e-09,2.489976977376297e-07,9.873687123066596e-08,4.9910934081431055e-06
17400.0,1.188248791666074e-09,6.0060567210195875e-09,2.49358864541302e-07,9.873687123066596e-08,4.9910934081431055e-06
18000.0,1.1867918566345663e-09,5.998773331238727e-09,2.4966112364987536e-07,9.873687123066596e-08,4.9910934081431055e-06
