time_s,I2_M,Th2_M,S2_M,S2_I2_M,S2_Th2_M
0.0,7.785898339647885e-08,3.892949169823941e-06,0.0,0.0,0.0
60.0,7.785757475012602e-08,3.892245102917259e-06,3.430570407736835e-12,1.386548952711139e-12,6.930221816810814e-10
120.0,7.785400372389614e-08,3.890484675511868e-06,8.782237199372826e-12,4.911412742182349e-12,2.453296591630599e-09
180.0,7.784812218380746e-08,3.887581129836299e-06,1.4620322710330574e-11,1.0732751774264922e-11,5.3564484526428735e-09
240.0,7.784000081258086e-08,3.883569212087314e-06,2.0413017739989437e-11,1.8790623340944847e-11,9.367647691602954e-09
300.0,7.782974856845289e-08,3.878504902461435e-06,2.6056324483098955e-11,2.8983848771990377e-11,1.4430363964320634e-08
360.0,7.78174610330448e-08,3.872439346494264e-06,3.1579696778434906e-11,4.1224720017380136e-11,2.049383654199579e-08
420.0,7.780321232765507e-08,3.8654145181422344e-06,3.702796498287641e-11,5.5444979873430875e-11,2.751610264286654e-08
480.0,7.778705799165901e-08,3.8574644815654065e-06,4.244247918795654e-11,7.159406534536846e-11,3.546311804791395e-08
540.0,7.77690389687461e-08,3.848617291570386e-06,4.78560269036697e-11,8.963532348514657e-11,4.4306853877773e-08
600.0,7.774918487128114e-08,3.838896579582334e-06,5.329425748828623e-11,1.0954348341729558e-10,5.402401239032298e-08
660.0,7.772751637369181e-08,3.828322728668738e-06,5.87776229252867e-11,1.3130010249624433e-10,6.459375003553403e-08
720.0,7.770404689276289e-08,3.816913705447235e-06,6.432288973588215e-11,1.548944644194564e-10,7.59980859909613e-08
780.0,7.767878385062182e-08,3.8046856902112684e-06,6.99441815758713e-11,1.8032146010537146e-10,8.822082905933333e-08
840.0,7.765172961311561e-08,3.791653548625251e-06,7.565367341655784e-11,2.0758068474418147e-10,1.0124710577918106e-07
900.0,7.762288222358863e-08,3.7778312027050706e-06,8.146204804600045e-11,2.3667810608764447e-10,1.1506410221764648e-07
960.0,7.759223604285729e-08,3.7632319532957784e-06,8.737879416686379e-11,2.6761922110278074e-10,1.2965781045157164e-07
1020.0,7.755978218481968e-08,3.747868702847817e-06,9.341240528303245e-11,3.0041407047749413e-10,1.4501536177996828e-07
1080.0,7.752550898677524e-08,3.7317541896345367e-06,9.957050957215116e-11,3.350752123351115e-10,1.6112405013021395e-07
1140.0,7.748940240639177e-08,3.714901182395273e-06,1.0585995729114377e-10,3.7161734245439273e-10,1.7797113719708254e-07
1200.0,7.745095030163812e-08,3.6973226536796195e-06,1.1228688404327588e-10,4.100563963415779e-10,1.955436796247893e-07
1260.0,7.741058324024986e-08,3.6790319340483053e-06,1.1885674240597064e-10,4.5041021491105717e-10,2.1382837281684332e-07
1320.0,7.736828228353043e-08,3.6600428512979885e-06,1.2557434161799623e-10,4.926977846641574e-10,2.328114134601355e-07
1380.0,7.732402763658854e-08,3.640369851696047e-06,1.324438682030616e-10,5.369389449883368e-10,2.524783777404293e-07
1440.0,7.727779892740663e-08,3.6200281057780924e-06,1.394689055490711e-10,5.83154109162021e-10,2.72814115591738e-07
1500.0,7.72295754730606e-08,3.5990335980658474e-06,1.466524516163729e-10,6.313639982731933e-10,2.938026610574158e-07
1560.0,7.71793365332796e-08,3.5774032004826487e-06,1.5399693622575687e-10,6.815893878541548e-10,3.154271589798894e-07
