CCD_um,COMSOL_I2_final_nM,Python_I2_final_nM,Difference_nM,Relative_Difference_percent
200.0,1942.9710177937382,1939.2799593659001,3.6910584278380156,0.19015042816930378
300.0,2540.3762196497014,2544.953384653658,-4.577165003956452,-0.18001448716650018
500.0,4025.3643028236042,4032.574225264912,-7.209922441307754,-0.1789520338527098
800.0,8222.471133148814,8328.479206746457,-106.00807359764258,-1.2809907760053536
1000.0,15557.921499267366,15688.98675481889,-131.0652555515244,-0.838900632893077
1100.0,23036.104438175626,23468.50135989315,-432.3969217175254,-1.8595875152455623
1200.0,37354.42117140303,40137.73959206746,-2783.318420664429,-7.1834838343454095
1300.0,67624.2918123505,69217.34650592603,-1593.054693575541,-2.328318650892348
1500.0,98397.24040315968,97681.1389560886,716.1014470710797,0.730423669770406
