x_um,y_um,S2_free_nM,I2_nM,Th2_nM,S2_I2_nM,S2_Th2_nM,S2_total_nM
2372.226345671436,2496.3931187677013,16.107873581417053,0.0,0.0,0.0,0.0,16.107873581417053
2388.2773406259744,2483.0517097768775,17.475404233163264,0.0,0.0,0.0,0.0,17.475404233163264
2423.369860477014,2485.5387695137574,16.00611309401434,0.0,0.0,0.0,0.0,16.00611309401434
2396.8109275228553,2494.133827245783,19.021386233486936,0.0,0.0,0.0,0.0,19.021386233486936
2414.2412297928954,2475.6637220913703,15.796695695796492,0.0,0.0,0.0,0.0,15.796695695796492
2416.8229691356546,2525.846568767604,15.313664603674694,0.0,0.0,0.0,0.0,15.313664603674694
2377.2001604646707,2520.1137607623964,15.500773476295006,0.0,0.0,0.0,0.0,15.500773476295006
2374.0482746588223,2516.451504508957,15.454646476110108,0.0,0.0,0.0,0.0,15.454646476110108
2419.0977049413254,2476.014929462821,15.193788488352986,0.0,0.0,0.0,0.0,15.193788488352986
2380.6321433164485,2523.7412255538643,15.426245990325343,0.0,0.0,0.0,0.0,15.426245990325343
2370.242944967825,2488.436823917298,15.203011323689081,0.0,0.0,0.0,0.0,15.203011323689081
2415.777377966892,2528.1692825905993,14.912051179578498,0.0,0.0,0.0,0.0,14.912051179578498
2406.8229709193724,2504.3789767921085,18.948701583400528,0.0,0.0,0.0,0.0,18.948701583400528
2376.3535320640185,2527.215640482104,13.91487332175189,0.0,0.0,0.0,0.0,13.91487332175189
2408.0254527061966,2471.7979684402467,15.550461686437933,0.0,0.0,0.0,0.0,15.550461686437933
2403.551965760574,2501.407558914372,19.15844518450322,0.0,0.0,0.0,0.0,19.15844518450322
2396.162874855709,2491.3851292905006,18.839144787454874,0.0,0.0,0.0,0.0,18.839144787454874
2402.110917093201,2506.1846378859977,19.065637211195565,0.0,0.0,0.0,0.0,19.065637211195565
2391.0275244416957,2524.041891877024,16.61773844597026,0.0,0.0,0.0,0.0,16.61773844597026
2425.5955680948387,2517.174118260095,15.259859751069104,0.0,0.0,0.0,0.0,15.259859751069104
2421.6992124702597,2509.7688713835832,16.916155544590165,0.0,0.0,0.0,0.0,16.916155544590165
2376.1913929213492,2514.9953556539276,16.088375453066984,0.0,0.0,0.0,0.0,16.088375453066984
2383.1204471909427,2527.7680781361773,14.896758662153427,0.0,0.0,0.0,0.0,14.896758662153427
2375.653433467722,2524.6029953647053,14.348973435703266,0.0,0.0,0.0,0.0,14.348973435703266
2395.023946766088,2518.181895831229,17.833602399458986,0.0,0.0,0.0,0.0,17.833602399458986
2371.9043512744265,2501.41418470559,16.092845831261176,0.0,0.0,0.0,0.0,16.092845831261176
2399.4182493874077,2472.2514894753062,15.917089517227707,0.0,0.0,0.0,0.0,15.917089517227707
2403.055046522734,2470.0948551856422,15.370595970304588,0.0,0.0,0.0,0.0,15.370595970304588
2386.5178383514008,2525.223241184306,15.894247943885501,0.0,0.0,0.0,0.0,15.894247943885501
2401.439921356665,2503.4592085252493,19.174291529042875,0.0,0.0,0.0,0.0,19.174291529042875
2422.168507274921,2495.541085094948,17.12731751883953,0.0,0.0,0.0,0.0,17.12731751883953
2414.382267854172,2486.083362960911,17.480388378398104,0.0,0.0,0.0,0.0,17.480388378398104
2396.4879422212975,2521.832081366308,17.276868910580774,0.0,0.0,0.0,0.0,17.276868910580774
2400.392086510157,2531.9563633602993,15.077625333206015,0.0,0.0,0.0,0.0,15.077625333206015
2415.6076952842664,2523.394844106875,15.975068306242346,0.0,0.0,0.0,0.0,15.975068306242346
2399.3526295170627,2515.718913353609,18.27510451066438,0.0,0.0,0.0,0.0,18.27510451066438
2382.85948176875,2490.59870667619,17.70289773251335,0.0,0.0,0.0,0.0,17.70289773251335
2370.5062800534156,2513.294683578744,15.072672078341082,0.0,0.0,0.0,0.0,15.072672078341082
2408.7384863334214,2519.051343763143,17.489680683062815,0.0,0.0,0.0,0.0,17.489680683062815
2413.3105840984667,2497.398074167325,18.42734938569926,0.0,0.0,0.0,0.0,18.42734938569926
2377.7973630277343,2522.7219608524642,15.13092607019925,0.0,0.0,0.0,0.0,15.13092607019925
2400.6098454574467,2469.8321302647646,15.344318733213708,0.0,0.0,0.0,0.0,15.344318733213708
2376.2458375251476,2507.91865020194,16.780324313604755,0.0,0.0,0.0,0.0,16.780324313604755
2404.6718309642597,2468.426604213932,14.90500565335274,0.0,0.0,0.0,0.0,14.90500565335274
2374.534988919546,2519.256521139137,15.128078145723368,0.0,0.0,0.0,0.0,15.128078145723368
