Time (hours),I2 (nM),S2_free (nM),S2_total (nM),I1O2_active
1.5666666666666667,38.145891156595276,6.011741567363437,465.8703466471205,1
1.5833333333333333,37.57946470992542,6.0208719456146085,466.4491845190838,1
1.6,37.02309985175375,6.029778744788402,467.01764314455676,1
1.6166666666666667,36.47665251405904,6.038468809426205,467.5758771194374,1
1.6333333333333333,35.93997894777708,6.046948687059812,468.1240402024932,1
1.65,35.41293583799567,6.0552246473561615,468.6622852407212,1
1.6666666666666667,34.895380410195095,6.06330269953218,469.1907640988015,1
1.6833333333333333,34.38717052817895,6.0711886082436735,469.7096275928008,1
1.7,33.88816478428295,6.078887908120983,470.2190254281761,1
1.7166666666666666,33.39822258239897,6.086405917102228,470.7191061420598,1
1.7333333333333334,32.91720421430621,6.093747748692839,471.2100170497525,1
1.75,32.444970929761915,6.100918323262997,471.69190419531236,1
1.7666666666666666,31.981385000768103,6.107922378481771,472.1649123061079,1
1.7833333333333334,31.526309780398833,6.114764478972246,472.6291847511818,1
1.8,31.07960975654372,6.121449025263298,473.0848635032668,1
1.8166666666666667,30.641150600897316,6.127980262103851,473.5320891042881,1
1.8333333333333333,30.21079921350028,6.134362286198059,473.97100063418617,1
1.85,29.788423763116988,6.140599053413112,474.40173568289356,1
1.8666666666666667,29.373893723714314,6.146694385506017,474.82443032530574,1
1.8833333333333333,28.967079907288735,6.1526519764104055,475.23921909908546,1
1.9,28.5678544932722,6.158475398120225,475.6462349851499,1
1.9166666666666667,28.176091054732357,6.1641681062033635,476.0456093906901,1
1.9333333333333333,27.791664581568632,6.169733444975047,476.437472134585,1
1.95,27.41445150089301,6.175174652357938,476.8219514350694,1
1.9666666666666666,27.04432969477241,6.180494864453004,477.199173899531,1
1.9833333333333334,26.68117851549871,6.185697119843315,477.5692645163077,1
2.0,26.32487879854209,6.1907843636508275,477.9323466483717,1
2.0166666666666666,25.97531287333418,6.195759451364137,478.2885420287845,1
2.033333333333333,25.632364572018542,6.200625152453513,478.6379707578176,1
2.05,25.295919236297912,6.20538415378926,478.9807513016363,1
2.066666666666667,24.965863722499947,6.2100390628759,479.31700049245126,1
2.0833333333333335,24.642086404976098,6.214592410916064,479.64683353004364,1
2.1,24.32447717794171,6.219046655714725,479.97036398457936,1
2.1166666666666667,24.012927455858968,6.223404184434949,480.2877038006282,1
2.1333333333333333,23.70733017245872,6.227667316214815,480.5989633023085,1
2.15,23.407579778491595,6.231838304654468,480.90425119948526,1
2.1666666666666665,23.11357223829369,6.235919340181807,481.2036745949482,1
2.183333333333333,22.8252050252474,6.239912552304008,481.49733899250526,1
2.2,22.542377116213316,6.243820011752467,481.78534830592565,1
2.216666666666667,22.26498898500489,6.247643732527516,482.0678048686744,1
2.2333333333333334,21.992942594973545,6.2513856738487625,482.34480944437865,1
2.25,21.72614139076818,6.255047742017065,482.6164612379738,1
2.2666666666666666,21.464490289329365,6.258631792192981,482.88285790747756,1
2.283333333333333,21.20789567017525,6.262139630096817,483.14409557634184,1
2.3,20.956265365032987,6.26557301363453,483.4002688463388,1
2.316666666666667,20.709508646866492,6.268933654453812,483.6514708109344,1
2.3333333333333335,20.46753621834855,6.272223219434246,483.8977930691115,1
2.35,20.23026019982257,6.275443332115076,484.1393257396008,1
2.3666666666666667,19.99759411679683,6.278595574063992,484.37615747548267,1
2.3833333333333333,19.76945288701157,6.281681486190184,484.6083754791273,1
2.4,19.54575280711716,6.284702570004572,484.83606551743657,1
2.4166666666666665,19.32641153899928,6.28766028882974,485.05931193735876,1
2.433333333333333,19.1113480957852,6.2905560689626805,485.2781976816459,1
2.45,18.90048282756311,6.29339130079216,485.4928043048246,1
2.466666666666667,18.69373740684495,6.296167339873369,485.7032119893553,1
2.4833333333333334,18.491034813801033,6.298885507961852,485.9094995619553,1
2.5,18.292299321293658,6.301547094008663,486.1117445100592,1
2.5166666666666666,18.097456479734827,6.304153355118896,486.31002299839867,1
2.533333333333333,17.90643310179212,6.30670551747471,486.504409885676,1
2.55,17.719157246965253,6.3092047772254345,486.6949787413165,1
2.566666666666667,17.53555820605438,6.311652301345297,486.88180186227663,1
2.5833333333333335,17.355566485540248,6.31404922846118,487.06495028989383,1
2.6,17.17911379189492,6.316396669650918,487.2444938267583,1
2.6166666666666667,17.006133015840657,6.318695709214339,487.4205010535955,1
2.6333333333333333,16.836558216573565,6.320947405417412,487.5930393461406,1
2.65,16.67032460596766,6.3231527912112755,487.7621748919927,1
2.6666666666666665,16.50736853277381,6.325312874927018,487.9279727074379,1
2.683333333333333,16.347627466827348,6.327428640947142,488.09049665422674,1
2.7,16.19103998327722,6.329501050354918,488.2498094562947,1
2.716666666666667,16.037545746848558,6.3315310415625,488.4059727164185,1
2.7333333333333334,15.88708549615003,6.333519530918444,488.5590469327938,1
2.75,15.739601028036436,6.335467413295904,488.70909151552934,1
2.7666666666666666,15.59503518203631,6.33737556266181,488.8561648030452,1
2.783333333333333,15.45333182485375,6.3392448326282285,489.0003240783716,1
2.8,15.314435834952864,6.341076056986322,489.1416255853361,1
2.816666666666667,15.178293087232877,6.342870050223633,489.2801245446368,1
2.8333333333333335,15.044850437801149,6.344627608025425,489.4158751697918,1
2.85,14.91405570885094,6.346349507760664,489.5489306829608,1
2.8666666666666667,14.785857673650247,6.348036508953317,489.67934333063425,1
2.8833333333333333,14.660206041647472,6.349689353739071,489.80716439918217,1
2.9,14.537051443699374,6.351308767308725,489.93244423026186,1
2.9166666666666665,14.416345417426127,6.352895458338263,490.0552322360776,1
2.933333333333333,14.298040392698077,6.354450119405979,490.17557691448906,1
2.95,14.182089677258313,6.355973427397827,490.29352586396703,1
2.966666666666667,14.06844744248478,6.357466043900508,490.40912579839,1
2.9833333333333334,13.957068709295402,6.358928615583313,490.52242256168233,1
3.0,13.84790933419925,6.360361774569069,490.6334611422888,1
3.0166666666666666,13.740925995496546,6.361766138794287,490.742285687485,1
3.033333333333333,13.636076179630013,6.363142312359257,490.848939517521,1
3.05,13.533318167689714,6.364490885868032,490.95346513959714,1
3.066666666666667,13.432611022073353,6.365812436759089,491.0559042616697,1
3.0833333333333335,13.33391457330372,6.367107529626533,491.1562978060859,1
3.1,13.237189407004747,6.3683767165325165,491.2546859230474,1
3.1166666666666667,13.142396851037384,6.369620537310976,491.35110800390123,1
3.1333333333333333,13.049498962796312,6.370839519863031,491.4456026942569,1
3.15,12.958458516668365,6.372034180444189,491.53820790693095,1
3.1666666666666665,12.86923899165327,6.373205023943994,491.6289608347171,1
3.183333333333333,12.781804559147162,6.374352544157824,491.7178979629827,1
3.2,12.696120070889199,6.37547722405157,491.8050550820913,1
3.216666666666667,12.612151047071434,6.37657953601908,491.89046729965196,1
3.2333333333333334,12.52986366461191,6.3776599421329045,491.9741690525949,1
3.25,12.449224745590877,6.378718894388127,492.05619411907446,1
3.2666666666666666,12.370201745849869,6.37975683494006,492.13657563020064,1
3.283333333333333,12.29276274375324,6.380774196335368,492.2153460815974,1
3.3,12.216876429111684,6.3817714017374065,492.2925373447921,1
3.316666666666667,12.142512092267133,6.3827488651455395,492.36818067843393,1
3.3333333333333335,12.069639613338351,6.383706991608838,492.44230673934385,1
3.35,11.998229451626418,6.384646177434007,492.5149455933965,1
3.3666666666666667,11.928252635179257,6.385566810388428,492.5861267262355,1
3.3833333333333333,11.8596807505142,6.386469269897503,492.65587905382347,1
3.4,11.792485932497659,6.3873539272371875,492.7242309328271,1
3.4166666666666665,11.726640854380708,6.388221145721809,492.7912101708397,1
3.433333333333333,11.6621187179895,6.389071280886588,492.85684403644257,1
3.45,11.598893244069249,6.389904680666062,492.9211592691053,1
3.466666666666667,11.53693866278054,6.3907216855677715,492.9841820889275,1
3.4833333333333334,11.47622970434664,6.391522628841627,493.0459382062246,1
3.5,11.41674158985043,6.392307836645033,493.10645283095613,1
3.5166666666666666,11.358450022179603,6.393077628203971,493.1657506820013,1
3.533333333333333,11.301331177118604,6.3938323159699975,493.2238559962817,1
3.55,11.245361694585899,6.394572190189134,493.2807925221485,1
3.566666666666667,11.190518670138664,6.3952975779369226,493.3365835866641,1
3.5833333333333335,11.136779646175981,6.396008762220078,493.3912520244162,1
3.6,11.084122603849272,6.396706028432451,493.44482023136743,1
3.6166666666666667,11.032525954827616,6.39738965702936,493.4973101659557,1
3.6333333333333333,10.981968533230875,6.3980599227751815,493.5487433564884,1
3.65,10.932429587703957,6.398717094721833,493.59914090910416,1
3.6666666666666665,10.8838887736267,6.399361436298677,493.6485235157023,1
3.683333333333333,10.836326145456825,6.399993205424191,493.6969114617587,1
3.7,10.78972214920408,6.400612654622818,493.7443246340121,1
3.716666666666667,10.744057615033732,6.401220031141815,493.7907825280213,1
3.7333333333333334,10.699313749997762,6.4018155770665555,493.8363042555899,1
3.75,10.655472130892012,6.402399529433526,493.88090855206326,1
3.7666666666666666,10.612514697237613,6.4029721203412295,493.9246137834966,1
3.783333333333333,10.570423744385007,6.40353357705833,493.9674379536971,1
3.8,10.529181916738873,6.4040841221296585,494.00939871114247,1
3.816666666666667,10.488772201102252,6.404623973479537,494.05051335577645,1
3.8333333333333335,10.449177920138256,6.4051533445128115,494.09079884568285,1
3.85,10.410382725947594,6.405672444213522,494.1302718036417,1
3.8666666666666667,10.372370593760335,6.406181477241384,494.1689485235667,1
3.8833333333333333,10.335125815740183,6.40668064402576,494.206844976828,1
3.9,10.298632994899643,6.407170140857738,494.2439768184608,1
3.9166666666666665,10.26287703912442,6.407650159979935,494.2803593932616,1
3.933333333333333,10.2278431553054,6.408120889674162,494.3160077417744,1
3.95,10.193516843576617,6.408582514347164,494.3509366061673,1
3.966666666666667,10.159883891657557,6.4090352146143585,494.38516043600316,1
3.9833333333333334,10.126930369298199,6.409479167381621,494.41869339390405,1
4.0,10.094642622825223,6.409914545925157,494.45154936111226,1
4.016666666666667,10.063007269787775,6.410341519969665,494.48374194294905,1
4.033333333333333,10.03201119370122,6.410760255764558,494.51528447417354,1
4.05,10.001641538887354,6.411170916158389,494.54619002424187,1
4.066666666666666,9.971885705409512,6.411573660671984,494.57647140246985,1
4.083333333333333,9.942731344101045,6.411968645569354,494.60614116309966,1
4.1,9.914166351685664,6.412356023927316,494.63521161027217,1
4.116666666666666,9.886178865988155,6.412735945703526,494.6636948029077,1
4.133333333333334,9.858757261233972,6.41310855780291,494.6916025594948,1
4.15,9.831890143436247,6.4134740041425315,494.71894646279003,1
4.166666666666667,9.80556634586878,6.413832425715146,494.74573786442954,1
4.183333333333334,9.779774924623558,6.414183960651243,494.7719878894549,1
4.2,9.754505154251401,6.414528744279528,494.7977074407526,1
4.216666666666667,9.729746523484316,6.414866909186443,494.8229072034113,1
4.233333333333333,9.705488731038201,6.415198585273962,494.84759764899576,1
4.25,9.681721681494519,6.415523899816341,494.8717890397414,1
4.266666666666667,9.658435481259579,6.415842977515407,494.8954914326682,1
4.283333333333333,9.635620434600128,6.416155940554829,494.9187146836174,1
4.3,9.613267039753902,6.41646290865297,494.94146845121134,1
4.316666666666666,9.591365985113859,6.41676399911484,494.9637622007383,1
4.333333333333333,9.569908145484808,6.4170593268824945,494.98560520796286,1
4.35,9.548884578411187,6.417349004584672,495.0070065628643,1
4.366666666666666,9.528286520574687,6.417633142585253,495.02797517330316,1
4.383333333333334,9.508105384260588,6.417911849030496,495.0485197686172,1
4.4,9.488332753891505,6.418185229895472,495.0686489031503,1
4.416666666666667,9.468960382627403,6.418453389029181,495.0883709597114,1
4.433333333333334,9.449980189030688,6.4187164281989695,495.1076941529693,1
4.45,9.43138425379522,6.4189744471338885,495.1266265327797,1
4.466666666666667,9.413164816538083,6.419227543566895,495.14517598745124,1
4.483333333333333,9.395314272653026,6.419475813276531,495.1633502469456,1
4.5,9.377825170224423,6.419719350127277,495.1811568860181,1
4.516666666666667,9.360690207000697,6.41995824610921,495.1986033272963,1
4.533333333333333,9.343902227426113,6.42019259137701,495.2156968443004,1
4.55,9.327454219729875,6.420422474287601,495.23244456440324,1
4.566666666666666,9.311339313071487,6.420647981437574,495.2488534717347,1
4.583333333333333,9.295550774741388,6.420869197699406,495.26493041002965,1
4.6,9.28008200741579,6.421086206256892,495.2806820854191,1
4.616666666666666,9.26492654646476,6.421299088640037,495.2961150691687,1
4.633333333333334,9.250078057312578,6.421507924759136,495.3112358003634,1
4.65,9.235530332849377,6.421712792937885,495.3260505885396,1
4.666666666666667,9.22127729089314,6.4219137699460465,495.3405656162662,1
4.683333333333334,9.207312971701107,6.42211093103148,495.3547869416756,1
4.7,9.193631535529718,6.422304349950954,495.3687205009443,1
4.716666666666667,9.180227260242104,6.4224940990010495,495.38237211072646,1
4.733333333333333,9.167094538962326,6.42268024904786,495.3957474705387,1
4.75,9.154227877775467,6.422862869556267,495.40885216509895,1
4.766666666666667,9.141621893472676,6.423042028618408,495.4216916666184,1
4.783333333333333,9.129271311340384,6.423217792981868,495.4342713370498,1
4.8,9.117170962992809,6.423390228077042,495.4465964302911,1
4.816666666666666,9.105315784246995,6.423559398043825,495.4586720943458,1
4.833333333333333,9.093700813039515,6.423725365757957,495.4705033734405,1
4.85,9.082321187384114,6.423888192856826,495.4820952101014,1
4.866666666666666,9.071172143369468,6.424047939764352,495.49345244718967,1
4.883333333333334,9.060249013196344,6.424204665715847,495.50457982989667,1
4.9,9.04954722325338,6.424358428782035,495.5154820076998,1
4.916666666666667,9.039062292230772,6.424509285892562,495.5261635362803,1
4.933333333333334,9.028789829271126,6.424657292859146,495.5366288794023,1
4.95,9.018725532156799,6.4248025043983095,495.5468824107554,1
4.966666666666667,9.008865185532997,6.4249449741532025,495.55692841576075,1
4.983333333333333,8.999204659165981,6.425084754715596,495.5667710933415,1
5.0,8.98973990623567,6.425221897646893,495.576414557658,1
5.016666666666667,8.98046696166203,6.425356453498989,495.5858628398086,1
5.033333333333333,8.971381940464555,6.425488471834479,495.5951198894968,1
5.05,8.962481036154244,6.425618001246757,495.60418957666616,1
5.066666666666666,8.953760519157399,6.425745089379314,495.6130756931011,1
5.083333333333333,8.945216735270705,6.425869782944959,495.62178195399764,1
5.1,8.936846104146907,6.42599212774446,495.6303119995024,1
5.116666666666666,8.928645117810559,6.42611216868474,495.63866939622005,1
5.133333333333334,8.920610339203222,6.426229949797032,495.6468576386926,1
5.15,8.912738400757572,6.4263455142540975,495.6548801508476,1
5.166666666666667,8.905026002999826,6.426458904387784,495.6627402874188,1
5.183333333333334,8.897469913179961,6.426570161705472,495.6704413353379,1
5.2,8.890066963929184,6.426679326906854,495.67798651509844,1
5.216666666666667,8.882814051944127,6.426786439899849,495.6853789820931,1
5.233333333333333,8.87570813669721,6.426891539816589,495.6926218279241,1
5.25,8.86874623917273,6.426994665028702,495.6997180816872,1
5.266666666666667,8.861925440628108,6.427095853162596,495.7066707112305,1
5.283333333333333,8.855242881379851,6.427195141114282,495.7134826243877,1
5.3,8.848695759613715,6.4272925650638895,495.7201566701875,1
5.316666666666666,8.842281330218619,6.427388160489934,495.7266956400378,1
5.333333333333333,8.83599690364383,6.427481962183201,495.7331022688874,1
5.35,8.829839844778975,6.42757400426047,495.73937923636356,1
5.366666666666666,8.823807571856422,6.4276643201778425,495.74552916788707,1
5.383333333333334,8.817897555375609,6.427752942743891,495.7515546357652,1
5.4,8.812107328175927,6.427839904132408,495.75745811459916,1
5.416666666666667,8.806434450612056,6.427925234563313,495.76324212858725,1
5.433333333333334,8.800876543754791,6.428008966372016,495.7689090955678,1
5.45,8.795431276845541,6.428091130063955,495.77446138400484,1
5.466666666666667,8.79009636632854,6.428171755391122,495.7799013147966,1
5.483333333333333,8.784869574898773,6.4282508715037405,495.7852311622211,1
5.5,8.779748710568265,6.428328506987565,495.79045315479664,1
5.516666666666667,8.774731625750919,6.428404689880876,495.79556947613537,1
5.533333333333333,8.769816216365705,6.428479447686448,495.8005822657969,1
5.55,8.765000420957808,6.428552807381827,495.805493620138,1
5.566666666666666,8.760282219837453,6.428624795428732,495.81030559315553,1
5.583333333333333,8.755659634236029,6.428695437782796,495.8150201973217,1
5.6,8.751130725479149,6.428764759902603,495.81963940440625,1
5.616666666666666,8.746693594176346,6.428832786759173,495.8241651462884,1
5.633333333333334,8.742346379427056,6.428899542844853,495.828599315754,1
5.65,8.738087258042537,6.428965052182515,495.83294376727946,1
5.666666666666667,8.733914443783476,6.429029338334502,495.8372003178018,1
5.683333333333334,8.729826186612867,6.429092424411416,495.8413707474742,1
5.7,8.725820771963958,6.4291543330808265,495.8454568004069,1
5.716666666666667,8.721896520022906,6.429215086575867,495.84946018539455,1
5.733333333333333,8.718051785025857,6.429274706703535,495.8533825766285,1
5.75,8.71428495457018,6.429333214853161,495.8572256143956,1
5.766666666666667,8.71059444893956,6.42939063200425,495.86099090576334,1
5.783333333333333,8.70697872044267,6.429446978734779,495.864680025251,1
5.8,8.70343625276516,6.429502275228704,495.8682945154878,1
5.816666666666666,8.699965560334713,6.429556541283791,495.8718358878566,1
5.833333333333333,8.696565187698859,6.429609796319192,495.87530562312764,1
5.85,8.693233708915347,6.429662059382649,495.8787051720761,1
5.866666666666666,8.68996972695479,6.4297133491578276,495.882035956089,1
5.883333333333334,8.68677187311535,6.429763683971399,495.88529936776064,1
5.9,8.68363880644923,6.429813081799988,495.88849677147425,1
5.916666666666667,8.680569213200718,6.429861560276927,495.8916295039729,1
5.933333333333334,8.67756180625557,6.42990913669899,495.8946988749196,1
5.95,8.674615324601486,6.429955828032964,495.89770616744414,1
5.966666666666667,8.671728532799495,6.4300016509219455,495.9006526386812,1
5.983333333333333,8.668900220465973,6.430046621691722,495.9035395202959,1
6.0,8.666129201765145,6.430090756356968,495.9063680189995,1
6.016666666666667,8.663414314911797,6.430134070627123,495.90913931705455,1
6.033333333333333,8.660754421684059,6.430176579912483,495.9118545727699,1
6.05,8.658148406946005,6.430218299329898,495.91451492098565,1
6.066666666666666,8.655595178179889,6.4302592437085035,495.91712147354826,1
6.083333333333333,8.653093665027855,6.4302994275952665,495.91967531977645,1
6.1,8.650642818842861,6.430338865260545,495.92217752691704,1
6.116666666666666,8.64824161224872,6.430377570703214,495.9246291405918,1
6.133333333333334,8.645889038708997,6.430415557656209,495.92703118523605,1
6.15,8.643584112104636,6.430452839591413,495.92938466452705,1
6.166666666666667,8.641325866320114,6.4304894297248625,495.93169056180494,1
6.183333333333334,8.639113354837965,6.43052534102162,495.9339498404841,1
6.2,8.636945650341499,6.430560586200726,495.9361634444577,1
6.216666666666667,8.634821844325556,6.430595177739759,495.9383322984922,1
6.233333333333333,8.632741046715122,6.4306291278796435,495.9404573086151,1
6.25,8.630702385491672,6.430662448629172,495.9425393624951,1
6.266666666666667,8.628705006327062,6.4306951517694255,495.94457932981305,1
6.283333333333333,8.626748072224817,6.430727248858287,495.94657806262745,1
6.3,8.624830763168703,6.430758751234614,495.9485363957306,1
6.316666666666666,8.622952275778383,6.430789670022511,495.950455146999,1
6.333333333333333,8.621111822972056,6.430820016135558,495.9523351177361,1
6.35,8.619308633635915,6.430849800280603,495.95417709300773,1
6.366666666666666,8.6175419523003,6.430879032961983,495.95598184197155,1
6.383333333333334,8.615811038822404,6.430907724485337,495.9577501181993,1
6.4,8.614115168075399,6.430935884961441,495.9594826599924,1
6.416666666666667,8.612453629643866,6.430963524309773,495.9611801906918,1
6.433333333333334,8.610825727525377,6.4309906522625075,495.962843418981,1
6.45,8.609230779838146,6.431017278367883,495.964473039183,1
6.466666666666667,8.60766811853456,6.4310434119937545,495.96606973155156,1
6.483333333333333,8.606137089120544,6.431069062331133,495.96763416255624,1
6.5,8.604637050380605,6.431094238397481,495.96916698516196,1
6.516666666666667,8.603167374108432,6.43111894904014,495.9706688391024,1
6.533333333333333,8.601727444842977,6.431143202939487,495.9721403511484,1
6.55,8.600316659609849,6.4311670086121655,495.9735821353709,1
6.566666666666666,8.598934427667988,6.431190374414304,495.9749947933978,1
6.583333333333333,8.597580170261436,6.431213308544441,495.97637891466684,1
6.6,8.596253320376164,6.431235819046607,495.9777350766722,1
6.616666666666666,8.594953322501812,6.431257913813309,495.97906384520707,1
6.633333333333334,8.59367963239827,6.431279600588439,495.98036577460044,1
6.65,8.592431716866969,6.4313008869700115,495.9816414079497,1
6.666666666666667,8.59120905352684,6.431321780413037,495.9828912773486,1
6.683333333333334,8.601106228304342,5.992284751562589,495.49802401088743,0
6.7,8.625314732422684,5.420707636562981,494.82623623440367,0
6.716666666666667,8.66267107540912,4.888824977418033,494.14979268236607,0
6.733333333333333,8.711106528625846,4.434360277496436,493.51768085418934,0
6.75,8.768748159556624,4.0513050753189885,492.93246945679203,0
6.766666666666667,8.834099650911478,3.7259835054925325,492.38642428709824,0
6.783333333333333,8.905993370659788,3.44619957615963,491.8713874403177,0
6.8,8.983512838826508,3.2025411540707247,491.38070865640003,0
6.816666666666666,9.065928364031913,2.9879566833901645,490.9092540034493,0
6.833333333333333,9.152649715336322,2.7971455114720576,490.4530776837304,0
6.85,9.243192216405815,2.6260679657017123,490.00911405801793,0
6.866666666666666,9.337152383601095,2.471594324476347,489.5749452524267,0
6.883333333333334,9.434190194496523,2.3312598606490957,489.1486347168649,0
6.9,9.534015975364108,2.2030936574747333,488.72860888546006,0
6.916666666666667,9.636380545626338,2.085497574190552,488.3135723198665,0
6.933333333333334,9.741067694445661,1.9771593540209966,487.9024459966403,0
6.95,9.847888354213204,1.876989231948703,487.49432171657656,0
6.966666666666667,9.956676028142486,1.7840729533108983,487.08842789649907,0
