Time (hours),I2 (nM),S2_free (nM),S2_total (nM)
0.0,99.98611392112352,0.04712663863582484,1.1689758276340902
0.016666666666666666,99.95722181534117,0.0989160285430295,3.5422497534332478
0.03333333333333333,99.91590582077137,0.14288580084230154,6.880002755789607
0.05,99.86443057719298,0.1799622993428508,10.980521746364566
0.06666666666666667,99.80424125449795,0.21279318105136935,15.709795446788611
0.08333333333333333,99.73617236216668,0.24336806194625235,20.98175874716197
0.1,99.66066308265182,0.2729841776153087,26.740250368597298
0.11666666666666667,99.57789684355464,0.3024905078520494,32.94745626767924
0.13333333333333333,99.48788543786962,0.33246754539346945,39.576850798018654
0.15,99.39052017296464,0.3633341647783889,46.60878767299732
0.16666666666666666,99.28560404162353,0.3954090314284662,54.0276226763373
0.18333333333333332,99.17287284445801,0.4289462745671336,61.819740949096726
0.2,99.05200973777944,0.4641566624454514,69.97213858342427
0.21666666666666667,98.92265578926882,0.5012204230274226,78.47136032108587
0.23333333333333334,98.78441807900165,0.5402950941895306,87.30267987315885
0.25,98.63687629231552,0.5815203110883436,96.44945786331353
0.26666666666666666,98.47958840710088,0.6250206350096649,105.89264092967382
0.2833333333333333,98.31209587239086,0.6709070791333068,115.61038266285122
0.3,98.13392854890756,0.7192777284012024,125.5777774002885
0.31666666666666665,97.94460960292653,0.7702176978937828,135.76670395740447
0.3333333333333333,97.74366044832898,0.8237985877510892,146.14578190842096
0.35,97.53060606498772,0.8800775009952185,156.68043024600584
0.36666666666666664,97.30498034334865,0.939095740395964,167.33305252644087
0.38333333333333336,97.06633194232435,1.000877175736151,178.06332514085386
0.4,96.8142305023314,1.0654263395427124,188.82859705474942
0.4166666666666667,96.54827328561579,1.1327262842296364,199.58439257993163
0.43333333333333335,96.26809225623762,1.2027362471451672,210.28500731318496
0.45,95.973361588027,1.2753891880400108,220.8841834527941
0.4666666666666667,95.66380555847117,1.3505892885474693,231.33584678396323
0.48333333333333334,95.33920674876086,1.428209534412209,241.59488397052272
0.5,94.99941442480393,1.5080895363223477,251.6179356731678
0.5166666666666667,94.64435292172269,1.5900337808330975,261.36417870074195
0.5333333333333333,94.27402979749752,1.6738105340026521,270.79606914063186
0.55,93.88854346408664,1.7591516405009453,279.8800184233742
0.5666666666666667,93.4880899524869,1.8457534626511012,288.5869757178093
0.5833333333333334,93.0729684293607,1.9332791797650946,296.8928930133886
0.6,92.64358506549604,2.021362612538025,304.77905371263125
0.6166666666666667,92.20045486866823,2.1096136480006935,312.23225139443014
