param_value,I2_final_nM,S2_free_final_nM,S2_total_final_nM,half_time_hr
0.1,58.75576080362588,4.206094364302226,138.90783810324857,0.8373975054926267
0.2,62.01126786273516,3.670506315791624,226.73366714301645,0.9985552338064605
0.3,65.54955369787928,3.1487539712505197,311.73549273591976,1.172707636644042
0.4,69.36913120075354,2.645352751102649,392.8020712584024,1.3599341179994782
0.5,73.44179621789486,2.1668494694011424,468.2087880841146,1.5582839086259541
