CCD_um,COMSOL_S2_total_final_nM,Python_S2_total_final_nM,Difference_nM,Relative_Difference_percent
200.0,5240.796971689652,5248.897691930772,-8.100720241120143,-0.15445102075686637
300.0,5201.031241719919,5209.648721891208,-8.617480171288662,-0.16555076520284343
500.0,5146.210648525027,5160.740579225655,-14.529930700628029,-0.2819442991348847
800.0,5080.804215391779,5100.4845539269045,-19.680338535125884,-0.3865981798774354
1000.0,5013.576850738463,5032.631448549223,-19.054597810760242,-0.3793390947729261
1100.0,4947.234916988969,4958.234320541342,-10.999403552372314,-0.22208748093825284
1200.0,4809.375790783848,4775.210317767016,34.16547301683204,0.7129253705874977
1300.0,4225.929239914365,4155.417245021228,70.51199489313694,1.6825934835142138
1500.0,715.1264931313069,961.3338841514824,-246.20739102017546,-29.372288704995096
