x,phi
92.625,4.3982347781527317e-20
92.875,5.463393162971452e-20
93.125,6.783267780525027e-20
93.375,8.417979237459324e-20
93.625,1.0441647814172097e-19
93.875,1.2945608072152903e-19
94.125,1.6042350944609942e-19
94.375,1.9870355473573873e-19
94.625,2.460000793956421e-19
94.875,3.0440849393281756e-19
95.125,3.765044517217383e-19
95.375,4.654523383716981e-19
95.625,5.751379047441564e-19
95.875,7.103303334374033e-19
96.125,8.768801688239362e-19
96.375,1.0819609226392204e-18
96.625,1.334363840982216e-18
96.875,1.6448573449781807e-18
97.125,2.026625109188035e-18
97.375,2.495799706838337e-18
97.625,3.0721123345445076e-18
97.875,3.7796834581167225e-18
98.125,4.647984447437368e-18
98.375,5.71300657491039e-18
98.625,7.018681357675224e-18
98.875,8.618605391280453e-18
99.125,1.0578133866496811e-17
99.375,1.2976920258226817e-17
99.625,1.591199567700314e-17
99.875,1.950150061875881e-17
100.125,2.3889204982206077e-17
100.375,2.924998001564677e-17
100.625,3.5796419226207905e-17
100.875,4.3786845332061384e-17
101.125,5.3534988371344306e-17
101.375,6.542167766077628e-17
101.625,7.990895928140757e-17
101.875,9.755713337187901e-17
102.125,1.190453043647034e-16
102.375,1.4519615554037167e-16
102.625,1.7700580061995911e-16
102.875,2.1567973399092032e-16
103.125,2.6267610281187303e-16
103.375,3.197577648979157e-16
103.625,3.890548833326146e-16
103.875,4.731401509368176e-16
104.125,5.751191454115891e-16
104.375,6.987388014297449e-16
104.625,8.485175636887745e-16
104.875,1.0299014721130688e-15
105.125,1.2494512472755233e-15
105.375,1.5150664146337132e-15
105.625,1.836253658591776e-15
105.875,2.224447965022443e-15
106.125,2.6933967329858036e-15
106.375,3.25961895922527e-15
106.625,3.942953877073429e-15
106.875,4.767216128747319e-15
107.125,5.760977742014144e-15
107.375,6.958500957427688e-15
107.625,8.400850414789884e-15
107.875,1.0137218479274613e-14
108.125,1.2226503711986918e-14
108.375,1.473918983453157e-14
108.625,1.77595811991638e-14
108.875,2.1388460985653773e-14
109.125,2.574625037268944e-14
109.375,3.097676109073819e-14
109.625,3.7251650423268385e-14
109.875,4.4775707314509865e-14
110.125,5.379312126695141e-14
110.375,6.459491275669769e-14
110.625,7.752773564305563e-14
110.875,9.300429929659743e-14
111.125,1.1151570184472832e-13
111.375,1.3364601711457385e-13
111.625,1.6008953779480826e-13
111.875,1.9167114749955444e-13
112.125,2.293703764930481e-13
112.375,2.743497917902187e-13
112.625,3.279884844674387e-13
112.875,3.9192154794479923e-13
