time_hr,I2_uM,S2_free_uM,S2_total_uM
0.05555555555555555,0.09999999999933591,5.3926216781164416e-12,3.37911060301553e-10
0.1111111111111111,0.09999999527413217,1.2797159258805828e-08,2.379036644792854e-06
0.16666666666666666,0.09999979828349381,2.8215049962814775e-07,0.00010128061332564641
0.2222222222222222,0.09999829179267332,1.506133336946465e-06,0.000856738965681164
0.2777777777777778,0.09999300887041078,4.3395930017967855e-06,0.003503681467862449
0.3333333333333333,0.09998074146558265,9.02406397716689e-06,0.009643239675619263
0.3888888888888889,0.09995836764441952,1.5453415479322763e-05,0.02082059860340579
0.4444444444444444,0.09992335020547051,2.33517052893634e-05,0.03826470615549384
0.5,0.09987389802896157,3.240261167674395e-05,0.06279765135540993
0.5555555555555556,0.0998089303506144,4.231535442575254e-05,0.09484635857674543
0.6111111111111112,0.09972795827322904,5.284925733698978e-05,0.13450034472652317
0.6666666666666666,0.09963094785158862,6.381711801254601e-05,0.18158283397449798
0.7222222222222222,0.099518194185135,7.50795357830674e-05,0.23571931408977204
0.7777777777777778,0.09939021689117701,8.653641424279942e-05,0.2963970697402903
0.8333333333333334,0.09924767825996984,9.811846236397157e-05,0.3630139768683559
0.8888888888888888,0.09909132166226432,0.00010977978631749208,0.4349170092753296
0.9444444444444444,0.09892192664727419,0.00012149184873964532,0.5114317586442657
1.0,0.09874027718938168,0.00013323872402820101,0.5918844841228507
1.0555555555555556,0.09854714000243325,0.000145013455180464,0.6756181377711211
1.1111111111111112,0.09834325041032997,0.00015681529629930178,0.7620036319464403
1.1666666666666667,0.09812930380138866,0.0001686476447997603,0.8504474073589421
1.2222222222222223,0.09790595115208976,0.00018051650027689674,0.9403961633033908
1.2777777777777777,0.0976737974747704,0.00019242932057216857,1.0313394388427615
1.3333333333333333,0.09743340233169155,0.00020439417505321733,1.1228105889496451
1.3888888888888888,0.09718528177810885,0.00021641911924609577,1.2143865813846213
1.4444444444444444,0.09692991126322406,0.00022851173395447915,1.305686945100167
1.5,0.09666772914225555,0.00024067878661789712,1.3963721254502302
1.5555555555555556,0.09639914054526771,0.00025292598375032673,1.4861414419018415
1.6111111111111112,0.09612452141667027,0.000265257791636936,1.5747307971738467
1.6666666666666667,0.09584422258949546,0.0002776773086957119,1.6619102501613947
1.7222222222222223,0.09555857379530759,0.00029018617754389,1.7474815365123624
1.7777777777777777,0.09526788753738082,0.00030278452824077134,1.831275598590178
1.8333333333333333,0.09497246277422099,0.0003154709467070238,1.9131501694216426
1.8888888888888888,0.0946725883745971,0.000328242464169247,1.9929874420091112
1.9444444444444444,0.09436854631544861,0.00034109456481335457,2.070691845233282
2.0,0.09406061460147941,0.0003540212097743908,2.146187939817053
2.0555555555555554,0.09374906989076352,0.0003670148762349293,2.2194184419385867
2.111111111111111,0.09343418981490569,0.00038006661081759223,2.2903423776609
2.1666666666666665,0.09311625498568396,0.00039316609669087695,2.3589333680643922
2.2222222222222223,0.09279555068301355,0.0004063017339012006,2.4251780425744225
2.2777777777777777,0.0924723682217383,0.0004194607324293,2.489074576271176
2.3333333333333335,0.09214700599737453,0.00043262921737165954,2.5506313457974117
2.388888888888889,0.09181977021360778,0.00044579234548953393,2.609865697720317
2.4444444444444446,0.09149097529712437,0.0004589344321687833,2.666802822760371
2.5,0.09116094400829629,0.00047203908761080825,2.721474729098012
2.5555555555555554,0.09083000725927802,0.0004850893608446513,2.773919307948847
2.611111111111111,0.09049850365420084,0.0004980678899278983,2.8241794847133126
2.6666666666666665,0.0901667787692858,0.0005109570565030011,2.8723024492210096
2.7222222222222223,0.08983518419375768,0.0005237391427082908,2.9183389588736635
2.7777777777777777,0.08950407635534217,0.0005363964883195602,2.962342708821485
2.8333333333333335,0.08917381515675016,0.0005489116459266428,3.0043697636669386
2.888888888888889,0.08884476245183777,0.0005612675319356661,3.0444780455642917
2.9444444444444446,0.08851728039194413,0.0005734475712342389,3.0827268739599276
3.0,0.08819172967421882,0.0005854358334639718,3.1191765525904898
3.0555555555555554,0.08786846772446136,0.0005972171590094064,3.153887999715122
3.111111111111111,0.08754784684710232,0.000608777273029283,3.186922417900424
3.1666666666666665,0.08723021237441671,0.0006201028861173331,3.2183409999981207
3.2222222222222223,0.08691590084590096,0.000631181780475739,3.248204668253884
3.2777777777777777,0.08660523824699104,0.0006420028808040995,3.276573843759533
3.3333333333333335,0.08629853833400196,0.0006525563094386028,3.3035082437097865
3.388888888888889,0.08599610106940368,0.0006628334256081784,3.3290667041490205
3.4444444444444446,0.08569821118840065,0.0006728268489957571,3.3533070260941593
3.5,0.08540513691434977,0.0006825304680927938,3.3762858430975
3.5555555555555554,0.08511712883692765,0.0006919394341058048,3.3980585084710877
3.611111111111111,0.08483441896327076,0.0007010501414073157,3.41867900053258
3.6666666666666665,0.08455721994863179,0.0007098601957159644,3.4381998443543567
3.7222222222222223,0.08428572450953667,0.0007183683713384588,3.45667204860535
3.7777777777777777,0.0840201050190696,0.0007265745589088987,3.474145056169672
3.8333333333333335,0.08376051328081942,0.0007344797051196187,3.4906667073109725
3.888888888888889,0.08350708047525116,0.0007420857459547726,3.5062832142275
3.9444444444444446,0.08325991726986906,0.0007493955349172458,3.521039145911994
4.0,0.0830191140825194,0.0007564127676858194,3.534977422294601
4.055555555555555,0.0827847414855693,0.0007631419045583452,3.5481393167065645
4.111111111111111,0.08255685073748863,0.0007695880919336648,3.5605644657593905
4.166666666666667,0.08233547442752318,0.0007757570839656985,3.572290885788122
4.222222222222222,0.08212062721868542,0.0007816551653932561,3.5833549950601356
4.277777777777778,0.08191230667414459,0.0007872890764133765,3.593791641002121
4.333333333333333,0.08171049415225158,0.0007926659403291796,3.6036341317476452
4.388888888888889,0.08151515575584335,0.0007977931945689355,3.6129142713571016
4.444444444444445,0.08132624332208924,0.0008026785255445535,3.6216623981096894
4.5,0.08114369543993316,0.0008073298076973486,3.629907425314183
4.555555555555555,0.08096743848311214,0.0008117550469686388,3.637676884130886
4.611111111111111,0.08079738764774369,0.0008159623288335899,3.6449969679419394
4.666666666666667,0.08063344798455982,0.0008199597709493459,3.651892577849589
4.722222222222222,0.08047551541696904,0.0008237554803932167,3.6583873689239677
4.777777777777778,0.08032347773723929,0.000827357515403051,3.664503796860694
4.833333333333333,0.08017721557419126,0.0008307738514798195,3.670263164746591
4.888888888888889,0.0800366033268455,0.0008340123516707104,3.6756856696669447
4.944444444444445,0.07990151005946572,0.0008370807408190804,3.6807904489209964
5.0,0.0797718003543897,0.0008399865835444905,3.6855956256433946
5.055555555555555,0.07964733511990131,0.0008427372657004605,3.690118353658058
5.111111111111111,0.07952797235119517,0.0008453399790488464,3.6943748614174474
5.166666666666667,0.0794135678432013,0.0008478017088865898,3.6983804949044727
5.222222222222222,0.07930397585467115,0.0008501292243622244,3.7021497593965442
5.277777777777778,0.07919904972349122,0.000852329071225054,3.7056963600111614
5.333333333333333,0.07909864243367018,0.000854407566758414,3.7090332409705242
5.388888888888889,0.07900260713486348,0.0008563707966594508,3.712172623538959
5.444444444444445,0.07891079761564317,0.0008582246136403487,3.715126042600913
5.5,0.07882306873200894,0.0008599746375399417,3.7179043818603756
5.555555555555555,0.07878068955862676,0.0008608124199343655,3.7192311280139623
5.611111111111111,0.07878068955862676,0.0008608124199343655,3.7192311280139623
5.666666666666667,0.07878068955862676,0.0008608124199343655,3.7192311280139623
5.722222222222222,0.07878068955862676,0.0008608124199343655,3.7192311280139623
5.777777777777778,0.07878068955862676,0.0008608124199343655,3.7192311280139623
5.833333333333333,0.07878068955862676,0.0008608124199343655,3.7192311280139623
5.888888888888889,0.07878068955862676,0.0008608124199343655,3.7192311280139623
5.944444444444445,0.07878068955862676,0.0008608124199343655,3.7192311280139623
6.0,0.07878068955862676,0.0008608124199343655,3.7192311280139623
6.055555555555555,0.07878068955862676,0.0008608124199343655,3.7192311280139623
6.111111111111111,0.07878068955862676,0.0008608124199343655,3.7192311280139623
6.166666666666667,0.07878068955862676,0.0008608124199343655,3.7192311280139623
6.222222222222222,0.07878068955862676,0.0008608124199343655,3.7192311280139623
6.277777777777778,0.07878068955862676,0.0008608124199343655,3.7192311280139623
6.333333333333333,0.07878068955862676,0.0008608124199343655,3.7192311280139623
6.388888888888889,0.07878068955862676,0.0008608124199343655,3.7192311280139623
6.444444444444445,0.07878068955862676,0.0008608124199343655,3.7192311280139623
6.5,0.07878068955862676,0.0008608124199343655,3.7192311280139623
6.555555555555555,0.07878068955862676,0.0008608124199343655,3.7192311280139623
6.611111111111111,0.07878068955862676,0.0008608124199343655,3.7192311280139623
6.666666666666667,0.07878068955862676,0.0008608124199343655,3.7192311280139623
6.722222222222222,0.07878068955862676,0.0008608124199343655,3.7192311280139623
6.777777777777778,0.07878068955862676,0.0008608124199343655,3.7192311280139623
6.833333333333333,0.07878068955862676,0.0008608124199343655,3.7192311280139623
6.888888888888889,0.07878068955862676,0.0008608124199343655,3.7192311280139623
6.944444444444445,0.07878068955862676,0.0008608124199343655,3.7192311280139623
7.0,0.07878068955862676,0.0008608124199343655,3.7192311280139623
7.055555555555555,0.07878068955862676,0.0008608124199343655,3.7192311280139623
7.111111111111111,0.07878068955862676,0.0008608124199343655,3.7192311280139623
7.166666666666667,0.07878068955862676,0.0008608124199343655,3.7192311280139623
7.222222222222222,0.07878068955862676,0.0008608124199343655,3.7192311280139623
7.277777777777778,0.07878068955862676,0.0008608124199343655,3.7192311280139623
7.333333333333333,0.07878068955862676,0.0008608124199343655,3.7192311280139623
7.388888888888889,0.07878068955862676,0.0008608124199343655,3.7192311280139623
7.444444444444445,0.07878068955862676,0.0008608124199343655,3.7192311280139623
7.5,0.07878068955862676,0.0008608124199343655,3.7192311280139623
7.555555555555555,0.07878068955862676,0.0008608124199343655,3.7192311280139623
7.611111111111111,0.07878068955862676,0.0008608124199343655,3.7192311280139623
7.666666666666667,0.07878068955862676,0.0008608124199343655,3.7192311280139623
7.722222222222222,0.07878068955862676,0.0008608124199343655,3.7192311280139623
7.777777777777778,0.07878068955862676,0.0008608124199343655,3.7192311280139623
7.833333333333333,0.07878068955862676,0.0008608124199343655,3.7192311280139623
7.888888888888889,0.07878068955862676,0.0008608124199343655,3.7192311280139623
7.944444444444445,0.07878068955862676,0.0008608124199343655,3.7192311280139623
8.0,0.07878068955862676,0.0008608124199343655,3.7192311280139623
