time_s,I2_M,Th2_M,S2_M,S2_I2_M,S2_Th2_M
0.0,1.0000000000000001e-07,4.9999999999999996e-06,0.0,0.0,0.0
600.0,9.731721568299765e-08,3.933460472723583e-06,1.1220314692119037e-09,2.683348368484841e-09,1.0665350043533993e-06
1200.0,8.098706730040063e-08,1.5384938522921437e-06,7.566598306250073e-09,1.9016459724989436e-08,3.4615318697097536e-06
1800.0,3.029258197332878e-08,4.331109588643287e-08,4.2796002394020764e-08,6.971148637981528e-08,4.9565716269447165e-06
2400.0,5.84776509916001e-09,2.2617369218942683e-08,6.670982275527523e-08,9.415316393589051e-08,4.9771352673587425e-06
3000.0,3.7126684401667123e-09,1.8395394195321695e-08,8.17106532389409e-08,9.628652778000268e-08,4.981048262904823e-06
3600.0,3.189208435141335e-09,1.609404513628671e-08,9.326303191398172e-08,9.68092681391895e-08,4.983176652899613e-06
4200.0,2.8900963083447683e-09,1.4650957040448134e-08,1.023772503866166e-07,9.710158071899125e-08,4.984518389685014e-06
4800.0,2.6919875807626534e-09,1.3676611628879042e-08,1.0962672133720818e-07,9.72940350450386e-08,4.985428286269871e-06
5400.0,2.5530242814255142e-09,1.2985985984594198e-08,1.1542808861098625e-07,9.74290203380172e-08,4.9860757573483445e-06
6000.0,2.4518191278536875e-09,1.2479293226499809e-08,1.2008988248997622e-07,9.75273293478512e-08,4.9863355265288776e-06
6600.0,2.376087926410036e-09,1.2098068419813335e-08,1.2385097906508643e-07,9.760089392116729e-08,4.9863355265288776e-06
7200.0,2.3182619483453873e-09,1.1806144305026899e-08,1.2689599999306232e-07,9.765706700822283e-08,4.9863355265288776e-06
7800.0,2.2734058507908697e-09,1.1579221030525244e-08,1.2936952038678225e-07,9.770064206497217e-08,4.9863355265288776e-06
8400.0,2.238171974512859e-09,1.140069327957324e-08,1.313850083319721e-07,9.77348704982054e-08,4.9863355265288776e-06
9000.0,2.2102150303720127e-09,1.1258863521984186e-08,1.3303193578159298e-07,9.776203020656553e-08,4.9863355265288776e-06
9600.0,2.1878480192815993e-09,1.1145282460187563e-08,1.3438118161575779e-07,9.778375976220312e-08,4.9863355265288776e-06
10200.0,2.169873196838869e-09,1.1053718528844912e-08,1.3548914655044868e-07,9.780137440999755e-08,4.9863355265288776e-06
10800.0,2.1552731437433054e-09,1.0979493695598227e-08,1.364009138121823e-07,9.781571630891263e-08,4.9863355265288776e-06
11400.0,2.1433887301266144e-09,1.0919044239151219e-08,1.3715265914345095e-07,9.782739058554991e-08,4.9863355265288776e-06
12000.0,2.1336381559340174e-09,1.0869619953115132e-08,1.377735324152964e-07,9.783341321443698e-08,4.9863355265288776e-06
12600.0,2.1255224155895283e-09,1.0829372238104035e-08,1.3828331981803765e-07,9.783341321443698e-08,4.9863355265288776e-06
13200.0,2.118838056911397e-09,1.0796034049609714e-08,1.387084943626093e-07,9.783341321443698e-08,4.9863355265288776e-06
13800.0,2.1133222363721024e-09,1.0768518568682896e-08,1.390613956081458e-07,9.783341321443698e-08,4.9863355265288776e-06
14400.0,2.1087636049372235e-09,1.074577122391946e-08,1.3935451193834807e-07,9.783341321443698e-08,4.9863355265288776e-06
15000.0,2.104989692025895e-09,1.0726934611531026e-08,1.3959817989425127e-07,9.783341321443698e-08,4.9863355265288776e-06
15600.0,2.1018607392091293e-09,1.071131364532773e-08,1.398009031022209e-07,9.783341321443698e-08,4.9863355265288776e-06
16200.0,2.0992631685631045e-09,1.0698343066767704e-08,1.3996968207065222e-07,9.783341321443698e-08,4.9863355265288776e-06
16800.0,2.0971043416346636e-09,1.0687561539932426e-08,1.4011028907272812e-07,9.783341321443698e-08,4.9863355265288776e-06
17400.0,2.09530844225251e-09,1.0678591296445621e-08,1.4022749146484764e-07,9.783341321443698e-08,4.9863355265288776e-06
18000.0,2.0938132355296825e-09,1.0671122093506244e-08,1.4032523264164615e-07,9.783341321443698e-08,4.9863355265288776e-06
